logA n_s H0 omega_b omega_cdm m_ncdm w0_fld Omega_EDE tau_reio
3.054869985910176222e+00 9.819857006679137967e-01 7.603742426405955257e+01 2.234423246098578633e-02 1.298342856432389558e-01 6.877861347041092088e-02 -8.782983419149215099e-01 8.270800229629182709e-02 5.787054790872921822e-02
3.024382232184149366e+00 9.908892477830689716e-01 7.387749531098194211e+01 2.226221584738035525e-02 1.282128704117624085e-01 5.818079237574672047e-02 -8.497253624051905874e-01 4.629156708777679846e-02 3.947776534252969705e-02
2.825008090974506114e+00 9.043721893525006328e-01 7.348281429994217717e+01 2.203520209350317768e-02 1.201928884923840618e-01 7.342368327623713387e-02 -8.591433367871323945e-01 4.979518187028624671e-02 3.034181961366170382e-02
2.936905878773262923e+00 9.121397496668020022e-01 7.409945332675569318e+01 2.235826965973865266e-02 1.297503840747239456e-01 7.388891176551551365e-02 -8.499162321426023681e-01 4.131057399166399025e-02 6.897236797635869499e-02
2.955527847123741836e+00 9.202783361029877041e-01 7.423988737321633380e+01 2.215284898198366034e-02 1.270509529914374269e-01 8.691997229545207412e-03 -8.627432075577905479e-01 3.757123652410779280e-02 5.380755021007765232e-02
3.135464547604284391e+00 9.744564671526037003e-01 7.088019497826081761e+01 2.210410288008451962e-02 1.269406754281502403e-01 9.500666888063130644e-02 -7.712666267338816883e-01 1.756545468123145090e-02 5.444153889942664193e-02
3.030713825220105129e+00 9.722468459625832615e-01 7.196684565054493987e+01 2.228360689272034997e-02 1.175414492979055814e-01 6.687858048341396855e-02 -8.362913349225771231e-01 1.777784423302661287e-02 7.492451359672951117e-02
2.903481221785406685e+00 9.915212342095185427e-01 7.504041020427281694e+01 2.238428552265698049e-02 1.233301663474618559e-01 6.511560240908047248e-02 -8.514607829133697958e-01 6.876177098126416698e-02 4.889108011452773794e-02
2.830095617362672566e+00 9.111536859185508375e-01 7.555889714505755705e+01 2.220118660313195533e-02 1.295108657938225938e-01 2.071234027129084318e-02 -8.821273397317355158e-01 6.870677486875874374e-02 7.179847575525419301e-02
3.040201694375868513e+00 9.119233613426721563e-01 7.454390729249293202e+01 2.207268181464863352e-02 1.290218383159457416e-01 6.784943973824915375e-02 -8.621745545054047000e-01 6.136795469281321191e-02 6.096863593539070258e-02
2.842094451049378190e+00 9.888370904064445188e-01 7.390698395037884438e+01 2.207691540303979155e-02 1.260946136700296649e-01 4.150260476154266423e-03 -8.190050862717184188e-01 8.455097073782338879e-02 1.115934272881393720e-02
2.838904963994873576e+00 9.392810212182765017e-01 7.322283396814181344e+01 2.218222659397050406e-02 1.285300870706597431e-01 9.662654927517361214e-02 -8.103368514136728429e-01 3.439924780375063634e-02 5.101994927921223166e-02
2.904551543389608081e+00 9.386863491476238330e-01 7.637797854077734883e+01 2.255179963085323161e-02 1.293932802294021078e-01 4.839381090553307452e-02 -8.822228506977252138e-01 8.291657707141703026e-02 2.056145972856566334e-02
