# logA n_s H0 omega_b omega_cdm m_ncdm w0_fld wa_fld tau_reio weight loglikelihood
1.93259611e+00 8.84659157e-01 5.82457649e+01 1.34389991e-02 3.06193727e-02 1.98853472e+00 -5.56302467e-01 -9.69447101e-01 1.92380093e-01 3.04584041e-04 -7.03420550e+00
1.80861646e+00 9.38611028e-01 6.77286752e+01 1.91780113e-02 7.19841739e-02 5.13721166e-01 -1.07901735e+00 8.60663367e-01 5.08073955e-01 3.04520451e-04 -7.03207253e+00
2.33686838e+00 9.21275656e-01 6.64429619e+01 1.80534731e-02 1.26137348e-01 6.56438533e-03 -5.08731336e-01 -9.89403033e-01 3.27597350e-01 3.04802190e-04 -7.02836228e+00
2.47866731e+00 1.13061238e+00 7.81657781e+01 3.07591717e-02 1.72420570e-01 4.31122877e-01 -4.62777633e-01 -1.86896736e+00 1.24899564e-01 3.05106089e-04 -7.02608130e+00
2.77066196e+00 1.08291496e+00 7.24191176e+01 2.95408531e-02 1.16996445e-01 1.21794971e+00 -4.58044573e-01 -1.48586663e+00 2.63728425e-02 3.05316939e-04 -7.02298571e+00
2.01744033e+00 1.17486785e+00 6.16789120e+01 1.61941670e-02 1.00492993e-01 8.77591385e-01 -3.00608737e-01 -1.76762861e+00 4.02563154e-01 3.05916142e-04 -7.01816743e+00
2.62453277e+00 8.19595066e-01 6.81602497e+01 2.50019651e-02 7.75219834e-02 1.88753088e+00 -4.88618360e-01 -1.45621529e+00 2.54127088e-01 3.07001382e-04 -7.01191123e+00
1.84379933e+00 1.19286335e+00 5.92473966e+01 9.76223045e-03 6.07759230e-02 6.98005220e-01 -1.00268923e+00 6.68872800e-01 1.71032512e-01 3.07375013e-04 -7.01172906e+00
1.74899529e+00 1.05032341e+00 6.23160026e+01 1.53203619e-02 3.33561178e-02 1.66027330e+00 -1.07570211e+00 7.50248280e-01 5.03385660e-01 3.07218657e-04 -7.00893479e+00
3.34014091e+00 1.10212306e+00 7.11347221e+01 2.27029644e-02 1.13112032e-01 1.41868651e+00 -4.81057476e-01 -1.83519835e+00 5.30814243e-01 3.08467590e-04 -6.99963860e+00
3.87397988e+00 1.11389385e+00 7.27391697e+01 2.55162296e-02 1.23334247e-01 5.23449099e-01 -7.51907867e-01 -4.84420949e-01 4.66353752e-01 3.11113444e-04 -6.98787014e+00
2.60547025e+00 9.09212393e-01 7.01560311e+01 2.57758003e-02 7.90817455e-02 1.21687203e+00 -7.52216605e-01 -3.32628317e-01 7.58645174e-01 3.12618512e-04 -6.98595685e+00
3.40784754e+00 9.21293222e-01 6.77003073e+01 1.80950599e-02 1.16986052e-01 7.31204782e-01 -7.09459668e-01 -6.92721918e-01 1.33750808e-01 3.12962245e-04 -6.98167994e+00
3.27782116e+00 1.04293487e+00 6.63651963e+01 1.89888385e-02 3.56220126e-02 1.89183410e+00 -1.08130091e+00 5.88881744e-01 5.63408028e-01 3.13771650e-04 -6.97679637e+00
3.82720107e+00 1.11982921e+00 7.79781933e+01 2.67533783e-02 1.49281384e-01 1.01509733e+00 -7.70628485e-01 -1.13073795e+00 1.30636662e-02 3.15460720e-04 -6.96696477e+00
3.48540864e+00 1.12475177e+00 7.76468257e+01 3.15044183e-02 1.72144013e-01 2.16336491e-01 -4.30806154e-01 -1.70310800e+00 6.68075609e-01 3.16874513e-04 -6.96383532e+00
1.69046779e+00 1.05659866e+00 6.90464315e+01 2.64931586e-02 9.88230959e-02 1.20777584e+00 -4.28217114e-01 -1.46574428e+00 1.59298043e-01 3.18722998e-04 -6.95137207e+00
2.98116364e+00 8.60537778e-01 6.97487863e+01 1.89969751e-02 7.05061811e-02 1.25930051e+00 -1.20357703e+00 8.55736763e-01 5.16897180e-01 3.20444029e-04 -6.94903136e+00
2.66226007e+00 1.09458011e+00 8.02331306e+01 3.20539178e-02 1.24822614e-01 1.86005503e+00 -5.62280296e-01 -1.99623766e+00 3.03411530e-01 3.20725324e-04 -6.94562271e+00
2.05044141e+00 9.22201190e-01 7.31988926e+01 2.87998960e-02 1.01032213e-01 1.89704299e+00 -3.72686619e-01 -1.95401340e+00 3.92322557e-01 3.21271910e-04 -6.94163090e+00
2.09056305e+00 1.17266555e+00 6.88601132e+01 1.93693105e-02 1.04331393e-01 4.77411667e-02 -9.78452353e-01 7.12764087e-01 5.69256496e-01 3.21292476e-04 -6.94149470e+00
2.28399532e+00 1.16844240e+00 6.79325845e+01 1.62121103e-02 1.10540640e-01 1.02837185e-01 -8.54475239e-01 -7.04971579e-02 4.40151149e-01 3.21531882e-04 -6.93615231e+00
1.66971450e+00 1.10856302e+00 8.45958957e+01 3.17469021e-02 1.60676104e-01 3.77087299e-02 -1.09311548e+00 6.16516651e-01 7.36490718e-01 3.22009107e-04 -6.93452597e+00
3.34565759e+00 9.81446987e-01 7.54853201e+01 2.56885095e-02 1.10011199e-01 1.68174688e+00 -7.44108019e-01 -1.34255321e+00 1.87510600e-01 3.22285849e-04 -6.93044171e+00
3.63212080e+00 1.11830941e+00 7.20314056e+01 3.03694812e-02 7.03570242e-02 1.85114320e+00 -6.32936194e-01 -7.22992283e-01 1.70232788e-01 3.22748713e-04 -6.92765741e+00
2.45444670e+00 8.02895604e-01 7.97557616e+01 2.90277138e-02 1.19890129e-01 1.69342426e+00 -8.22275101e-01 -9.50054361e-01 3.93556772e-01 3.23105550e-04 -6.92423668e+00
3.18632202e+00 8.04589311e-01 6.31587576e+01 1.11178652e-02 5.70204980e-02 1.49082168e+00 -1.02748484e+00 2.28967298e-02 1.95379639e-01 3.23367292e-04 -6.92204018e+00
2.10616651e+00 8.92838664e-01 6.73285395e+01 1.54901043e-02 9.13623842e-02 1.23802143e+00 -7.14887667e-01 -1.38012039e+00 1.44894186e-01 3.24759068e-04 -6.91167677e+00
2.43384637e+00 9.01627445e-01 7.07525121e+01 2.72843771e-02 1.04253659e-01 1.19335956e+00 -5.53772919e-01 -8.52091601e-01 7.44332628e-02 3.25878888e-04 -6.91113295e+00
1.85748848e+00 1.17167708e+00 8.14676405e+01 2.86497303e-02 1.71425792e-01 1.31062291e-01 -9.31568987e-01 7.86105428e-03 4.66813034e-01 3.26801772e-04 -6.90204537e+00
2.15436941e+00 8.70076230e-01 6.91542791e+01 1.64944407e-02 1.34493347e-01 5.29220542e-01 -7.23852948e-01 -1.08218161e+00 4.39295447e-01 3.28629583e-04 -6.89597064e+00
2.34108689e+00 8.25609508e-01 7.72660038e+01 2.88846594e-02 1.72567883e-01 8.26062585e-01 -4.62988516e-01 -1.93500761e+00 1.48135466e-01 3.29681413e-04 -6.89165371e+00
2.28751557e+00 1.14336749e+00 6.15072483e+01 8.55910534e-03 1.17874126e-01 3.43877479e-01 -5.89153219e-01 -1.79930935e+00 2.30294174e-01 3.29847907e-04 -6.89096032e+00
2.22707357e+00 1.18792789e+00 8.07030648e+01 3.27943458e-02 1.27499236e-01 1.26481521e+00 -9.19567475e-01 -2.94935067e-02 5.54483814e-01 3.31120810e-04 -6.87998444e+00
3.16299335e+00 9.98157961e-01 8.33976316e+01 3.23138308e-02 1.34163025e-01 8.67562180e-01 -1.11194133e+00 4.52171574e-01 7.95785912e-01 3.33064110e-04 -6.87523643e+00
3.51673871e+00 1.05244121e+00 7.82533643e+01 2.87283149e-02 1.39148744e-01 3.55755188e-01 -8.22313639e-01 -3.99304459e-01 3.21930423e-01 3.33313429e-04 -6.87448638e+00
3.17070518e+00 8.36910407e-01 7.99406882e+01 3.10343468e-02 1.51262579e-01 5.40564575e-01 -7.07182729e-01 -1.03412317e+00 7.08556767e-01 3.33185494e-04 -6.87200961e+00
2.99525949e+00 8.81614955e-01 6.54871903e+01 1.59652154e-02 5.01136434e-02 1.09936460e+00 -1.15211260e+00 1.12046004e+00 5.53375360e-01 3.33570626e-04 -6.86818202e+00
1.84272132e+00 1.12117786e+00 7.45430885e+01 2.51645047e-02 1.32371007e-01 1.41025228e+00 -5.80793089e-01 -1.61838702e+00 9.54286921e-02 3.34036608e-04 -6.86522018e+00
3.86020285e+00 1.06366046e+00 6.83490079e+01 1.55022231e-02 1.29800848e-01 4.45231953e-01 -7.18938030e-01 -1.27639092e+00 1.23632182e-01 3.35533279e-04 -6.85526748e+00
2.90239785e+00 1.10921902e+00 7.36590295e+01 2.41267720e-02 1.18465971e-01 1.21631823e+00 -5.87639771e-01 -1.58097402e+00 4.06970447e-01 3.36654806e-04 -6.85452566e+00
3.16262465e+00 1.09958799e+00 6.68794041e+01 1.95738063e-02 1.34703727e-01 5.76158953e-01 -3.68886963e-01 -1.90493550e+00 5.46327677e-01 3.36441833e-04 -6.85253796e+00
3.45068714e+00 1.14763055e+00 7.34411021e+01 2.00391410e-02 1.02153854e-01 1.02375629e+00 -1.13412754e+00 2.59834395e-01 2.60970810e-01 3.36298218e-04 -6.85138291e+00
2.94478858e+00 8.88780084e-01 7.42223856e+01 1.97497243e-02 1.34206986e-01 3.09092824e-01 -1.05269152e+00 2.45952125e-01 5.51171941e-01 3.36368960e-04 -6.84812361e+00
2.24144187e+00 9.86124795e-01 6.47153348e+01 1.40608578e-02 1.06955266e-01 5.17206046e-01 -7.70700041e-01 -6.87087666e-01 4.39125802e-01 3.36539539e-04 -6.84637103e+00
3.63543449e+00 8.21537611e-01 7.88951326e+01 3.00667363e-02 1.42786781e-01 5.82150418e-01 -7.24485623e-01 -9.11972352e-01 7.28569574e-01 3.36523873e-04 -6.84422110e+00
3.72177937e+00 8.61899105e-01 7.26154124e+01 2.76709007e-02 1.06432562e-01 8.80758018e-01 -6.66901047e-01 -7.17976976e-01 5.65427899e-01 3.38031034e-04 -6.83346556e+00
3.00545378e+00 8.58682232e-01 7.62183875e+01 2.71342895e-02 1.00770923e-01 4.46883016e-01 -1.17248135e+00 1.08338083e+00 2.38096588e-01 3.39322999e-04 -6.83256689e+00
2.86971385e+00 1.16198251e+00 5.89900954e+01 1.35527514e-02 6.40315943e-02 1.08668137e+00 -5.94382059e-01 -7.57253355e-01 4.59647798e-01 3.41320933e-04 -6.81778253e+00
2.58711847e+00 1.15189042e+00 6.53321345e+01 2.02902572e-02 5.66961026e-02 1.67371882e+00 -6.75070565e-01 -7.06161493e-01 2.62504557e-01 3.43286935e-04 -6.81702947e+00
2.77502123e+00 8.13908283e-01 6.73113772e+01 1.64728172e-02 9.15273572e-02 1.30182599e+00 -6.13158156e-01 -1.73859530e+00 1.65838888e-01 3.43211340e-04 -6.81422881e+00
2.38346781e+00 1.12508070e+00 7.93241132e+01 3.14097951e-02 1.08452290e-01 1.43839487e+00 -1.04956528e+00 4.13634663e-01 3.74118314e-01 3.43764634e-04 -6.80981475e+00
3.43612908e+00 9.52052331e-01 5.91802255e+01 1.30208690e-02 5.41697019e-02 8.09189559e-01 -8.53359518e-01 3.01261573e-01 3.95325378e-01 3.44143966e-04 -6.80802303e+00
3.71284378e+00 9.92445350e-01 7.03013386e+01 3.10572497e-02 5.63219336e-02 1.51282422e+00 -8.07638871e-01 2.43579602e-01 6.83164024e-01 3.43789776e-04 -6.80787739e+00
3.39688072e+00 8.23570381e-01 6.25489846e+01 1.43085401e-02 3.13192789e-02 1.65679057e+00 -1.11130242e+00 8.74208222e-01 5.14611535e-01 3.43149960e-04 -6.80775263e+00
2.20718864e+00 1.10673369e+00 7.20056060e+01 2.59433093e-02 1.16429797e-01 5.18775530e-01 -7.28201370e-01 -4.13586235e-01 1.59865269e-01 3.42548308e-04 -6.80739112e+00
3.22138495e+00 9.62369653e-01 7.32518080e+01 3.06608669e-02 9.94307070e-02 1.76863448e+00 -4.51413142e-01 -1.71948039e+00 4.69106838e-01 3.42209067e-04 -6.80573895e+00
3.54772656e+00 8.05746639e-01 6.19383023e+01 1.78368214e-02 1.95848771e-02 1.44484159e+00 -1.00397958e+00 9.20647431e-01 6.06169064e-01 3.43009489e-04 -6.79873419e+00
3.54772656e+00 8.05746639e-01 6.19383023e+01 1.78368214e-02 1.95848771e-02 1.44484159e+00 -1.00397958e+00 9.20647431e-01 6.06169064e-01 3.44210832e-04 -6.79873419e+00
2.94862776e+00 8.49885683e-01 6.55243198e+01 1.54868832e-02 1.24349734e-01 1.48402553e-01 -4.53185656e-01 -1.68257572e+00 1.22565985e-01 3.43215579e-04 -6.79652659e+00
2.41661402e+00 8.98084175e-01 7.23147346e+01 2.27429244e-02 7.30476446e-02 9.16210793e-01 -1.21252128e+00 1.12702153e+00 3.08252116e-02 3.43587782e-04 -6.79257314e+00
3.65635098e+00 8.16284017e-01 8.43577805e+01 2.98470544e-02 2.06320762e-01 2.64254163e-02 -8.53331153e-01 -6.43419760e-01 7.53502353e-02 3.45289333e-04 -6.78267103e+00
1.69600680e+00 9.45812153e-01 6.14441400e+01 1.64549389e-02 6.54502864e-02 1.81862907e+00 -4.43763391e-01 -1.58543893e+00 2.71593643e-01 3.47521309e-04 -6.77567830e+00
1.73288104e+00 8.79348412e-01 7.00956762e+01 1.77649276e-02 1.08112039e-01 9.89951694e-01 -9.51345903e-01 -2.50372131e-01 1.31177870e-01 3.50087567e-04 -6.76398233e+00
2.92382960e+00 8.86060728e-01 7.29619894e+01 3.27935001e-02 7.29960427e-02 1.73203607e+00 -6.97986723e-01 -3.79656366e-01 7.82905434e-01 3.52576594e-04 -6.75748949e+00
2.83686178e+00 8.35436388e-01 7.36419355e+01 2.70412724e-02 1.28030611e-01 7.97383302e-01 -7.25044891e-01 -5.99333308e-01 4.53417771e-01 3.55711190e-04 -6.74233073e+00
2.89454123e+00 9.22770794e-01 6.92584644e+01 2.06220085e-02 6.73898308e-02 1.46756723e+00 -1.09722669e+00 6.44199414e-01 1.87908505e-01 3.57840667e-04 -6.74149885e+00
1.84320417e+00 1.19361273e+00 7.75630194e+01 2.70085040e-02 1.36219510e-01 2.59801445e-01 -1.03426186e+00 4.32321406e-01 3.14840786e-01 3.58989437e-04 -6.73194708e+00
3.57044954e+00 1.15581688e+00 7.25278624e+01 3.15468193e-02 3.94239843e-02 1.82127612e+00 -9.88525771e-01 7.07319595e-01 6.56694473e-01 3.60368278e-04 -6.72981409e+00
2.62914076e+00 9.72104450e-01 5.88229620e+01 1.02066497e-02 8.92196877e-02 6.87934688e-01 -4.57602123e-01 -1.78834631e+00 1.05406623e-01 3.60669065e-04 -6.72628441e+00
3.01851712e+00 8.77804178e-01 5.92048826e+01 1.08474849e-02 1.90799373e-02 1.99897603e+00 -1.10797910e+00 8.27819049e-01 2.18402523e-01 3.61210916e-04 -6.72281554e+00
2.98138056e+00 8.46351627e-01 6.26363549e+01 9.70200769e-03 1.16400611e-01 4.08323534e-01 -6.14086741e-01 -1.75719619e+00 1.96371403e-01 3.61376512e-04 -6.72136924e+00
2.52607002e+00 1.14046602e+00 7.73562680e+01 3.24744389e-02 1.27762083e-01 1.53150333e+00 -5.47735260e-01 -1.21470244e+00 3.75071723e-01 3.62764076e-04 -6.71118034e+00
1.93573200e+00 9.50668324e-01 8.57685826e+01 3.11756424e-02 1.69147958e-01 2.88783048e-01 -1.15551159e+00 4.88838207e-01 3.22435464e-01 3.65540245e-04 -6.70212043e+00
3.55571890e+00 8.82463139e-01 7.13628236e+01 2.12294099e-02 1.23228017e-01 2.06412490e-01 -7.63647751e-01 -4.65001839e-01 4.84924175e-01 3.66537318e-04 -6.70171595e+00
2.03260451e+00 1.16180814e+00 7.53913476e+01 2.37088090e-02 1.04717415e-01 1.06429371e+00 -1.12137223e+00 3.45020346e-01 6.12430742e-01 3.69066143e-04 -6.68444785e+00
1.87713984e+00 1.10723043e+00 6.07475651e+01 8.71284111e-03 8.47005069e-02 1.06852841e+00 -6.53412457e-01 -1.76634321e+00 1.48606701e-01 3.72605458e-04 -6.67856559e+00
2.04801275e+00 1.13802243e+00 6.56314469e+01 1.88605947e-02 2.43830994e-02 1.77308572e+00 -1.13742382e+00 1.01453301e+00 1.09366967e-01 3.73625679e-04 -6.67497775e+00
3.06445057e+00 9.60083650e-01 7.89388710e+01 3.02411036e-02 1.36977284e-01 1.14287852e+00 -8.69056447e-01 -4.46025187e-01 6.20890466e-01 3.74450037e-04 -6.67016427e+00
3.00719191e+00 1.05350902e+00 7.35684624e+01 2.30261705e-02 1.05820848e-01 1.67823770e+00 -7.48366417e-01 -1.11884478e+00 1.50340329e-01 3.76016430e-04 -6.66264118e+00
2.04573156e+00 1.14772330e+00 7.98700698e+01 3.13208810e-02 1.28293513e-01 1.33271482e+00 -9.49923248e-01 -5.39910141e-02 3.98688284e-01 3.76854410e-04 -6.66170215e+00
2.50054987e+00 8.05080751e-01 6.50203081e+01 1.05507272e-02 8.95224218e-02 4.56932312e-01 -1.12052322e+00 4.54708819e-01 8.64550246e-02 3.77177294e-04 -6.65693779e+00
3.05552986e+00 9.62597269e-01 7.44474495e+01 2.75881883e-02 1.06100987e-01 1.02762006e+00 -7.51998322e-01 -5.48845980e-01 1.46210567e-01 3.77681354e-04 -6.65503036e+00
1.95689994e+00 9.03470542e-01 8.37185603e+01 3.20178861e-02 1.69840364e-01 2.94795577e-01 -8.21500411e-01 -6.21336696e-01 3.15695528e-01 3.78140809e-04 -6.65051443e+00
2.04351295e+00 1.12510435e+00 6.53337373e+01 1.58337271e-02 5.54211327e-02 1.74600437e+00 -8.81322556e-01 -3.04594465e-01 5.09158028e-01 3.79354531e-04 -6.64462877e+00
2.93763520e+00 1.04066023e+00 6.81130543e+01 1.59975587e-02 8.72685403e-02 1.27715567e+00 -1.01671882e+00 -9.00837219e-02 9.90834611e-02 3.80080935e-04 -6.64268469e+00
1.81132479e+00 8.09274349e-01 7.48784728e+01 2.71462792e-02 1.15754395e-01 1.96230379e+00 -5.48308791e-01 -1.66563007e+00 6.06451818e-02 3.79887115e-04 -6.64165224e+00
2.47825799e+00 1.19001829e+00 7.25775600e+01 2.43853231e-02 1.08982305e-01 1.47292024e+00 -7.29853331e-01 -7.54068655e-01 8.75979255e-02 3.80307619e-04 -6.63648248e+00
2.25739535e+00 1.16135149e+00 7.39255333e+01 3.25601323e-02 1.32327244e-01 7.68197441e-01 -3.95458491e-01 -1.38097005e+00 2.51801880e-01 3.81001300e-04 -6.63400640e+00
1.67226131e+00 9.59499674e-01 6.91353153e+01 2.73846240e-02 1.19098928e-01 1.14743978e+00 -2.53479318e-01 -1.95589593e+00 1.73402442e-01 3.81590565e-04 -6.62939940e+00
2.18514988e+00 8.30977895e-01 8.11869083e+01 2.66778885e-02 2.08254805e-01 1.24730737e-01 -5.57590872e-01 -1.97129362e+00 5.12101365e-01 3.82056173e-04 -6.62756706e+00
2.31301006e+00 1.17845394e+00 6.57627017e+01 1.98957074e-02 1.01786381e-01 8.97930910e-01 -4.55247412e-01 -1.28596256e+00 2.06314326e-01 3.81757420e-04 -6.62696718e+00
3.70216921e+00 1.15207872e+00 7.08546634e+01 2.02957962e-02 8.93720688e-02 1.05414037e+00 -1.08173717e+00 5.29629718e-01 3.44744028e-01 3.81575114e-04 -6.62452777e+00
2.50694531e+00 1.06302583e+00 6.92382640e+01 1.97419173e-02 8.59731254e-02 2.85801067e-01 -1.07660632e+00 9.70940671e-01 4.06743310e-01 3.82982796e-04 -6.61562481e+00
2.12296152e+00 8.24918684e-01 7.03750943e+01 2.29537515e-02 9.05116571e-02 9.83292199e-01 -8.09847740e-01 -3.57234080e-01 6.34318892e-01 3.84546772e-04 -6.61236390e+00
1.88390224e+00 1.15396026e+00 7.62521037e+01 2.93556972e-02 1.25933455e-01 1.06668586e+00 -7.77610583e-01 -6.09927032e-01 7.20642474e-02 3.86966898e-04 -6.59912252e+00
3.64638761e+00 9.34569396e-01 7.53746885e+01 2.96225368e-02 1.69520867e-01 3.53022203e-01 -3.58157020e-01 -1.94549838e+00 4.17779630e-01 3.89966039e-04 -6.59289276e+00
1.99868498e+00 9.96139255e-01 7.71454567e+01 2.86853341e-02 1.78541087e-01 6.71020036e-02 -4.04716571e-01 -1.96913751e+00 6.40100356e-01 3.90942284e-04 -6.59011818e+00
3.83886134e+00 1.16502694e+00 7.90369817e+01 2.89234208e-02 1.12637557e-01 1.70017769e+00 -9.36535754e-01 -5.21627507e-01 1.66002112e-01 3.91976584e-04 -6.58362105e+00
1.81089935e+00 8.68309612e-01 6.72242916e+01 1.86681823e-02 1.07953542e-01 6.39701952e-01 -5.63895390e-01 -1.38456130e+00 4.68295165e-01 3.94942053e-04 -6.57107706e+00
2.83967530e+00 1.18788461e+00 6.54217662e+01 1.46954917e-02 5.20385222e-02 1.52611095e+00 -1.12200474e+00 6.09285161e-01 1.94641962e-01 3.98778485e-04 -6.56028078e+00
3.13941541e+00 1.09661435e+00 7.01838126e+01 2.36501326e-02 9.67739380e-02 1.44995786e+00 -5.51762641e-01 -1.24972856e+00 1.65747802e-01 4.00153235e-04 -6.56016897e+00
1.83416067e+00 1.06055833e+00 7.31260756e+01 2.57116122e-02 1.13799879e-01 1.11439062e+00 -8.20048727e-01 -2.81598465e-01 1.18532869e-01 3.99614663e-04 -6.55897877e+00
2.93036068e+00 9.45752617e-01 6.52524118e+01 1.71102640e-02 7.96527726e-02 1.02377102e+00 -9.05652745e-01 1.11866926e-01 1.48283258e-01 3.99802798e-04 -6.55523475e+00
2.21315873e+00 9.91477595e-01 8.19873302e+01 3.13741697e-02 1.13968532e-01 1.97515879e+00 -9.54962269e-01 -5.61670991e-01 7.00922365e-01 3.99755560e-04 -6.55521558e+00
1.70547278e+00 8.50321098e-01 6.09356705e+01 1.22543241e-02 5.66080163e-02 1.49942689e+00 -6.52450786e-01 -1.13598650e+00 2.43523822e-01 4.00167733e-04 -6.54918677e+00
3.45437039e+00 1.02721356e+00 7.22377390e+01 3.25738844e-02 3.87117434e-02 1.80713407e+00 -9.98312129e-01 7.45418648e-01 6.55210398e-01 4.01895053e-04 -6.54260691e+00
3.49634977e+00 1.07223500e+00 8.29816253e+01 3.22100810e-02 1.73916057e-01 6.95146438e-01 -6.36537913e-01 -1.68820779e+00 3.41678783e-01 4.04069523e-04 -6.53440484e+00
3.00660638e+00 9.95277137e-01 8.27184389e+01 2.92810305e-02 1.66010318e-01 6.64979121e-01 -8.62215711e-01 -9.27763213e-01 2.80262249e-01 4.05273810e-04 -6.53264293e+00
2.03788511e+00 9.42843709e-01 7.27595811e+01 2.05089012e-02 1.06111730e-01 1.37029159e+00 -8.39817718e-01 -9.80369414e-01 4.27466061e-01 4.04992092e-04 -6.53179898e+00
2.14689696e+00 9.12759484e-01 7.23243491e+01 2.71715935e-02 5.65212174e-02 9.52232912e-01 -1.07143973e+00 1.03623171e+00 5.38389488e-01 4.04684772e-04 -6.53016565e+00
2.14689696e+00 9.12759484e-01 7.23243491e+01 2.71715935e-02 5.65212174e-02 9.52232912e-01 -1.07143973e+00 1.03623171e+00 5.38389488e-01 4.05015263e-04 -6.53016565e+00
3.68073375e+00 9.75036630e-01 7.46387422e+01 3.15390294e-02 1.31542439e-01 1.02588679e+00 -5.31822033e-01 -1.13259238e+00 6.84474431e-01 4.04280288e-04 -6.52580307e+00
3.08270487e+00 1.07745827e+00 6.47745006e+01 1.39789491e-02 5.00798736e-02 1.78808182e+00 -1.05161141e+00 7.70464971e-02 2.95980469e-01 4.05123911e-04 -6.52199940e+00
2.87935268e+00 1.12780004e+00 7.18878377e+01 2.48608994e-02 1.02538046e-01 1.11064842e+00 -8.32815751e-01 -9.99293494e-02 4.81527763e-02 4.05882067e-04 -6.51806797e+00
3.83963219e+00 9.92980757e-01 7.17564417e+01 2.36718179e-02 1.25145696e-01 6.27744158e-02 -8.14829732e-01 1.36536842e-01 5.57324728e-01 4.06429048e-04 -6.51530798e+00
2.14744400e+00 9.20310583e-01 7.24335413e+01 2.58439952e-02 1.47667064e-01 4.07984084e-01 -5.32393349e-01 -1.03503817e+00 6.80923482e-01 4.07647888e-04 -6.50809424e+00
3.55763345e+00 9.48798153e-01 7.22860268e+01 2.19830928e-02 1.18439936e-01 9.20159031e-01 -7.30210496e-01 -8.56456647e-01 4.70053814e-01 4.09452347e-04 -6.50247338e+00
1.64211750e+00 1.10333115e+00 6.43490708e+01 1.51906080e-02 8.08052421e-02 1.11784023e+00 -7.94408331e-01 -3.50158801e-01 3.23870735e-01 4.09979604e-04 -6.50151680e+00
3.28294872e+00 1.03772266e+00 6.67418383e+01 2.25521664e-02 7.30992954e-02 1.38175763e+00 -7.36729271e-01 -2.99176070e-01 4.04418175e-01 4.10473519e-04 -6.49607653e+00
2.01299403e+00 9.47512343e-01 8.01065195e+01 3.21121035e-02 1.28057188e-01 1.75676379e+00 -6.62656520e-01 -1.57287445e+00 3.72356700e-01 4.11526885e-04 -6.49239092e+00
1.84269474e+00 9.11817444e-01 5.48874893e+01 9.96001672e-03 2.11167486e-02 1.22354598e+00 -9.46396741e-01 8.42886885e-01 1.00834631e-01 4.13657192e-04 -6.48177880e+00
2.67560081e+00 1.04902886e+00 7.45136722e+01 2.65497189e-02 7.53775258e-02 1.64622463e+00 -1.11939076e+00 6.06528482e-01 7.45593523e-01 4.16385036e-04 -6.47523186e+00
2.08355801e+00 1.04384603e+00 7.71551902e+01 2.99035811e-02 1.60753437e-01 3.41435098e-01 -6.75359948e-01 -7.02078486e-01 3.78370153e-01 4.17114780e-04 -6.47427024e+00
1.77879121e+00 1.18303349e+00 7.83407445e+01 3.15190081e-02 1.28253389e-01 1.87575141e+00 -5.71980774e-01 -1.44721084e+00 3.27129561e-01 4.16640967e-04 -6.47350892e+00
1.85674930e+00 1.03943845e+00 6.87574212e+01 1.88817755e-02 6.18918475e-02 1.55788507e+00 -1.13380510e+00 5.85560015e-01 4.55150298e-01 4.16061886e-04 -6.47305584e+00
1.97153005e+00 1.08394412e+00 7.49418073e+01 2.85851190e-02 8.97827047e-02 1.80357055e+00 -8.97239087e-01 -1.72489054e-02 4.02256323e-01 4.15717677e-04 -6.47116904e+00
3.84450532e+00 9.79072429e-01 7.61786967e+01 2.98863383e-02 1.33334723e-01 1.09626307e+00 -4.85873993e-01 -1.58719962e+00 6.85789695e-01 4.16033334e-04 -6.46754420e+00
1.95586020e+00 8.16177095e-01 7.59906041e+01 2.52074054e-02 1.11031725e-01 6.59731966e-01 -1.04256826e+00 2.98511486e-01 1.52328025e-01 4.15977186e-04 -6.46743969e+00
1.67683434e+00 1.02500504e+00 7.33764642e+01 2.48626129e-02 7.88373420e-02 1.02648262e+00 -1.11094330e+00 7.55380302e-01 1.50968688e-01 4.16336760e-04 -6.46182799e+00
3.34907486e+00 1.09978042e+00 7.10235225e+01 1.92291942e-02 1.39118679e-01 6.91245289e-01 -6.50551186e-01 -1.40131818e+00 4.45309405e-01 4.17301259e-04 -6.45881019e+00
3.04487988e+00 8.52346324e-01 6.89003638e+01 1.87728571e-02 1.35078865e-01 1.04324682e-01 -4.97305404e-01 -1.36665335e+00 4.36212288e-01 4.19470766e-04 -6.44749087e+00
3.10789114e+00 1.16026147e+00 7.73529757e+01 2.69634896e-02 1.11320982e-01 1.28057276e+00 -9.02474237e-01 -5.34052587e-01 4.65587135e-02 4.22387032e-04 -6.44093650e+00
1.95157760e+00 9.78010767e-01 7.33937847e+01 1.97895156e-02 1.32510607e-01 3.87405365e-01 -1.01223730e+00 1.17280027e-01 5.32464265e-01 4.23045796e-04 -6.44036739e+00
1.82091326e+00 1.11371322e+00 5.58083319e+01 7.40261099e-03 4.89369604e-02 5.30468403e-01 -9.90909984e-01 8.58056737e-01 1.04077275e-01 4.22937034e-04 -6.43745679e+00
3.81752085e+00 1.18400575e+00 6.40078720e+01 9.64959691e-03 8.93873047e-02 3.06917581e-01 -1.13179887e+00 5.90264529e-01 1.53685414e-01 4.23181780e-04 -6.43521350e+00
3.30499420e+00 1.00560048e+00 8.27278471e+01 3.24048377e-02 1.92978785e-01 2.84295062e-01 -7.13371086e-01 -7.53491550e-01 4.99736773e-01 4.23410142e-04 -6.43238256e+00
