weight logl logA n_s H0 omega_b omega_cdm m_ncdm w0_fld Omega_EDE tau_reio
0.000000000000000000e+00 -4.375652618125622212e+03 5.748415382929328299e-02 8.544076904965240971e-01 4.997811592437939598e-02 5.250003138695479299e-01 4.879923005241778577e-01 3.810495963319672219e-01 1.172830815112563263e-01 1.921128047497573377e-01 4.768261838640349692e-01
0.000000000000000000e+00 -4.352568545489517419e+03 6.133503766261189094e-01 1.194591088954630731e-01 1.208048833429743452e-01 4.592332013107502942e-02 4.102415360042238612e-01 9.906197631513974367e-01 4.394655677026526597e-02 5.173775161628100250e-01 7.044970138288411121e-01
0.000000000000000000e+00 -4.243357884136859866e+03 7.894824220210089338e-01 9.923754366501996715e-01 3.827047231965763352e-02 3.945190494270591763e-01 9.341542486717600013e-01 7.610583486733958347e-01 8.420893887222058449e-02 2.540325832915385496e-01 3.878125994469036053e-01
0.000000000000000000e+00 -4.241409332352442107e+03 1.209185581660540132e-01 2.731686470081436946e-01 1.060057700526051416e-01 9.444047837786071486e-01 7.996746207588357747e-01 4.585815681176119707e-01 1.464559481668152863e-01 8.447486933390545571e-01 6.582045661481620291e-01
0.000000000000000000e+00 -4.216887075573643415e+03 9.089346515370522184e-01 8.219093401197165027e-01 1.578952406908737949e-01 5.893361900675867515e-01 9.528239511860504551e-01 6.085717008552559149e-01 6.660815260976815644e-02 9.304518851485343856e-01 2.968181825774264260e-01
0.000000000000000000e+00 -4.135854174187214085e+03 2.825767709990468779e-01 5.240838630800063180e-01 4.319099154022565390e-02 8.051364090270267670e-01 3.093292028515074454e-01 4.192349748957564515e-01 3.064683444163981418e-01 9.592868373279959116e-01 2.897846027204515895e-01
0.000000000000000000e+00 -4.135251487072501732e+03 5.725220978106747571e-01 9.062220608738589256e-01 3.640423525506220059e-02 5.246095461471673715e-01 5.044844630765296101e-01 4.998621314113668168e-01 2.408165627559416544e-01 6.472624947896812309e-01 2.231356454201047779e-01
0.000000000000000000e+00 -4.134288012753154362e+03 2.805295820865461032e-02 4.635035473107113058e-01 1.948186793181942988e-01 4.949579093674353336e-01 8.055107905363436682e-01 3.620744273617194642e-01 2.725323847611305084e-02 5.002179827593533634e-01 6.581859193254848694e-01
0.000000000000000000e+00 -4.064283454339039054e+03 9.225832571123820935e-01 2.654591962004878569e-01 3.832562257997251809e-02 8.775369535224207818e-01 9.467314149909890064e-01 3.065653071119105455e-01 2.322420671579723539e-01 6.178119955758977211e-01 6.561837016331323325e-01
0.000000000000000000e+00 -4.045726941003264528e+03 6.854148579956504950e-01 5.586882268241759597e-01 3.707295166965562938e-02 9.176588923373407702e-01 2.864812812042784040e-01 2.506108988754427447e-01 3.450920423649460611e-01 9.549276443662803038e-01 6.869120081080668516e-01
0.000000000000000000e+00 -4.007807775352380759e+03 1.335150494061040360e-01 1.928244181480649466e-01 3.843878884237438287e-01 1.044467471241475875e-01 5.884613155578832799e-02 9.230149922339427881e-01 4.580824378627168514e-04 9.351038282798990187e-01 4.372953928946057278e-01
0.000000000000000000e+00 -3.990187943361900125e+03 7.374246209222357074e-01 8.813424572631156639e-02 2.067402833254627925e-02 7.607004563019588161e-01 1.292701919730577798e-01 4.276374284202131282e-01 3.163967351306262721e-01 5.154821625367992377e-01 9.057590637861996363e-01
0.000000000000000000e+00 -3.976592032117950112e+03 6.521955119186235716e-01 6.469983045186210591e-01 2.068653938252795754e-02 6.531208927127407637e-02 3.841278367660894144e-01 1.041549776129822025e-01 3.044759755030362891e-01 5.704534225242635648e-01 6.048149685478121373e-02
0.000000000000000000e+00 -3.949965495238221138e+03 9.362678166040957484e-01 5.575990547691367372e-02 6.203280478492778638e-02 5.404919797140687043e-01 5.243497720667946727e-01 9.185205614734165414e-01 1.809711167860883485e-01 2.193406550747790673e-01 9.285274546681443475e-02
0.000000000000000000e+00 -3.908520211378358908e+03 1.569806735731886782e-01 9.461654206949345891e-01 1.380712359602183081e-01 1.035792366320026359e-01 6.003263852543170298e-01 6.476978757671386644e-01 2.070123441084428251e-01 9.771106836854840383e-01 6.249013988682052823e-01
0.000000000000000000e+00 -3.822440899801043997e+03 8.510327126680420351e-01 7.280220644836243871e-02 7.966180499435193685e-02 5.383603885210527240e-01 4.902400657603710465e-01 6.645071287419321848e-01 3.143863154409257676e-01 9.887675495405715553e-01 4.475043038131198969e-01
0.000000000000000000e+00 -3.811313091265860749e+03 8.784447143435022420e-01 6.341537982414960917e-01 1.057587140155256122e-01 9.670591507537902309e-01 6.423811442134893523e-01 5.431292455644037842e-01 1.909948608636712342e-01 1.969977841072267921e-01 9.750765264001077792e-01
0.000000000000000000e+00 -3.792084454537602141e+03 7.307782164421591231e-01 7.447447623786130899e-01 2.021101683537396276e-01 7.703375239649163930e-01 1.082555768012475328e-01 7.588766043605588152e-01 2.141219166333143686e-01 8.346165535845586625e-01 8.482861538073240837e-01
0.000000000000000000e+00 -3.781172397009225278e+03 1.892778299716775248e-01 1.955513791699203807e-01 6.571676004647764024e-02 9.475141678375137433e-01 9.208658174899293503e-01 9.468802460290161038e-01 1.708415377450768213e-01 5.569901043013003594e-02 2.517850486917180275e-01
0.000000000000000000e+00 -3.761807305820746933e+03 1.027941709123174618e-01 7.452041460271769946e-01 5.804057884440649850e-02 5.395187938278140916e-01 4.322242376281285603e-01 8.415269778566963899e-01 2.804311011318716407e-01 5.040485409238554260e-01 4.412079610550533326e-01
0.000000000000000000e+00 -3.738840854274087178e+03 8.247592150183372661e-01 3.212190214648962261e-01 1.904153453300394538e-02 9.979088409025217432e-01 9.572539509602010499e-01 5.331961559747389057e-02 3.210432523882995604e-01 3.692284217052188566e-01 8.170891928810140037e-01
0.000000000000000000e+00 -3.688673225573460968e+03 3.564544034566988762e-01 3.543872415708805290e-01 6.612197093073768350e-02 6.893309975585784066e-01 9.373541861028653610e-01 7.447728091383710725e-01 3.005815063587102820e-01 7.738228283672389241e-01 9.671049597431191636e-02
0.000000000000000000e+00 -3.680047667401277977e+03 9.689608125370287040e-01 5.663409206856780953e-01 2.373756225432034350e-01 2.638697481969025649e-01 6.423529725118320988e-01 7.611416991601896997e-01 1.533374675092680217e-01 9.153299808448585040e-01 9.089051735989885916e-01
0.000000000000000000e+00 -3.671794351357228152e+03 2.723438087873111257e-01 5.685621889856148359e-01 1.758310670455461855e-01 8.936338415915453526e-01 6.776541525201592586e-01 4.124364416628234498e-01 2.369260342948983356e-01 8.368487338925354457e-01 9.848683138192425579e-01
