weight logl logA n_s H0 omega_b omega_cdm m_ncdm w0_fld Omega_EDE tau_reio
0.000000000000000000e+00 -2.145287130190427433e+03 6.194138355747391689e-02 7.931970413642503992e-01 3.840176916462333390e-01 4.085443212224656451e-01 7.691973109273230191e-01 5.006429970989246803e-01 2.209989512045972271e-01 7.524033341544430487e-01 4.173591580029791803e-01
0.000000000000000000e+00 -2.116477068239292748e+03 4.484781450166472894e-01 9.270818172222105025e-01 1.305125264443451893e-01 5.438148393757912258e-01 4.084540432710727087e-01 3.565268435441327766e-01 4.365040560132340541e-01 3.812446261555879623e-01 1.420897173533649527e-01
0.000000000000000000e+00 -2.108233114481822213e+03 4.505233799899921454e-01 6.962251942315678122e-02 3.179745816238183087e-01 6.075120166514093034e-01 7.334730864127396721e-01 6.547490034371077350e-01 3.165200685471855069e-01 9.607651307587944389e-01 8.381978105183189864e-01
0.000000000000000000e+00 -2.096280673931373258e+03 6.483005498642168130e-01 6.818545856624681489e-01 6.950365577695802877e-01 3.762836846078718711e-01 1.343924648445045111e-01 6.008814741438995854e-01 4.717056317281587141e-03 2.787992838291371012e-01 5.754154026434643576e-03
0.000000000000000000e+00 -2.091182332256460995e+03 6.284646164526731527e-01 1.998822820896537511e-01 4.730649782439008133e-01 9.016220730394195471e-01 3.634667991666540310e-01 1.203511127515821677e-03 1.835523193157588828e-01 2.856062589814811759e-01 2.415781208877365582e-02
0.000000000000000000e+00 -2.090663174060157417e+03 9.002235522666335310e-02 1.605879460134951309e-02 3.317432282540527799e-01 8.971616797582948610e-01 4.793891790408367770e-01 2.683115731209206878e-01 2.580222376378946691e-01 1.351541247709147076e-01 3.260979518994282511e-01
0.000000000000000000e+00 -2.087615277455022806e+03 8.971837620908236222e-01 2.309988908142541764e-01 6.112440867161339497e-03 8.458994141803721778e-01 5.532910529077383899e-02 9.303103584450189700e-02 6.197384865537155507e-01 7.785032956849540220e-01 2.804835398712479666e-01
0.000000000000000000e+00 -2.067374131801769181e+03 6.179281587690121924e-02 6.565810066824020463e-01 4.156214978558793183e-01 4.666951101693808113e-01 1.777836601941973349e-03 8.714546473025088780e-01 2.675386428712334119e-01 8.834464749375600112e-01 9.790064644407320271e-01
0.000000000000000000e+00 -2.060671989471642064e+03 5.698129952639486850e-01 2.944894253402532414e-01 5.975215675524145897e-01 2.828980729966276142e-01 6.763283712412195836e-01 4.911579349388328630e-01 5.068946101799198800e-02 5.226442254621352923e-01 7.560728877282664184e-01
0.000000000000000000e+00 -2.054462964438444942e+03 2.081826134796672667e-01 1.182151310954169254e-01 4.818534169843853299e-01 3.951338648026397893e-01 9.318917130993852327e-01 4.571461388253716951e-02 1.164091928187661606e-01 1.911624597663942327e-01 9.434629914852408206e-01
