weight logl logA n_s H0 omega_b omega_cdm m_ncdm tau_reio
1.494198134250332048e-53 -1.238651774589018260e+02 7.545267051050819074e-01 9.665800582362815696e-02 8.987910470062216994e-01 3.474557629712284879e-01 4.615183231704569344e-01 5.389277952164368557e-01 4.827764394274842719e-01
7.334109930440006912e-53 -1.222717310981106493e+02 7.583468457588594669e-01 9.613663139308181727e-01 9.243196205005822508e-01 5.462586592518703377e-01 6.754303851502924116e-01 6.652314114954301916e-01 4.922083487834608695e-01
7.618707576895054451e-53 -1.222311604108174379e+02 7.469879387880986599e-01 9.650784906109873829e-01 9.580145842180540772e-01 5.078342484029619852e-01 9.117256060055568545e-01 2.196529283934148813e-01 2.118460742355414705e-01
9.045330149621253081e-53 -1.220570185378309134e+02 7.439780715678884215e-01 7.590148572011115036e-01 8.911942844441492761e-01 7.182477693874452784e-01 2.825032664707886054e-01 6.928174565136948626e-01 3.280463475502420900e-01
1.932748557342079372e-52 -1.212952389510147242e+02 7.942948990107050466e-01 5.083561321676026701e-01 9.207759090786570289e-01 3.308647400237476610e-01 7.816598690724727572e-01 3.577584589061333364e-01 7.587901185562956341e-01
1.067623042082147361e-51 -1.195836622494291106e+02 7.876746347755255728e-01 6.070606927078370241e-01 9.422061280277046480e-01 8.341650701290498349e-01 8.243536164975190372e-01 9.148825570402219221e-01 4.715579884569369717e-01
1.949263229543534148e-51 -1.189791455006350276e+02 8.742069365632776368e-02 5.518829762995173249e-01 9.079491555612199116e-01 8.302450242271391945e-01 4.767501030990681787e-01 9.109660722549912659e-01 3.091267236336336932e-01
4.992589165216358823e-51 -1.180361423248298820e+02 3.717173027318321221e-02 2.466331181040789522e-01 8.496753140977644225e-01 3.029233450859005750e-01 1.426252117758896043e-01 6.019449722155989502e-01 2.012794892757933107e-01
5.239879416793702726e-51 -1.179852984848053552e+02 6.216573950890821321e-01 5.504703478505261760e-01 8.907619405817488456e-01 7.599652663695272148e-01 3.978035068920858786e-01 5.158121187670777763e-01 7.273690635616437694e-01
6.382488081700203436e-51 -1.177855389680198499e+02 1.806618397189726499e-01 5.436673184214489973e-01 9.510576726966748495e-01 6.822164039274976055e-01 9.767395503646192356e-01 2.391938932952086816e-02 8.126552603304408873e-01
1.120157694145410324e-50 -1.172205424040772499e+02 5.324143428359244812e-01 4.179677685919672703e-01 8.885509873445627260e-01 4.714719695047262515e-01 4.513528321713003999e-01 3.449633341420321742e-02 7.693133025840248607e-01
8.607767498175896465e-50 -1.151788468847328346e+02 2.192813685575101257e-01 4.772360977436218565e-01 8.608620528526700344e-01 1.306162380917188504e-01 3.423922788708614329e-01 3.638159534569553877e-01 3.148399636503412813e-01
2.071707369112556764e-49 -1.142980537015232727e+02 9.727850951775262045e-01 9.929287229284744498e-02 8.459767341919461892e-01 7.598456994421582955e-01 1.676851171317383926e-02 4.721524098183386142e-01 2.318692966175256442e-01
6.476257309274360321e-49 -1.131557840170493563e+02 7.583621775642372942e-01 1.207735101290519086e-01 8.915347085324770715e-01 7.236929151954955008e-01 5.386397584982834941e-01 3.684273351967233268e-01 8.477653673601751594e-01
2.128378166312698077e-48 -1.119634814264048117e+02 4.837254524986951409e-01 2.382932841971728832e-01 9.130280538376449595e-01 6.062464754184918592e-01 8.182516089411342453e-01 4.110444827647801169e-01 7.576409479500751942e-01
3.698304809511524889e-48 -1.114084671367575936e+02 5.655528472512818539e-01 8.665541985597292607e-01 8.821556975498104913e-01 3.392813575450593921e-01 5.441673834879813265e-01 2.002175944681838793e-02 6.333174005373103377e-01
5.852324185481928210e-48 -1.109470028128232002e+02 8.134618157115189874e-01 9.195822850572634710e-01 8.772704391781978028e-01 4.717507131140019627e-02 6.547211914265371746e-01 8.946823871758924351e-02 6.567912631851330341e-01
7.434243251756881126e-48 -1.107052448989724667e+02 6.873124311649565499e-01 2.566716123928619586e-01 8.613357636004843609e-01 8.822178048602935529e-02 6.499585794039097753e-01 8.510982439206853378e-01 7.988917171209631851e-01
7.420648598937580477e-47 -1.084019901332202807e+02 5.725102833594650775e-01 4.632294826643172936e-01 8.565366167231386330e-01 6.388111094353062791e-01 2.329672201221593131e-01 3.567634518094260354e-01 6.289043077891853795e-02
1.005672537271586094e-46 -1.080955149968236384e+02 4.126291543083252522e-01 3.175564499787447703e-01 8.604459150281373869e-01 1.872419684883470659e-01 6.026697052408320765e-01 3.550567869516467745e-01 8.708253840079576147e-01
2.438647705506847832e-46 -1.072072278392266327e+02 3.856408243510992540e-01 8.731018583953699119e-01 9.066823767900339393e-01 5.950280901896035646e-01 8.284588939402746099e-01 6.959597708056570742e-01 3.223380837232713292e-01
2.670310683942356772e-46 -1.071139766791711878e+02 6.584800421561765038e-02 3.221063747185283210e-01 8.714746821840735347e-01 4.037363747151011539e-01 6.500692651094954755e-01 9.605741694422601507e-01 5.627557602677090154e-01
4.986687169078281848e-46 -1.064868997105250799e+02 9.516084958336402666e-01 8.568099415080354664e-02 9.173612716984282933e-01 8.997426293903399985e-01 6.871325736115128091e-01 2.653878742592685747e-02 2.386678665891142082e-01
1.013585710484336294e-45 -1.057750921607073451e+02 8.787195989921308126e-01 3.962216139567154016e-01 7.917583018696614516e-01 1.733564690309563616e-02 3.505390512771699996e-02 7.209209380357588515e-01 2.459882111706797048e-01
1.181188173179931572e-45 -1.056195655545561038e+02 6.493959354506109172e-01 2.699059048819829609e-01 9.107864617164036503e-01 9.458003381105751783e-01 7.727330252871995597e-01 9.013162006549685357e-01 2.757774381476225667e-01
1.840754733732207241e-45 -1.051734107439512655e+02 4.104896055456503934e-01 1.947418487054487501e-01 8.832104230323544192e-01 5.912308361340199436e-01 7.622381534274286219e-01 7.539514655121319908e-01 7.818058927868065666e-01
