weight logl logA n_s H0 omega_b omega_cdm m_ncdm tau_reio
9.704230707587482347e-149 -1.046508261375533039e+03 3.148540397828183846e+00 9.293299432844247532e-01 7.822321855613493824e+01 2.215132658959512862e-02 1.266055227728847266e-01 7.836036105600148460e-02 4.540657797899168291e-02
3.260474631197406308e-146 -1.040688695265220531e+03 3.059366716660364194e+00 9.245795159452425693e-01 6.078839847918153794e+01 2.211020374468928781e-02 1.252157154747068346e-01 7.155416895878999317e-02 2.260520677790651620e-02
3.909239981523382571e-146 -1.040504725065417006e+03 2.984793442544488418e+00 9.699164713806579519e-01 6.101990340320359252e+01 2.216078091710730821e-02 1.285361396732524752e-01 2.323146403282265807e-02 7.366325483270520780e-02
2.276331803537327703e-145 -1.038740417660132834e+03 3.180974115072766839e+00 9.590520973670607630e-01 7.762957466313326904e+01 2.234067758923282548e-02 1.173209615716298143e-01 7.151649446654632925e-02 4.353787129444432885e-02
9.525028274856180428e-145 -1.037306560059902267e+03 3.129646747693965114e+00 9.199220495342504966e-01 6.082742543613240116e+01 2.234098920022762128e-02 1.191012159303532908e-01 1.178769133461242749e-02 3.812021925461703264e-02
1.865060434056844390e-143 -1.034329519306520524e+03 2.863430547609777665e+00 9.372476093807888819e-01 7.762885121329502169e+01 2.229295006352076738e-02 1.180410912486885011e-01 3.489559519489011941e-02 5.580073178859711741e-02
3.581028064065294562e-143 -1.033674662835490381e+03 3.101463443634086214e+00 9.452756190193712937e-01 6.090599800840959688e+01 2.238638189796201064e-02 1.196579972557008098e-01 1.719187686404438642e-02 7.171878816065424544e-02
7.496322687253704857e-143 -1.032933400171475796e+03 2.977744108191721306e+00 9.016449987186582193e-01 7.729470875815582076e+01 2.248893038286857785e-02 1.114961011953378850e-01 1.764203512721480502e-02 4.009884876847873841e-02
6.555347279188479091e-142 -1.030762446575323793e+03 2.897883089243776134e+00 9.227302949216816819e-01 7.736264817919136760e+01 2.256612230451770021e-02 1.119613437675335277e-01 1.177243041403600726e-02 4.232687482057399114e-02
9.791202524365748870e-141 -1.028056158296517424e+03 2.913695266181949517e+00 9.919634186778191198e-01 7.785516046637590648e+01 2.256448233350455412e-02 1.202573976417807972e-01 6.412850538640739451e-02 2.933020710116475416e-02
2.082848736944535044e-140 -1.027298820942672592e+03 2.961992393000576040e+00 9.363595622286587927e-01 7.767918939000027478e+01 2.244250499970337764e-02 1.198046331715827001e-01 9.580210442180657482e-02 3.563461794395589299e-02
2.460224684306435152e-140 -1.027129804803571915e+03 2.808960559190635475e+00 9.688489457153537376e-01 6.104866203737547181e+01 2.247796190880534811e-02 1.229443281450186415e-01 9.720363152530114847e-02 4.449583600266296401e-02
