logA n_s H0 omega_b omega_cdm m_ncdm tau_reio
3.131320086781050449e+00 9.615178412031590849e-01 6.858241625801315422e+01 2.234449543580153963e-02 1.219199656995680059e-01 2.978099213927690864e-02 4.677786641370296206e-02
3.046574919143623994e+00 9.118826732057598861e-01 6.833271104437866938e+01 2.227658144361828463e-02 1.258322803967841519e-01 5.780078099305509254e-02 7.603135403475318188e-02
2.947673590231382867e+00 9.668574944090574386e-01 6.825038561823122052e+01 2.257090246852747062e-02 1.158575376210006641e-01 6.551366478665164583e-02 2.161566983908282807e-02
3.064202914907284026e+00 9.668048731562334241e-01 6.886547215270773847e+01 2.217406749941192023e-02 1.238308132191725114e-01 7.697159588436514044e-02 2.909065767115554674e-02
2.938048866884370280e+00 9.472165465144670726e-01 6.949225996319366061e+01 2.232748586531041468e-02 1.292068789527435480e-01 4.182713963672023832e-02 7.557145920527276461e-02
2.887773733516489916e+00 9.921549836835226177e-01 6.885302256045993374e+01 2.239441318719764470e-02 1.235353795939188593e-01 4.992749291592995381e-02 6.883040689386814293e-02
2.996460891811759453e+00 9.581659180001327325e-01 6.885165169995855194e+01 2.238619026607525583e-02 1.202458930433671636e-01 4.913880199063773435e-02 6.913229365266329585e-02
2.950690654127456458e+00 9.018534901353113531e-01 6.836873569426560948e+01 2.251695048798393883e-02 1.230360388070556588e-01 2.671171450157212857e-02 2.289122119148775253e-02
3.160319270680789661e+00 9.271155723256181425e-01 6.875405228396813584e+01 2.228084593489587650e-02 1.168723750069585177e-01 9.860185200577366305e-02 6.563969839260186401e-02
2.958613904944064732e+00 9.807920940864777171e-01 6.837487231945375754e+01 2.219321848316007859e-02 1.196443869620045786e-01 2.371514741185375141e-02 7.367866915354658042e-02
3.170394802905875054e+00 9.096122281353669070e-01 6.871977050993967850e+01 2.219377189924458260e-02 1.201815874810222978e-01 4.048453059878981582e-03 1.497844289536272300e-02
3.126001753080669854e+00 9.750833841536231672e-01 6.893721706955406603e+01 2.232675676249009505e-02 1.250714190194105180e-01 1.368954646044642787e-02 5.544401406917236902e-02
3.186476029986259118e+00 9.220070571502313461e-01 6.928998559418380410e+01 2.246211419727836209e-02 1.221819802704736391e-01 8.622470638998480652e-02 2.470042062717056966e-02
3.032723609850642266e+00 9.957532307967337237e-01 6.824710894935707017e+01 2.251815267991361807e-02 1.217323371228882928e-01 7.713440033258103790e-02 4.578946073034341480e-02
2.897679926067471712e+00 9.758939546212757055e-01 6.873396250749799208e+01 2.250298593304240688e-02 1.223710016946968349e-01 7.411829612561175729e-02 2.096993296337705884e-02
2.930063496784640176e+00 9.875279742740218358e-01 6.888518717530716629e+01 2.202647069907105043e-02 1.228143001229933945e-01 8.303830001507327141e-02 5.253192675822213054e-02
3.142646563413041605e+00 9.080374682847152101e-01 6.883463195638898924e+01 2.233629871527681096e-02 1.137604813646399954e-01 7.066470650540224163e-03 4.045940695688048788e-02
2.835353782571876646e+00 9.861243022544573522e-01 6.877392834178641579e+01 2.223343326263175004e-02 1.228073180115712149e-01 3.515925897271598294e-02 2.669305232378481330e-02
2.911375542910782599e+00 9.172001670394754891e-01 6.945323435712938931e+01 2.252498376328214771e-02 1.232138828290038346e-01 1.243520357689974036e-02 6.179469614197106303e-02
2.920191528900418554e+00 9.503958811287330777e-01 6.874727050355741653e+01 2.252204736613913974e-02 1.255039683309555620e-01 8.618081309776548515e-02 2.636462102002626318e-02
3.106794591797826133e+00 9.883707317690180183e-01 6.869495831354041115e+01 2.238551069683949665e-02 1.191796036866259456e-01 5.215330615603352982e-02 7.754944797016884162e-02
3.045442575802688623e+00 9.581550809597918494e-01 6.884612564520196543e+01 2.237556543304233814e-02 1.196687504310483680e-01 2.488153720995232160e-02 1.280927574887889657e-02
2.843639962479334926e+00 9.318946164119732423e-01 6.946584463521796238e+01 2.256944064372883030e-02 1.252051565737278827e-01 3.166351277197336500e-02 1.028581329521204013e-02
3.002477580217624009e+00 9.133452708993126112e-01 6.892536505372365241e+01 2.250540873446575663e-02 1.158924414756239141e-01 1.183440841668048117e-02 4.063728723556203626e-02
3.116315080946338689e+00 9.444094410521036709e-01 6.897602793683114442e+01 2.232700474675504074e-02 1.211902343123068548e-01 5.026699515002152480e-02 5.744710789452552036e-02
3.019213644461792967e+00 9.029118511637516109e-01 6.877543952748365541e+01 2.230069328426433767e-02 1.249325239574753388e-01 5.045429985350207563e-02 1.320924719639069052e-02
2.932462407187138353e+00 9.225217543112725904e-01 6.895921489385423797e+01 2.202693326515708927e-02 1.266411030895280565e-01 5.813787686010300076e-02 1.469494724570949776e-02
3.107020695942934285e+00 9.481258268238191844e-01 6.858180454733313525e+01 2.257434038724475192e-02 1.208092436348342513e-01 8.331617496955893987e-02 2.621157816516794109e-02
3.013732751198979543e+00 9.462086513153028511e-01 6.906958966252291532e+01 2.250471598130378281e-02 1.218172898002608390e-01 8.435745582190423697e-02 3.131423175984415080e-02
3.061139175874244334e+00 9.128400274384342872e-01 6.898646264384383642e+01 2.217037630593544570e-02 1.240191648924906798e-01 9.500886935575576786e-02 1.059258406851259701e-02
3.054254251744220827e+00 9.607349808428090610e-01 6.846354129172590319e+01 2.243469163840883587e-02 1.165010455351969260e-01 2.530082626917938907e-02 4.585687194896118785e-02
2.857833814649777704e+00 9.506979785950127049e-01 6.858719798210083241e+01 2.238649895526941339e-02 1.188432476862388981e-01 4.574834973907682123e-02 2.910299170168256094e-02
