weight logl logA n_s H0 omega_b omega_cdm m_ncdm tau_reio
6.001372459488595577e-125 -9.916317929032001075e+02 6.504985933667927211e-01 8.098125081490044064e-01 8.223032244533377000e-01 3.182881984441824352e-01 7.880853047445923742e-02 2.552565450931216784e-01 1.918852062342004672e-01
8.495450284332653425e-125 -9.912817503299921782e+02 9.727513264682280392e-01 1.650028801787114530e-01 8.603735079654440954e-01 9.186459216787290494e-02 6.790688259358699241e-01 8.083036929383469182e-02 2.413075395587769290e-01
2.538647163659779320e-122 -9.855793944841268512e+02 3.138746933803935324e-01 6.023586943302927654e-02 8.422377141094805619e-01 1.576944355530639497e-01 4.609421727027696036e-01 1.358536448865845792e-01 4.951878676218821607e-01
5.217999053646462611e-122 -9.848564118051851892e+02 1.713063794764392300e-01 3.264001341044658888e-01 7.240205117625087006e-02 9.666335651507942384e-01 2.257938725956279979e-01 7.975866642559992226e-02 6.642812830274734681e-01
1.444306182580807744e-121 -9.838358116617501992e+02 6.904294349417932075e-01 7.601848338810375250e-01 8.097133158018265942e-02 7.126277145452200035e-01 6.729289626554399995e-01 5.000530344069745725e-01 7.249038920091717131e-01
2.382110637634862887e-121 -9.833329538003181369e+02 2.373876864449467883e-01 8.783000501156339457e-01 8.566512807717022726e-01 9.319282097774566065e-01 4.856505965840296479e-01 5.041483015827922243e-01 9.878406942440991489e-01
5.420829142098075567e-121 -9.825081919355438913e+02 8.457356221011660402e-01 8.916367424764981564e-03 8.371024829507132115e-01 1.209191386207898455e-01 4.644318000204270547e-01 4.227621595439121638e-01 5.295071214529774029e-01
2.683067603206749794e-119 -9.786038097635564554e+02 4.667206020503019692e-01 7.889788626454252718e-01 8.271103195515048245e-01 3.089054507381848724e-01 3.337309947653409603e-01 7.045862755591515425e-01 9.516378375939843481e-01
4.750018932133159809e-119 -9.780301219278034068e+02 6.748251397883687774e-01 9.338449645165858293e-01 8.386881537436867706e-01 9.814195138195712653e-01 3.027836012694299361e-01 8.319376565514973176e-01 2.478972748405612325e-01
6.001007739365413285e-119 -9.777938431198683702e+02 2.967168328512792552e-02 2.430683493286374119e-01 5.264788361584959997e-02 1.169171599840342912e-01 1.322329440918683652e-01 6.563454872959126885e-01 5.756024316525556461e-01
3.162909697206241008e-118 -9.761291930443735509e+02 1.474428093517319294e-01 5.119723338327842876e-01 7.195112561620664593e-02 6.058988334644783702e-01 2.393145421514513149e-01 1.023611022206494248e-02 2.558928644533006169e-01
3.177851223582229503e-118 -9.761219801860215739e+02 3.324653932220600350e-01 2.819721027173817118e-01 8.533036423893468614e-01 1.748983677291949812e-01 8.337763681569868579e-01 9.830740734795281321e-01 4.224815785583914129e-01
3.660156183951467027e-118 -9.759781796188466387e+02 4.944690965459855869e-01 8.751762870351166290e-01 8.560693021091136945e-02 2.694988352162639433e-01 8.375684575878091787e-01 3.304295997078611213e-01 2.106289873048350358e-01
1.287158507004668755e-117 -9.747181632644699221e+02 4.298426998046920300e-01 8.050640219849249934e-01 8.783693602497655295e-01 8.817574038061021247e-01 9.723704908176012962e-01 7.546897540491560585e-01 8.661273141134824272e-01
