12:32:55 [ultranest] [DEBUG] ReactiveNestedSampler: dims=9+0, resume=False, log_dir=cpl_output/cpl_real_run/run1, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
12:32:56 [ultranest] [INFO] Sampling 400 live points from prior ...
12:33:09 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.0010, min_ess=400
12:33:09 [ultranest] [DEBUG] max_iters=-1, max_ncalls=1000000, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
12:33:09 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
12:35:07 [ultranest] [DEBUG] iteration=1448, ncalls=4014, regioncalls=145000, ndraw=40, logz=-24.33, remainder_fraction=99.9996%, Lmin=-18.17, Lmax=-5.19
12:35:07 [ultranest] [DEBUG] iteration=1450, ncalls=4017, regioncalls=145120, ndraw=40, logz=-24.26, remainder_fraction=99.9996%, Lmin=-18.11, Lmax=-5.19
12:35:08 [ultranest] [DEBUG] iteration=1451, ncalls=4022, regioncalls=145400, ndraw=40, logz=-24.23, remainder_fraction=99.9996%, Lmin=-18.08, Lmax=-5.19
12:35:08 [ultranest] [DEBUG] iteration=1454, ncalls=4026, regioncalls=145560, ndraw=40, logz=-24.14, remainder_fraction=99.9996%, Lmin=-18.07, Lmax=-5.19
12:35:08 [ultranest] [DEBUG] iteration=1455, ncalls=4031, regioncalls=145760, ndraw=40, logz=-24.12, remainder_fraction=99.9996%, Lmin=-18.06, Lmax=-5.19
12:35:08 [ultranest] [DEBUG] iteration=1457, ncalls=4036, regioncalls=145960, ndraw=40, logz=-24.06, remainder_fraction=99.9995%, Lmin=-17.83, Lmax=-5.19
12:35:08 [ultranest] [DEBUG] iteration=1458, ncalls=4040, regioncalls=146120, ndraw=40, logz=-24.03, remainder_fraction=99.9995%, Lmin=-17.82, Lmax=-5.19
12:35:08 [ultranest] [DEBUG] iteration=1460, ncalls=4045, regioncalls=146320, ndraw=40, logz=-23.96, remainder_fraction=99.9995%, Lmin=-17.76, Lmax=-5.19
12:35:09 [ultranest] [DEBUG] iteration=1461, ncalls=4048, regioncalls=146440, ndraw=40, logz=-23.93, remainder_fraction=99.9995%, Lmin=-17.73, Lmax=-5.19
12:35:09 [ultranest] [DEBUG] iteration=1462, ncalls=4060, regioncalls=146920, ndraw=40, logz=-23.90, remainder_fraction=99.9995%, Lmin=-17.71, Lmax=-5.19
12:35:09 [ultranest] [DEBUG] iteration=1464, ncalls=4066, regioncalls=147160, ndraw=40, logz=-23.84, remainder_fraction=99.9994%, Lmin=-17.67, Lmax=-5.19
12:35:09 [ultranest] [DEBUG] iteration=1465, ncalls=4074, regioncalls=147480, ndraw=40, logz=-23.81, remainder_fraction=99.9994%, Lmin=-17.63, Lmax=-5.19
12:35:10 [ultranest] [DEBUG] iteration=1466, ncalls=4081, regioncalls=147760, ndraw=40, logz=-23.78, remainder_fraction=99.9994%, Lmin=-17.61, Lmax=-5.19
12:35:10 [ultranest] [DEBUG] iteration=1468, ncalls=4090, regioncalls=148120, ndraw=40, logz=-23.72, remainder_fraction=99.9993%, Lmin=-17.54, Lmax=-5.19
12:35:10 [ultranest] [DEBUG] iteration=1470, ncalls=4095, regioncalls=148320, ndraw=40, logz=-23.66, remainder_fraction=99.9993%, Lmin=-17.50, Lmax=-5.19
12:35:10 [ultranest] [DEBUG] iteration=1471, ncalls=4098, regioncalls=148440, ndraw=40, logz=-23.63, remainder_fraction=99.9993%, Lmin=-17.28, Lmax=-5.19
12:35:10 [ultranest] [DEBUG] iteration=1472, ncalls=4101, regioncalls=148560, ndraw=40, logz=-23.59, remainder_fraction=99.9993%, Lmin=-17.24, Lmax=-5.19
12:35:10 [ultranest] [DEBUG] iteration=1473, ncalls=4105, regioncalls=148720, ndraw=40, logz=-23.56, remainder_fraction=99.9992%, Lmin=-17.24, Lmax=-5.19
12:35:11 [ultranest] [DEBUG] iteration=1474, ncalls=4108, regioncalls=148840, ndraw=40, logz=-23.52, remainder_fraction=99.9992%, Lmin=-17.20, Lmax=-5.19
12:35:11 [ultranest] [DEBUG] iteration=1477, ncalls=4112, regioncalls=149000, ndraw=40, logz=-23.42, remainder_fraction=99.9991%, Lmin=-17.13, Lmax=-5.19
12:35:11 [ultranest] [DEBUG] iteration=1479, ncalls=4117, regioncalls=149200, ndraw=40, logz=-23.35, remainder_fraction=99.9991%, Lmin=-17.02, Lmax=-5.19
12:35:11 [ultranest] [DEBUG] iteration=1480, ncalls=4126, regioncalls=149560, ndraw=40, logz=-23.32, remainder_fraction=99.9990%, Lmin=-17.01, Lmax=-5.19
12:35:11 [ultranest] [DEBUG] iteration=1481, ncalls=4131, regioncalls=149760, ndraw=40, logz=-23.28, remainder_fraction=99.9990%, Lmin=-17.01, Lmax=-5.19
12:35:11 [ultranest] [DEBUG] iteration=1482, ncalls=4134, regioncalls=149880, ndraw=40, logz=-23.25, remainder_fraction=99.9990%, Lmin=-16.97, Lmax=-5.19
12:35:12 [ultranest] [DEBUG] iteration=1484, ncalls=4139, regioncalls=150080, ndraw=40, logz=-23.19, remainder_fraction=99.9989%, Lmin=-16.78, Lmax=-5.19
12:35:12 [ultranest] [DEBUG] iteration=1485, ncalls=4145, regioncalls=150360, ndraw=40, logz=-23.15, remainder_fraction=99.9988%, Lmin=-16.76, Lmax=-5.19
12:35:12 [ultranest] [DEBUG] iteration=1488, ncalls=4149, regioncalls=150520, ndraw=40, logz=-23.04, remainder_fraction=99.9987%, Lmin=-16.72, Lmax=-5.19
12:35:12 [ultranest] [DEBUG] iteration=1490, ncalls=4152, regioncalls=150640, ndraw=40, logz=-22.98, remainder_fraction=99.9986%, Lmin=-16.72, Lmax=-5.19
12:35:12 [ultranest] [DEBUG] iteration=1491, ncalls=4160, regioncalls=151000, ndraw=40, logz=-22.95, remainder_fraction=99.9986%, Lmin=-16.71, Lmax=-5.19
12:35:13 [ultranest] [DEBUG] iteration=1493, ncalls=4166, regioncalls=151240, ndraw=40, logz=-22.89, remainder_fraction=99.9985%, Lmin=-16.70, Lmax=-5.19
12:35:13 [ultranest] [DEBUG] iteration=1496, ncalls=4174, regioncalls=151560, ndraw=40, logz=-22.80, remainder_fraction=99.9984%, Lmin=-16.64, Lmax=-5.19
12:35:13 [ultranest] [DEBUG] iteration=1498, ncalls=4177, regioncalls=151680, ndraw=40, logz=-22.75, remainder_fraction=99.9982%, Lmin=-16.56, Lmax=-5.19
12:35:13 [ultranest] [DEBUG] iteration=1499, ncalls=4183, regioncalls=151920, ndraw=40, logz=-22.72, remainder_fraction=99.9982%, Lmin=-16.54, Lmax=-5.19
12:35:13 [ultranest] [DEBUG] iteration=1501, ncalls=4187, regioncalls=152080, ndraw=40, logz=-22.66, remainder_fraction=99.9981%, Lmin=-16.41, Lmax=-5.19
12:35:14 [ultranest] [DEBUG] iteration=1504, ncalls=4200, regioncalls=152600, ndraw=40, logz=-22.57, remainder_fraction=99.9979%, Lmin=-16.27, Lmax=-5.19
12:35:14 [ultranest] [DEBUG] iteration=1505, ncalls=4203, regioncalls=152720, ndraw=40, logz=-22.54, remainder_fraction=99.9978%, Lmin=-16.21, Lmax=-5.19
12:35:14 [ultranest] [DEBUG] iteration=1506, ncalls=4208, regioncalls=152920, ndraw=40, logz=-22.51, remainder_fraction=99.9977%, Lmin=-16.21, Lmax=-5.19
12:35:14 [ultranest] [DEBUG] iteration=1507, ncalls=4213, regioncalls=153120, ndraw=40, logz=-22.48, remainder_fraction=99.9977%, Lmin=-16.19, Lmax=-5.19
12:35:14 [ultranest] [DEBUG] iteration=1510, ncalls=4216, regioncalls=153240, ndraw=40, logz=-22.39, remainder_fraction=99.9975%, Lmin=-16.14, Lmax=-5.19
12:35:14 [ultranest] [DEBUG] iteration=1511, ncalls=4221, regioncalls=153440, ndraw=40, logz=-22.36, remainder_fraction=99.9974%, Lmin=-16.12, Lmax=-5.19
12:35:15 [ultranest] [DEBUG] iteration=1512, ncalls=4225, regioncalls=153600, ndraw=40, logz=-22.33, remainder_fraction=99.9973%, Lmin=-16.10, Lmax=-5.19
12:35:15 [ultranest] [DEBUG] iteration=1514, ncalls=4232, regioncalls=153880, ndraw=40, logz=-22.27, remainder_fraction=99.9971%, Lmin=-16.04, Lmax=-5.19
12:35:15 [ultranest] [DEBUG] iteration=1515, ncalls=4236, regioncalls=154040, ndraw=40, logz=-22.24, remainder_fraction=99.9970%, Lmin=-16.03, Lmax=-5.19
12:35:15 [ultranest] [DEBUG] iteration=1516, ncalls=4243, regioncalls=154320, ndraw=40, logz=-22.21, remainder_fraction=99.9969%, Lmin=-16.02, Lmax=-5.19
12:35:16 [ultranest] [DEBUG] iteration=1518, ncalls=4250, regioncalls=154600, ndraw=40, logz=-22.15, remainder_fraction=99.9967%, Lmin=-15.82, Lmax=-5.19
12:35:16 [ultranest] [DEBUG] iteration=1520, ncalls=4256, regioncalls=154840, ndraw=40, logz=-22.09, remainder_fraction=99.9965%, Lmin=-15.79, Lmax=-5.19
12:35:16 [ultranest] [DEBUG] iteration=1522, ncalls=4260, regioncalls=155000, ndraw=40, logz=-22.03, remainder_fraction=99.9963%, Lmin=-15.74, Lmax=-5.19
12:35:16 [ultranest] [DEBUG] iteration=1524, ncalls=4274, regioncalls=155560, ndraw=40, logz=-21.97, remainder_fraction=99.9961%, Lmin=-15.64, Lmax=-5.19
12:35:17 [ultranest] [DEBUG] iteration=1526, ncalls=4281, regioncalls=155840, ndraw=40, logz=-21.91, remainder_fraction=99.9958%, Lmin=-15.63, Lmax=-5.19
12:35:17 [ultranest] [DEBUG] iteration=1528, ncalls=4284, regioncalls=155960, ndraw=40, logz=-21.85, remainder_fraction=99.9957%, Lmin=-15.61, Lmax=-5.19
12:35:17 [ultranest] [DEBUG] iteration=1529, ncalls=4289, regioncalls=156160, ndraw=40, logz=-21.83, remainder_fraction=99.9956%, Lmin=-15.58, Lmax=-5.19
12:35:17 [ultranest] [DEBUG] iteration=1530, ncalls=4291, regioncalls=156240, ndraw=40, logz=-21.80, remainder_fraction=99.9954%, Lmin=-15.56, Lmax=-5.19
12:35:17 [ultranest] [DEBUG] iteration=1532, ncalls=4295, regioncalls=156400, ndraw=40, logz=-21.74, remainder_fraction=99.9951%, Lmin=-15.53, Lmax=-5.19
12:35:17 [ultranest] [DEBUG] iteration=1535, ncalls=4299, regioncalls=156560, ndraw=40, logz=-21.66, remainder_fraction=99.9948%, Lmin=-15.32, Lmax=-5.19
12:35:17 [ultranest] [DEBUG] iteration=1536, ncalls=4303, regioncalls=156720, ndraw=40, logz=-21.63, remainder_fraction=99.9946%, Lmin=-15.26, Lmax=-5.19
12:35:17 [ultranest] [DEBUG] iteration=1537, ncalls=4306, regioncalls=156840, ndraw=40, logz=-21.60, remainder_fraction=99.9945%, Lmin=-15.25, Lmax=-5.13
12:35:18 [ultranest] [DEBUG] iteration=1538, ncalls=4309, regioncalls=156960, ndraw=40, logz=-21.57, remainder_fraction=99.9943%, Lmin=-15.25, Lmax=-5.13
12:35:18 [ultranest] [DEBUG] iteration=1539, ncalls=4315, regioncalls=157200, ndraw=40, logz=-21.54, remainder_fraction=99.9943%, Lmin=-15.19, Lmax=-5.13
12:35:18 [ultranest] [DEBUG] iteration=1541, ncalls=4318, regioncalls=157320, ndraw=40, logz=-21.48, remainder_fraction=99.9940%, Lmin=-15.13, Lmax=-5.13
12:35:18 [ultranest] [DEBUG] iteration=1542, ncalls=4327, regioncalls=157680, ndraw=40, logz=-21.45, remainder_fraction=99.9938%, Lmin=-15.12, Lmax=-5.13
12:35:18 [ultranest] [DEBUG] iteration=1543, ncalls=4330, regioncalls=157800, ndraw=40, logz=-21.42, remainder_fraction=99.9936%, Lmin=-15.12, Lmax=-5.13
12:35:18 [ultranest] [DEBUG] iteration=1545, ncalls=4334, regioncalls=158000, ndraw=40, logz=-21.36, remainder_fraction=99.9932%, Lmin=-15.00, Lmax=-5.13
12:35:19 [ultranest] [DEBUG] iteration=1547, ncalls=4338, regioncalls=158160, ndraw=40, logz=-21.30, remainder_fraction=99.9927%, Lmin=-14.86, Lmax=-5.13
12:35:19 [ultranest] [DEBUG] iteration=1548, ncalls=4341, regioncalls=158320, ndraw=40, logz=-21.27, remainder_fraction=99.9925%, Lmin=-14.82, Lmax=-5.13
12:35:19 [ultranest] [DEBUG] iteration=1549, ncalls=4352, regioncalls=158920, ndraw=40, logz=-21.24, remainder_fraction=99.9922%, Lmin=-14.77, Lmax=-5.13
12:35:19 [ultranest] [DEBUG] iteration=1550, ncalls=4356, regioncalls=159120, ndraw=40, logz=-21.20, remainder_fraction=99.9920%, Lmin=-14.72, Lmax=-5.13
12:35:19 [ultranest] [DEBUG] iteration=1552, ncalls=4361, regioncalls=159320, ndraw=40, logz=-21.14, remainder_fraction=99.9915%, Lmin=-14.68, Lmax=-5.13
12:35:19 [ultranest] [DEBUG] iteration=1553, ncalls=4365, regioncalls=159480, ndraw=40, logz=-21.11, remainder_fraction=99.9912%, Lmin=-14.58, Lmax=-5.13
12:35:20 [ultranest] [DEBUG] iteration=1555, ncalls=4371, regioncalls=159720, ndraw=40, logz=-21.04, remainder_fraction=99.9905%, Lmin=-14.54, Lmax=-5.13
12:35:20 [ultranest] [DEBUG] iteration=1557, ncalls=4376, regioncalls=160160, ndraw=40, logz=-20.97, remainder_fraction=99.9898%, Lmin=-14.53, Lmax=-5.13
12:35:20 [ultranest] [DEBUG] iteration=1559, ncalls=4379, regioncalls=160280, ndraw=40, logz=-20.91, remainder_fraction=99.9891%, Lmin=-14.49, Lmax=-5.13
12:35:20 [ultranest] [DEBUG] iteration=1560, ncalls=4380, regioncalls=160320, ndraw=40, logz=-20.88, remainder_fraction=99.9887%, Lmin=-14.48, Lmax=-5.13
12:35:20 [ultranest] [DEBUG] iteration=1562, ncalls=4383, regioncalls=160440, ndraw=40, logz=-20.82, remainder_fraction=99.9880%, Lmin=-14.42, Lmax=-5.13
12:35:20 [ultranest] [DEBUG] iteration=1563, ncalls=4386, regioncalls=160560, ndraw=40, logz=-20.79, remainder_fraction=99.9876%, Lmin=-14.41, Lmax=-5.13
12:35:20 [ultranest] [DEBUG] iteration=1565, ncalls=4393, regioncalls=160840, ndraw=40, logz=-20.73, remainder_fraction=99.9868%, Lmin=-14.40, Lmax=-5.13
12:35:21 [ultranest] [DEBUG] iteration=1567, ncalls=4413, regioncalls=161640, ndraw=40, logz=-20.68, remainder_fraction=99.9862%, Lmin=-14.30, Lmax=-5.13
12:35:21 [ultranest] [DEBUG] iteration=1570, ncalls=4419, regioncalls=161880, ndraw=40, logz=-20.59, remainder_fraction=99.9857%, Lmin=-14.27, Lmax=-5.13
12:35:21 [ultranest] [DEBUG] iteration=1572, ncalls=4422, regioncalls=162000, ndraw=40, logz=-20.54, remainder_fraction=99.9848%, Lmin=-14.26, Lmax=-5.13
12:35:22 [ultranest] [DEBUG] iteration=1574, ncalls=4427, regioncalls=162200, ndraw=40, logz=-20.49, remainder_fraction=99.9839%, Lmin=-14.24, Lmax=-5.13
12:35:22 [ultranest] [DEBUG] iteration=1575, ncalls=4430, regioncalls=162320, ndraw=40, logz=-20.46, remainder_fraction=99.9835%, Lmin=-14.23, Lmax=-5.13
12:35:22 [ultranest] [DEBUG] iteration=1576, ncalls=4436, regioncalls=162560, ndraw=40, logz=-20.44, remainder_fraction=99.9830%, Lmin=-14.21, Lmax=-5.13
12:35:22 [ultranest] [DEBUG] iteration=1577, ncalls=4443, regioncalls=162840, ndraw=40, logz=-20.41, remainder_fraction=99.9826%, Lmin=-14.19, Lmax=-5.13
12:35:22 [ultranest] [DEBUG] iteration=1578, ncalls=4451, regioncalls=163160, ndraw=40, logz=-20.39, remainder_fraction=99.9821%, Lmin=-14.17, Lmax=-5.13
12:35:23 [ultranest] [DEBUG] iteration=1579, ncalls=4454, regioncalls=163280, ndraw=40, logz=-20.37, remainder_fraction=99.9817%, Lmin=-14.16, Lmax=-5.13
12:35:23 [ultranest] [DEBUG] iteration=1580, ncalls=4460, regioncalls=163520, ndraw=40, logz=-20.34, remainder_fraction=99.9812%, Lmin=-14.16, Lmax=-5.13
12:35:23 [ultranest] [DEBUG] iteration=1581, ncalls=4465, regioncalls=163720, ndraw=40, logz=-20.32, remainder_fraction=99.9810%, Lmin=-14.15, Lmax=-5.13
12:35:23 [ultranest] [DEBUG] iteration=1584, ncalls=4469, regioncalls=163880, ndraw=40, logz=-20.25, remainder_fraction=99.9802%, Lmin=-14.10, Lmax=-5.13
12:35:23 [ultranest] [DEBUG] iteration=1586, ncalls=4476, regioncalls=164160, ndraw=40, logz=-20.21, remainder_fraction=99.9794%, Lmin=-14.07, Lmax=-5.13
12:35:23 [ultranest] [DEBUG] iteration=1587, ncalls=4481, regioncalls=164360, ndraw=40, logz=-20.19, remainder_fraction=99.9789%, Lmin=-14.03, Lmax=-5.13
12:35:24 [ultranest] [DEBUG] iteration=1588, ncalls=4485, regioncalls=164520, ndraw=40, logz=-20.16, remainder_fraction=99.9783%, Lmin=-14.02, Lmax=-5.13
12:35:24 [ultranest] [DEBUG] iteration=1589, ncalls=4488, regioncalls=164640, ndraw=40, logz=-20.14, remainder_fraction=99.9778%, Lmin=-13.94, Lmax=-5.13
12:35:24 [ultranest] [DEBUG] iteration=1592, ncalls=4491, regioncalls=164760, ndraw=40, logz=-20.07, remainder_fraction=99.9762%, Lmin=-13.89, Lmax=-5.13
12:35:24 [ultranest] [DEBUG] iteration=1594, ncalls=4494, regioncalls=164880, ndraw=40, logz=-20.03, remainder_fraction=99.9750%, Lmin=-13.85, Lmax=-5.13
12:35:24 [ultranest] [DEBUG] iteration=1595, ncalls=4499, regioncalls=165080, ndraw=40, logz=-20.01, remainder_fraction=99.9744%, Lmin=-13.84, Lmax=-5.13
12:35:24 [ultranest] [DEBUG] iteration=1597, ncalls=4504, regioncalls=165280, ndraw=40, logz=-19.96, remainder_fraction=99.9735%, Lmin=-13.78, Lmax=-5.13
12:35:24 [ultranest] [DEBUG] iteration=1598, ncalls=4507, regioncalls=165400, ndraw=40, logz=-19.94, remainder_fraction=99.9729%, Lmin=-13.76, Lmax=-5.13
12:35:24 [ultranest] [DEBUG] iteration=1600, ncalls=4509, regioncalls=165520, ndraw=40, logz=-19.90, remainder_fraction=99.9718%, Lmin=-13.75, Lmax=-5.13
12:35:25 [ultranest] [DEBUG] iteration=1601, ncalls=4512, regioncalls=165640, ndraw=40, logz=-19.88, remainder_fraction=99.9713%, Lmin=-13.73, Lmax=-5.13
12:35:25 [ultranest] [DEBUG] iteration=1604, ncalls=4517, regioncalls=165840, ndraw=40, logz=-19.82, remainder_fraction=99.9692%, Lmin=-13.68, Lmax=-5.13
12:35:25 [ultranest] [DEBUG] iteration=1606, ncalls=4520, regioncalls=165960, ndraw=40, logz=-19.77, remainder_fraction=99.9678%, Lmin=-13.64, Lmax=-5.13
12:35:25 [ultranest] [DEBUG] iteration=1608, ncalls=4523, regioncalls=166080, ndraw=40, logz=-19.73, remainder_fraction=99.9663%, Lmin=-13.63, Lmax=-5.13
12:35:25 [ultranest] [DEBUG] iteration=1610, ncalls=4529, regioncalls=166320, ndraw=40, logz=-19.69, remainder_fraction=99.9651%, Lmin=-13.56, Lmax=-5.13
12:35:25 [ultranest] [DEBUG] iteration=1612, ncalls=4533, regioncalls=166480, ndraw=40, logz=-19.65, remainder_fraction=99.9637%, Lmin=-13.54, Lmax=-5.13
12:35:25 [ultranest] [DEBUG] iteration=1613, ncalls=4536, regioncalls=166600, ndraw=40, logz=-19.63, remainder_fraction=99.9628%, Lmin=-13.53, Lmax=-5.13
12:35:26 [ultranest] [DEBUG] iteration=1615, ncalls=4547, regioncalls=167040, ndraw=40, logz=-19.59, remainder_fraction=99.9618%, Lmin=-13.46, Lmax=-5.13
12:35:26 [ultranest] [DEBUG] iteration=1616, ncalls=4556, regioncalls=167400, ndraw=40, logz=-19.57, remainder_fraction=99.9611%, Lmin=-13.45, Lmax=-5.13
12:35:26 [ultranest] [DEBUG] iteration=1617, ncalls=4559, regioncalls=167520, ndraw=40, logz=-19.55, remainder_fraction=99.9603%, Lmin=-13.38, Lmax=-5.13
12:35:26 [ultranest] [DEBUG] iteration=1618, ncalls=4563, regioncalls=167680, ndraw=40, logz=-19.53, remainder_fraction=99.9603%, Lmin=-13.38, Lmax=-5.13
12:35:26 [ultranest] [DEBUG] iteration=1619, ncalls=4566, regioncalls=167800, ndraw=40, logz=-19.51, remainder_fraction=99.9594%, Lmin=-13.36, Lmax=-5.13
12:35:26 [ultranest] [DEBUG] iteration=1620, ncalls=4567, regioncalls=167880, ndraw=40, logz=-19.49, remainder_fraction=99.9590%, Lmin=-13.35, Lmax=-5.13
12:35:27 [ultranest] [DEBUG] iteration=1621, ncalls=4573, regioncalls=168160, ndraw=40, logz=-19.47, remainder_fraction=99.9581%, Lmin=-13.30, Lmax=-5.13
12:35:27 [ultranest] [DEBUG] iteration=1622, ncalls=4585, regioncalls=168720, ndraw=40, logz=-19.45, remainder_fraction=99.9572%, Lmin=-13.30, Lmax=-5.13
12:35:27 [ultranest] [DEBUG] iteration=1624, ncalls=4592, regioncalls=169000, ndraw=40, logz=-19.41, remainder_fraction=99.9552%, Lmin=-13.25, Lmax=-5.13
12:35:28 [ultranest] [DEBUG] iteration=1625, ncalls=4607, regioncalls=169600, ndraw=40, logz=-19.39, remainder_fraction=99.9543%, Lmin=-13.22, Lmax=-5.13
12:35:28 [ultranest] [DEBUG] iteration=1628, ncalls=4613, regioncalls=169840, ndraw=40, logz=-19.33, remainder_fraction=99.9512%, Lmin=-13.18, Lmax=-5.13
12:35:28 [ultranest] [DEBUG] iteration=1630, ncalls=4617, regioncalls=170000, ndraw=40, logz=-19.29, remainder_fraction=99.9489%, Lmin=-13.08, Lmax=-5.13
12:35:28 [ultranest] [DEBUG] iteration=1632, ncalls=4625, regioncalls=170400, ndraw=40, logz=-19.25, remainder_fraction=99.9465%, Lmin=-13.07, Lmax=-5.13
12:35:29 [ultranest] [DEBUG] iteration=1634, ncalls=4630, regioncalls=170600, ndraw=40, logz=-19.21, remainder_fraction=99.9441%, Lmin=-13.00, Lmax=-5.13
12:35:29 [ultranest] [DEBUG] iteration=1636, ncalls=4636, regioncalls=170840, ndraw=40, logz=-19.17, remainder_fraction=99.9415%, Lmin=-12.95, Lmax=-5.13
12:35:29 [ultranest] [DEBUG] iteration=1638, ncalls=4640, regioncalls=171000, ndraw=40, logz=-19.13, remainder_fraction=99.9396%, Lmin=-12.93, Lmax=-5.13
12:35:29 [ultranest] [DEBUG] iteration=1639, ncalls=4643, regioncalls=171120, ndraw=40, logz=-19.11, remainder_fraction=99.9384%, Lmin=-12.89, Lmax=-5.13
12:35:29 [ultranest] [DEBUG] iteration=1640, ncalls=4644, regioncalls=171160, ndraw=40, logz=-19.09, remainder_fraction=99.9370%, Lmin=-12.87, Lmax=-5.13
12:35:29 [ultranest] [DEBUG] iteration=1641, ncalls=4647, regioncalls=171280, ndraw=40, logz=-19.06, remainder_fraction=99.9356%, Lmin=-12.87, Lmax=-5.13
12:35:29 [ultranest] [DEBUG] iteration=1643, ncalls=4650, regioncalls=171400, ndraw=40, logz=-19.02, remainder_fraction=99.9340%, Lmin=-12.82, Lmax=-5.13
12:35:29 [ultranest] [DEBUG] iteration=1645, ncalls=4654, regioncalls=171560, ndraw=40, logz=-18.99, remainder_fraction=99.9313%, Lmin=-12.76, Lmax=-5.13
12:35:30 [ultranest] [DEBUG] iteration=1647, ncalls=4660, regioncalls=171800, ndraw=40, logz=-18.94, remainder_fraction=99.9286%, Lmin=-12.73, Lmax=-5.13
12:35:30 [ultranest] [DEBUG] iteration=1648, ncalls=4667, regioncalls=172080, ndraw=40, logz=-18.92, remainder_fraction=99.9270%, Lmin=-12.72, Lmax=-5.13
12:35:30 [ultranest] [DEBUG] iteration=1650, ncalls=4672, regioncalls=172280, ndraw=40, logz=-18.88, remainder_fraction=99.9240%, Lmin=-12.71, Lmax=-5.13
12:35:31 [ultranest] [DEBUG] iteration=1651, ncalls=4688, regioncalls=173000, ndraw=40, logz=-18.87, remainder_fraction=99.9226%, Lmin=-12.70, Lmax=-5.13
12:35:31 [ultranest] [DEBUG] iteration=1652, ncalls=4692, regioncalls=173200, ndraw=40, logz=-18.85, remainder_fraction=99.9212%, Lmin=-12.69, Lmax=-5.13
12:35:31 [ultranest] [DEBUG] iteration=1653, ncalls=4698, regioncalls=173440, ndraw=40, logz=-18.83, remainder_fraction=99.9195%, Lmin=-12.67, Lmax=-5.13
12:35:31 [ultranest] [DEBUG] iteration=1654, ncalls=4702, regioncalls=173600, ndraw=40, logz=-18.81, remainder_fraction=99.9183%, Lmin=-12.67, Lmax=-5.13
12:35:31 [ultranest] [DEBUG] iteration=1655, ncalls=4709, regioncalls=173880, ndraw=40, logz=-18.79, remainder_fraction=99.9179%, Lmin=-12.65, Lmax=-5.13
12:35:31 [ultranest] [DEBUG] iteration=1657, ncalls=4713, regioncalls=174040, ndraw=40, logz=-18.75, remainder_fraction=99.9145%, Lmin=-12.64, Lmax=-5.13
12:35:32 [ultranest] [DEBUG] iteration=1659, ncalls=4721, regioncalls=174360, ndraw=40, logz=-18.72, remainder_fraction=99.9116%, Lmin=-12.62, Lmax=-5.13
12:35:32 [ultranest] [DEBUG] iteration=1662, ncalls=4725, regioncalls=174520, ndraw=40, logz=-18.67, remainder_fraction=99.9083%, Lmin=-12.59, Lmax=-5.13
12:35:32 [ultranest] [DEBUG] iteration=1664, ncalls=4728, regioncalls=174640, ndraw=40, logz=-18.63, remainder_fraction=99.9047%, Lmin=-12.58, Lmax=-5.13
12:35:32 [ultranest] [DEBUG] iteration=1666, ncalls=4736, regioncalls=174960, ndraw=40, logz=-18.60, remainder_fraction=99.9019%, Lmin=-12.53, Lmax=-5.13
12:35:32 [ultranest] [DEBUG] iteration=1667, ncalls=4739, regioncalls=175080, ndraw=40, logz=-18.58, remainder_fraction=99.9000%, Lmin=-12.51, Lmax=-5.13
12:35:33 [ultranest] [DEBUG] iteration=1668, ncalls=4744, regioncalls=175280, ndraw=40, logz=-18.57, remainder_fraction=99.8981%, Lmin=-12.51, Lmax=-5.13
12:35:33 [ultranest] [DEBUG] iteration=1670, ncalls=4753, regioncalls=175640, ndraw=40, logz=-18.53, remainder_fraction=99.8956%, Lmin=-12.48, Lmax=-5.13
12:35:33 [ultranest] [DEBUG] iteration=1671, ncalls=4757, regioncalls=175800, ndraw=40, logz=-18.52, remainder_fraction=99.8936%, Lmin=-12.47, Lmax=-5.13
12:35:33 [ultranest] [DEBUG] iteration=1672, ncalls=4761, regioncalls=175960, ndraw=40, logz=-18.50, remainder_fraction=99.8917%, Lmin=-12.46, Lmax=-5.13
12:35:34 [ultranest] [DEBUG] iteration=1674, ncalls=4771, regioncalls=176360, ndraw=40, logz=-18.47, remainder_fraction=99.8881%, Lmin=-12.44, Lmax=-5.13
12:35:34 [ultranest] [DEBUG] iteration=1676, ncalls=4783, regioncalls=176840, ndraw=40, logz=-18.44, remainder_fraction=99.8861%, Lmin=-12.38, Lmax=-5.13
12:35:34 [ultranest] [DEBUG] iteration=1678, ncalls=4788, regioncalls=177040, ndraw=40, logz=-18.41, remainder_fraction=99.8823%, Lmin=-12.27, Lmax=-5.13
12:35:34 [ultranest] [DEBUG] iteration=1679, ncalls=4792, regioncalls=177200, ndraw=40, logz=-18.39, remainder_fraction=99.8799%, Lmin=-12.24, Lmax=-5.13
12:35:34 [ultranest] [DEBUG] iteration=1680, ncalls=4795, regioncalls=177320, ndraw=40, logz=-18.37, remainder_fraction=99.8783%, Lmin=-12.22, Lmax=-5.13
