logA n_s H0 omega_b omega_cdm w0_fld wa_fld tau_reio
2.818275283692753597e+00 9.168494208901331044e-01 6.734885409859813876e+01 2.203520343395862918e-02 1.147513122992092488e-01 -8.369604182547518700e-01 -5.279942752809567708e-01 3.358239102381876950e-02
2.885382789023097416e+00 9.791190254171402430e-01 6.836101259321451096e+01 2.204344935904966815e-02 1.205268101155195087e-01 -9.551498940399236748e-01 -2.954712826444307883e-01 2.508593115093236958e-02
3.102842788677053321e+00 9.989566176483819504e-01 6.939254958156077180e+01 2.259622156125271758e-02 1.248006916709478026e-01 -9.584267832401756060e-01 -1.841521144848443647e-01 7.670208864676618388e-02
3.191523530711336321e+00 9.298701206445737499e-01 6.681732777115217914e+01 2.207226108991429056e-02 1.149400583485872540e-01 -8.879177035556695685e-01 -2.095867025407955886e-01 4.987470509550012698e-02
3.163805431718632821e+00 9.084937519659754823e-01 6.669437864574385344e+01 2.205068167922557415e-02 1.167694264531725645e-01 -9.177584757795742565e-01 -6.753336142060417657e-02 2.556285492888519389e-02
2.994980141945061902e+00 9.387346781101391091e-01 6.697678282447350284e+01 2.207391726436645427e-02 1.172361856456765189e-01 -8.133788752763086993e-01 -5.980091498447894782e-01 2.286920223431705354e-02
3.064225185824078324e+00 9.128445865791657843e-01 6.845408229868245087e+01 2.257157883993950523e-02 1.243528929742590411e-01 -8.775531837134926683e-01 -5.033711629158501566e-01 1.833456269243425446e-02
2.966999638620601676e+00 9.876276581028864410e-01 6.788544008447857436e+01 2.250552609464890122e-02 1.174443367209145467e-01 -8.920255331844295643e-01 -1.783829276320787471e-01 2.849757137665896028e-02
3.165842833888573349e+00 9.344438599368937171e-01 6.579441967866843299e+01 2.230944166439967347e-02 1.101267623286963232e-01 -8.672793540473584528e-01 -1.448473954240667716e-01 2.568704433651716051e-02
2.817531538948859549e+00 9.717690448977752693e-01 6.856562108220050789e+01 2.221013886557600056e-02 1.179044915434984964e-01 -8.986914591499493010e-01 -5.556226836746027686e-01 6.352369217745043595e-02
2.913388894852793953e+00 9.458795214106912042e-01 6.763623349287382780e+01 2.211964518850020878e-02 1.181804170372597190e-01 -9.895418845003836061e-01 7.183411301777642421e-02 1.286916209597918637e-02
2.811250741805777498e+00 9.384663450372620064e-01 6.661534205432342048e+01 2.237675615247836439e-02 1.160508449123839325e-01 -8.094652278634617559e-01 -5.106522354398863595e-01 2.826269153636294662e-02
2.867861771754151690e+00 9.302999843817391090e-01 6.685780555402664049e+01 2.243558250179368552e-02 1.125316522564171612e-01 -9.445125950845854046e-01 1.221061620216330468e-01 4.153829753872864683e-02
2.942869480650215586e+00 9.367667000552176715e-01 6.828735294222296659e+01 2.234097611647630627e-02 1.121442299383068192e-01 -9.555976629449609572e-01 -8.915822026476938333e-02 5.903508155005313118e-02
2.866939963246095679e+00 9.942335953013173855e-01 6.772862763349168347e+01 2.233375980277104225e-02 1.153433500935668876e-01 -8.219743946173174720e-01 -5.757631233718512043e-01 2.926773544332759991e-02
2.870714088011040666e+00 9.036877561980076745e-01 6.663649008213180025e+01 2.200581597092593489e-02 1.113324937238672346e-01 -8.261391309850909526e-01 -4.933571626645454344e-01 4.352781627719670005e-02
2.807350788633475869e+00 9.096193805810131039e-01 6.732532315427260983e+01 2.206347794649905422e-02 1.141242729705941178e-01 -9.980994249975609911e-01 2.408300974978931919e-01 4.800251651826302479e-02
2.945414698928205066e+00 9.121686171665381870e-01 6.714284103397909576e+01 2.215004727514913174e-02 1.223150099261786361e-01 -8.890594462221577121e-01 -1.791554370251282613e-01 5.233517657847485544e-02
3.023483986336439333e+00 9.770524848169208632e-01 6.852142250141379520e+01 2.227723492973057717e-02 1.296787541968328350e-01 -8.202839657264369144e-01 -7.421810085901754395e-01 3.531085451591680496e-02
2.919995488085342927e+00 9.793037208345362066e-01 6.811029703950202929e+01 2.208109465771936758e-02 1.260315904304113166e-01 -8.771676384201070320e-01 -5.170835479734539053e-01 7.448715047278878232e-02
2.872267415539307756e+00 9.783369529204724024e-01 6.755210999156679463e+01 2.226271321680831430e-02 1.163164086237832850e-01 -9.188133236806028670e-01 -1.324605247722678847e-01 7.342867187776132287e-02
2.882350553215895950e+00 9.310349817275405115e-01 6.703842001467558021e+01 2.241441197765237786e-02 1.110719732882890082e-01 -8.831667876988849031e-01 -2.913432372729076736e-01 2.814127944583574847e-02
3.142087806287577223e+00 9.017868438741362125e-01 6.770727167089125942e+01 2.250178157398317544e-02 1.160356738858976666e-01 -8.401421969835813908e-01 -6.015374097589092361e-01 6.140966772243972027e-02
3.051502790837711920e+00 9.424635692309770718e-01 6.848826429222083334e+01 2.250471083158881239e-02 1.160503748622446901e-01 -8.560400208663907495e-01 -7.478913406733793678e-01 6.344793361539308174e-02
3.009696448925609502e+00 9.217128266315540719e-01 6.706027903431710513e+01 2.232098483660364258e-02 1.181920090205561685e-01 -8.304767829646551025e-01 -4.475042307660084262e-01 6.654161167675119726e-02
2.873191960268409506e+00 9.852801736151083345e-01 6.690346934028862336e+01 2.256629060136391626e-02 1.119709312541413565e-01 -8.717415987259706789e-01 -2.861613894916470446e-01 2.445659580909290837e-02
2.936374900363505347e+00 9.915398496875466039e-01 6.830845665832774216e+01 2.247281192190798277e-02 1.234362677034576694e-01 -9.593619865927256463e-01 -1.178010028850167146e-01 4.124206850134607555e-02
2.831586953004966212e+00 9.349492325653196989e-01 6.648604236831454273e+01 2.217491342914252803e-02 1.146097413525172665e-01 -7.895343342355454208e-01 -6.201630640592690202e-01 6.989680469786500872e-02
2.801191997106442066e+00 9.905986199019232163e-01 6.788850311311023233e+01 2.207590080198117144e-02 1.228885546632524223e-01 -8.298822310671289948e-01 -5.809875658482717142e-01 7.507814269598993284e-02
3.197908904969949617e+00 9.175016902792183515e-01 6.557401190351477283e+01 2.233466365953541352e-02 1.121927394221563790e-01 -8.228999348264047775e-01 -3.148839687450200042e-01 5.270171869639386081e-02
3.101637509479427290e+00 9.678583176211587036e-01 6.652831231582648286e+01 2.206406916195821633e-02 1.104857459647481249e-01 -8.568231331934272887e-01 -2.425163120192284083e-01 6.745049223671856220e-02
2.913938084645212090e+00 9.985391920290491719e-01 6.855743527307338070e+01 2.241852735599611512e-02 1.240687655185953586e-01 -9.310193948931995145e-01 -1.100952586742334205e-01 5.857219507570270156e-02
3.119876481374131316e+00 9.618317138967935609e-01 6.729924350345133632e+01 2.247851030574285827e-02 1.132900468293028956e-01 -9.131471111064208834e-01 -1.280798672468204114e-01 2.030796607038828222e-02
2.971404476488524793e+00 9.658909186935176194e-01 6.752374721967441928e+01 2.234264680445731052e-02 1.142490827246510771e-01 -8.843142954143918821e-01 -2.333556856282241743e-01 1.949589239779146721e-02
2.859287372578332320e+00 9.216063026199035058e-01 6.720351784107906212e+01 2.259670402939331635e-02 1.117104361523217904e-01 -9.245735229073757111e-01 -2.745536126083436557e-02 5.216341776795566099e-02
2.942737173896028846e+00 9.776778899987230709e-01 6.851837395440490752e+01 2.236039633625963238e-02 1.257079278576345160e-01 -8.536551437713950641e-01 -8.234194688123124273e-01 5.545278545223474714e-02
2.870321124395219581e+00 9.904285487068563709e-01 6.714721354563839384e+01 2.249207757391489398e-02 1.152567369594649782e-01 -8.903060738896617643e-01 -3.063940092052119812e-01 2.057422913279018800e-02
3.121874833262349824e+00 9.535590554045645373e-01 6.754842736389943525e+01 2.200130024387371083e-02 1.203666034976249716e-01 -8.806903960495486849e-01 -3.253927125831179712e-01 6.595786501801621793e-02
3.006956060247921059e+00 9.056378014072865579e-01 6.762989917356476610e+01 2.201507325919649719e-02 1.207654272999564571e-01 -8.204747466357751318e-01 -6.508781945783725931e-01 5.863359287477088594e-02
2.949662055036633479e+00 9.334945961783344126e-01 6.545898166358830395e+01 2.203221935587707653e-02 1.136852344043727953e-01 -8.404361257233978755e-01 -2.420157984266553264e-01 7.206320200209430371e-02
3.014037386305425503e+00 9.627345890893187486e-01 6.754507579045156263e+01 2.225181047910109594e-02 1.144883101946639614e-01 -8.215914888711262076e-01 -5.863327729362213248e-01 1.463295410213931447e-02
2.880334663532639894e+00 9.218431191458470453e-01 6.660703293018582372e+01 2.220381346116217375e-02 1.122735711211939325e-01 -8.364702389582532316e-01 -4.026256666561349729e-01 3.617509122687038309e-02
3.113678529680449891e+00 9.683236933954030290e-01 6.505716702591118406e+01 2.239093099838223438e-02 1.111563073710193361e-01 -8.122008837157936867e-01 -3.901141150847169392e-01 4.565741282681695656e-02
2.895137031764108304e+00 9.604732274279491611e-01 6.741980369403229645e+01 2.200660686803002780e-02 1.144515122993230716e-01 -9.134459781383021948e-01 -1.303668124211254664e-01 5.011072297361112565e-02
3.172040265970072159e+00 9.480280812469357166e-01 6.714036295484459060e+01 2.234048136239545276e-02 1.190416418624837686e-01 -8.028998940738445445e-01 -6.027242887706651953e-01 7.096685047096552845e-02
3.092062358329476623e+00 9.535540836683285004e-01 6.844242095398070092e+01 2.233804498713902117e-02 1.246849990554771415e-01 -8.406406455545107903e-01 -7.245093915056948219e-01 6.525918920843752635e-02
2.861687941958484860e+00 9.700093112565069120e-01 6.767476404150137625e+01 2.234006900378756114e-02 1.154810980824000632e-01 -9.243227737647259357e-01 -1.433582833997859574e-01 3.066234224698025090e-02
2.957590695013069038e+00 9.280945037763290717e-01 6.792798671712172620e+01 2.249960498840557904e-02 1.161534204875305648e-01 -9.103761372169554278e-01 -2.534897312911341682e-01 7.870756818091481644e-02
2.876826792831655322e+00 9.980998876348027293e-01 6.622895877189415614e+01 2.217079171568060031e-02 1.112674482628834977e-01 -7.844758073879241067e-01 -5.449082836368490668e-01 2.534254425507372066e-02
2.919171815937987358e+00 9.461143398310640773e-01 6.876386447241188193e+01 2.229823958703541428e-02 1.282966889329938964e-01 -8.564414116739493821e-01 -6.005608030688842636e-01 3.351110694161265474e-02
3.082170869078797892e+00 9.436610646846347317e-01 6.849978853849660254e+01 2.258444417201219828e-02 1.265934731124745971e-01 -8.152074550321006807e-01 -9.013484765022909961e-01 2.668642272436633905e-02
3.149191912687286710e+00 9.527487663671626583e-01 6.843839870185092877e+01 2.206705736058932679e-02 1.217522917750491762e-01 -8.138651380933878965e-01 -7.073588927538914106e-01 3.662713235782648347e-02
2.817004994986847422e+00 9.389613157744461924e-01 6.815352328590327602e+01 2.202571744623517402e-02 1.232607069968054969e-01 -8.007569495793771530e-01 -8.659725164187799251e-01 5.775503130651820499e-02
3.121224529789441871e+00 9.846989225248476973e-01 6.656161481745505171e+01 2.237552126677743933e-02 1.133580340277996618e-01 -9.607665581208717498e-01 1.877593786572009371e-01 7.108176914032443561e-02
2.883881641187335365e+00 9.797090615378601930e-01 6.702665966042029311e+01 2.242047366346846052e-02 1.164681729376555175e-01 -8.200333444378484771e-01 -4.165436674176208331e-01 1.430237493113224040e-02
3.000583268084693778e+00 9.455838007392980415e-01 6.816865420264628028e+01 2.221912327218287034e-02 1.244660931679530957e-01 -8.549399969281166189e-01 -5.896612646949819236e-01 6.893113307575815529e-02
2.802545878451040196e+00 9.516918177489009922e-01 6.827311782666136253e+01 2.246539451632250869e-02 1.220253957305647979e-01 -8.782874784821117498e-01 -5.544320395490605069e-01 2.887176449394333183e-02
2.997029051860715221e+00 9.502260427295297074e-01 6.777514043801738808e+01 2.226829467688468123e-02 1.213960771210931822e-01 -8.965679046597436752e-01 -4.498611007611283963e-01 2.491604648817583728e-02
2.986338577970506059e+00 9.164224974475323471e-01 6.856184236787348141e+01 2.250239728128853797e-02 1.254465183514334170e-01 -8.544951055616172297e-01 -6.769259475644520130e-01 1.622474404339526236e-02
2.985071558062472707e+00 9.031655353557485055e-01 6.786945983247166225e+01 2.248220711317469589e-02 1.132985101128825139e-01 -9.511270488458047900e-01 -1.277061699793691218e-02 4.228141624354746220e-02
3.143514448989699339e+00 9.081483819170478311e-01 6.669334006105449930e+01 2.217120285727978285e-02 1.151609618846312771e-01 -9.473654849628374564e-01 9.262398748556366357e-02 4.327602368197607657e-02
2.821283588888772176e+00 9.725347117523671647e-01 6.684400721666786183e+01 2.253133037758081603e-02 1.114876653929480210e-01 -9.532080707161130206e-01 9.515612134220052809e-02 2.519311598825152779e-02
3.104322389578191732e+00 9.107540717983781953e-01 6.797480169071923228e+01 2.209265838858438108e-02 1.238035920491538655e-01 -9.591240707746746530e-01 -7.723126285775783195e-02 1.367833738720999892e-02
2.942853012241195998e+00 9.972583159590051594e-01 6.707522839778656021e+01 2.236559794398439507e-02 1.122357469752224002e-01 -9.896354474136503931e-01 2.393097884792609875e-01 6.065255942318183158e-02
2.837227075160994705e+00 9.428142937502608234e-01 6.633865332028395301e+01 2.216661267642898447e-02 1.111850311313393597e-01 -8.477345091746526506e-01 -3.654481404515330656e-01 6.278501842814128431e-02
2.953541258528666447e+00 9.092950612191791349e-01 6.720832885089322417e+01 2.234966608129998131e-02 1.193192376061103510e-01 -8.369850208638562883e-01 -5.237509782534905955e-01 6.936080525411340847e-02
3.065581752579990216e+00 9.166225650299895111e-01 6.749326443764661576e+01 2.250820704514011616e-02 1.122325580811303347e-01 -9.278404799929000912e-01 -9.029511051103811248e-02 1.023721442479309796e-02
2.888831393063286956e+00 9.213136610731806897e-01 6.738204628333647861e+01 2.235362850614992791e-02 1.180022381149119642e-01 -9.443614719212458652e-01 -5.145504749097629116e-02 6.433966926921724783e-02
2.826603379360509649e+00 9.798803295353720744e-01 6.640517135389002590e+01 2.241102117693304085e-02 1.107490585031023489e-01 -8.484201180973185430e-01 -2.485251851624235009e-01 2.655604495147628058e-02
3.039802296344659371e+00 9.345332171741765892e-01 6.592810344901448616e+01 2.252778016464872593e-02 1.102833406078250755e-01 -8.845905935730966618e-01 3.080967232057751914e-03 7.632621769191721972e-02
3.070096529335622382e+00 9.865558742436714157e-01 6.925571248932367041e+01 2.233672860101671223e-02 1.297359890010182093e-01 -9.238366355606901781e-01 -5.244081990713123087e-01 2.885717991692170886e-02
2.830235274138694024e+00 9.484025996401590497e-01 6.712643822604360366e+01 2.231329906232800558e-02 1.165259967777832195e-01 -8.177806793251107820e-01 -6.869020164786006077e-01 1.563597423201808917e-02
2.813437971118581515e+00 9.244724982809888747e-01 6.872340686771742924e+01 2.251706600401875286e-02 1.296274266475318238e-01 -8.910561177347782191e-01 -4.649877865339966387e-01 4.820123432864010377e-02
3.167188736306884245e+00 9.489788549545413732e-01 6.805506261989138750e+01 2.220096015229551870e-02 1.189490001009279735e-01 -8.796660235438067410e-01 -4.706067973008782879e-01 6.045416248817717803e-02
3.028336052738831441e+00 9.734405036857055604e-01 6.824166065803075298e+01 2.224624481409017557e-02 1.272781747754632709e-01 -8.887767482763848648e-01 -4.064390443237777539e-01 1.868125649881824391e-02
3.191399738397186603e+00 9.070447748790854137e-01 6.705409775243018089e+01 2.245313542010048818e-02 1.132720941745104931e-01 -8.366978807032210419e-01 -4.445607864586751390e-01 7.050175512461138994e-02
3.097059382536383243e+00 9.026389930957224861e-01 6.621766239548870203e+01 2.201723423994803724e-02 1.102337460982759920e-01 -9.131299645601347326e-01 -7.367773162198232306e-02 3.515665222022238551e-02
3.069399236291814326e+00 9.803686247537334308e-01 6.802761910269963153e+01 2.240963558413228487e-02 1.263602849093922176e-01 -8.801264394354497700e-01 -4.694223180420651342e-01 4.450542919934945274e-02
2.863304122972778032e+00 9.576548206217909698e-01 6.733102005521594435e+01 2.210059630875127121e-02 1.130684098131532755e-01 -9.135025663032145804e-01 -2.342079496653963755e-01 1.618899733194002419e-02
3.163049375517756445e+00 9.041483381090916760e-01 6.946329251188910803e+01 2.223368050377557206e-02 1.225175194990150429e-01 -1.039961034837065368e+00 1.292472774380373224e-01 3.722704454086640108e-02
2.974467299786745400e+00 9.658305779601062957e-01 6.842005514701557445e+01 2.233439407220765352e-02 1.180605316024695567e-01 -9.320159346281393642e-01 -2.747952028663804835e-01 7.123061858318474604e-02
3.083668114616515243e+00 9.547778866766569728e-01 6.777594511185159831e+01 2.248106554542825611e-02 1.198822796217235698e-01 -9.651645357115892221e-01 6.993377404239664585e-02 4.216143493812584547e-02
2.903688680578453418e+00 9.862841180896841919e-01 6.634723266114285423e+01 2.232466846479496531e-02 1.132107966512970187e-01 -8.465327574606122951e-01 -3.199932339152158356e-01 1.543109376908999124e-02
3.021194365460164288e+00 9.995991126210879152e-01 6.709559263489506975e+01 2.248504405316806981e-02 1.204651154725377843e-01 -8.786519143936701859e-01 -1.913991842017173095e-01 5.986004025174571086e-02
2.998721512016420121e+00 9.291614137299645249e-01 6.765693645736467943e+01 2.246733308525726558e-02 1.152629657265637764e-01 -8.761667087925242292e-01 -4.004183830477925365e-01 5.641961414386226920e-02
3.053281227784556240e+00 9.100199034965120726e-01 6.872828643416886507e+01 2.205737210234765683e-02 1.272870720509594600e-01 -8.191392125517056311e-01 -7.512415346591219123e-01 6.455314495639197236e-02
2.909486928560923058e+00 9.419079649142916288e-01 6.746166446185969789e+01 2.230749367581251474e-02 1.155876168484329947e-01 -9.148278385639627697e-01 -2.109504287075751883e-01 6.860856752055644048e-02
2.884240103573538327e+00 9.861116593356179516e-01 6.828316695408081216e+01 2.258670352961901842e-02 1.253078467902649928e-01 -7.657033844915499543e-01 -9.416755475492477601e-01 6.983829441725944442e-02
3.056245117502101039e+00 9.471218383783772676e-01 6.786914237995959809e+01 2.251813678986113940e-02 1.178686261644719541e-01 -9.184236706288166907e-01 -1.304162071575598603e-01 5.970746595818227087e-02
3.170872214405463740e+00 9.596238901623085349e-01 6.879569828173168844e+01 2.204686534576944315e-02 1.260993114882837385e-01 -8.555198952539644353e-01 -6.709307736072454009e-01 5.448936395992805964e-02
2.916236170973841801e+00 9.786252816287064338e-01 6.806142839426183855e+01 2.257610429931386498e-02 1.221502234164927453e-01 -8.115342421681239760e-01 -7.122863141075483906e-01 5.601224603174423389e-02
2.808413362637200983e+00 9.262472057969854955e-01 6.961829429451096019e+01 2.219931624489526051e-02 1.279042426220513007e-01 -9.654720983165261394e-01 -3.219308603193817842e-01 5.332659775329978008e-02
3.106049593280205023e+00 9.446343875338629736e-01 6.727324755516850985e+01 2.211746864921383324e-02 1.164989503885501126e-01 -8.562603654712668266e-01 -4.548593191776804101e-01 5.113758410855962638e-02
3.052449818143103677e+00 9.040629347462426635e-01 6.862118097177476272e+01 2.258271072570506785e-02 1.220453351078287646e-01 -9.526666835221471175e-01 -1.413057063742331199e-01 4.302142819003568208e-02
2.831586953004966212e+00 9.349492325653196989e-01 6.648604236831454273e+01 2.217491342914252803e-02 1.146097413525172665e-01 -7.895343342355454208e-01 -6.201630640592690202e-01 6.989680469786500872e-02
2.956208706948488363e+00 9.236528942926660601e-01 6.709848888055816474e+01 2.244378482471030833e-02 1.194570657472364128e-01 -6.970207928532767827e-01 -1.081186981126323055e+00 7.116170408242328271e-02
3.194790660528310955e+00 9.878289961337670677e-01 6.602578880350806401e+01 2.206176201509278678e-02 1.118618563452513648e-01 -9.017130046489252315e-01 -4.305438400928962572e-02 6.112891256524650291e-02
3.006539217607489434e+00 9.979347290161142414e-01 6.716521664368013944e+01 2.209647814085004963e-02 1.241638396486579449e-01 -8.691077836791880618e-01 -2.931593669458567586e-01 7.936553897915582523e-02
2.988158393685361514e+00 9.593567076534570415e-01 6.709567586731972710e+01 2.237385293090398547e-02 1.126842800257588650e-01 -9.342472584321139806e-01 2.294481101666567824e-02 7.398638414129986296e-02
2.837227075160994705e+00 9.428142937502608234e-01 6.633865332028395301e+01 2.216661267642898447e-02 1.111850311313393597e-01 -8.477345091746526506e-01 -3.654481404515330656e-01 6.278501842814128431e-02
3.132932576939354341e+00 9.576122816249664771e-01 6.636007031355431707e+01 2.208745205319721794e-02 1.128688420790226327e-01 -8.231020880193047340e-01 -5.510852557037706489e-01 7.928409047998156989e-02
2.980828054621537326e+00 9.700521288735761694e-01 6.583370051086319563e+01 2.221618117107750784e-02 1.155107732977927459e-01 -8.618315402068112974e-01 -1.634487200417413799e-01 4.591935686347318329e-02
3.026280857965653048e+00 9.629560325447745761e-01 6.917192050930248115e+01 2.214258251540714151e-02 1.244896598118294118e-01 -8.266159430709154599e-01 -9.103107665269947191e-01 7.220852775679184599e-02
2.952089789322535296e+00 9.183773942942293766e-01 6.728313857417725785e+01 2.218436153809600492e-02 1.201677302612516318e-01 -8.489944299647003145e-01 -4.998934537823906954e-01 7.910734585982566458e-02
3.150260050129872980e+00 9.024609580770069917e-01 6.765032403163456820e+01 2.237497227906835515e-02 1.118062580202165146e-01 -8.861481862553335365e-01 -3.286069475977253518e-01 3.536440831549449160e-02
3.118894891211016152e+00 9.734092681958895765e-01 6.786417645414320532e+01 2.258203397763289266e-02 1.174984742692861406e-01 -8.790043711970869644e-01 -3.047181966548053733e-01 4.821829893413259738e-02
2.813810235373268576e+00 9.726688630286320913e-01 6.706098387732826893e+01 2.224343391208197240e-02 1.130419663659341517e-01 -8.799111450870258366e-01 -2.083276500545008236e-01 4.366077410739787473e-02
2.827083202786562222e+00 9.240535208641148524e-01 6.729895990190912869e+01 2.236418657168212296e-02 1.118147142087275170e-01 -9.441500881794373523e-01 -6.531108167510191187e-02 6.248398800848481427e-02
2.951076785474855413e+00 9.735355623753862986e-01 6.773687617690751495e+01 2.252502515699914346e-02 1.269522648550652222e-01 -8.864457052475711585e-01 -4.016168314333423695e-01 6.644209826941785413e-02
2.957143146423659275e+00 9.504852143467865666e-01 6.680824675842202964e+01 2.213650918631685990e-02 1.158595586608469341e-01 -9.144875255114870427e-01 -1.957583475382749238e-01 1.369169204640203336e-02
3.107500082155662202e+00 9.268175269448092335e-01 6.842696149936016070e+01 2.240242764015489690e-02 1.253035487439854989e-01 -8.734403388606406526e-01 -5.590264545559380238e-01 4.868578872131650026e-02
2.885598749604208813e+00 9.494361490671137105e-01 6.661413162255004750e+01 2.218987727814513908e-02 1.185597634684786850e-01 -8.046971897439398891e-01 -5.483299078189125542e-01 6.636106505846035841e-02
3.046179610793221748e+00 9.440354778423172277e-01 6.594545441416659060e+01 2.201366994158417828e-02 1.105448841472190386e-01 -8.677276519745702466e-01 -1.717669273988073897e-01 5.063834419652194635e-02
2.950894371616811007e+00 9.533453845031245599e-01 6.874956215350039201e+01 2.215461791100912375e-02 1.293420317284332821e-01 -8.481645824228141173e-01 -8.094926440887515451e-01 7.098786184123116738e-02
3.112245304965836734e+00 9.675382639958582942e-01 6.846161585392908933e+01 2.249407823299592532e-02 1.211297240336458025e-01 -8.609187153836215245e-01 -6.049649173701852067e-01 3.030944638079932640e-02
2.819244346830892312e+00 9.502073656793893486e-01 6.777675525228696074e+01 2.246485701072149094e-02 1.168831826937228174e-01 -8.759762261663135430e-01 -3.842832768412782762e-01 4.816589039967475450e-02
3.149608658599788669e+00 9.958203867798853803e-01 6.747287718603816131e+01 2.209664185621512331e-02 1.172240411213119476e-01 -8.440188841599003400e-01 -5.137636070974811453e-01 2.418251121300528036e-02
3.117636166049035040e+00 9.262972679736438675e-01 6.895815160529144805e+01 2.256161050186300532e-02 1.295016807116014801e-01 -8.845803563006988668e-01 -5.251416569045819216e-01 5.457505814088276647e-02
3.080658027549192379e+00 9.719392236130321994e-01 6.854948683045236635e+01 2.207702951791573956e-02 1.235972390612401356e-01 -8.866566476519817108e-01 -5.335795213488259137e-01 3.578965778807673137e-02
2.842530617196640019e+00 9.066192012235485542e-01 6.888495065370730686e+01 2.219761358436639007e-02 1.178714296360170999e-01 -1.024667019490205888e+00 6.822608596152468508e-02 5.361106967997125022e-02
2.853342481223338112e+00 9.301602393263513902e-01 6.666852822835565462e+01 2.207289289849866804e-02 1.115353096458150672e-01 -9.312487930650670265e-01 -6.565818376656595845e-02 5.076109647349136972e-02
3.107670318603723558e+00 9.901464861826785313e-01 6.781446043379617095e+01 2.237243139308919479e-02 1.222231500961334094e-01 -9.478898529237385073e-01 -2.013085179439495498e-01 5.351844976069836807e-02
3.070403268505911498e+00 9.317685018692644094e-01 6.759118181036937756e+01 2.241174116330461874e-02 1.179140196212705438e-01 -8.462836894020067113e-01 -6.301085636922054700e-01 4.035889499128370722e-02
2.938997722092381970e+00 9.695479659048897858e-01 6.582225849816408925e+01 2.222762645439199658e-02 1.100933227585806917e-01 -8.710447478073430894e-01 -2.658792854756357738e-01 3.051080201914462692e-02
3.163262967840841267e+00 9.872393764089065771e-01 6.954328961659824415e+01 2.259949881305287414e-02 1.291916313943552996e-01 -8.907322130398889204e-01 -5.642750016725350815e-01 1.319736017015476354e-02
2.907116664650559290e+00 9.057278081395211400e-01 6.868638134725611621e+01 2.207552953368600510e-02 1.257557808073050398e-01 -9.504314198948429215e-01 -3.664528166349754201e-01 7.666042225164755586e-02
2.804065202253133826e+00 9.256835502899463108e-01 6.684876749825185982e+01 2.240101692086705898e-02 1.127013828525160466e-01 -8.889601515315450619e-01 -9.639856122869439048e-02 4.048290576145307379e-02
2.966999638620601676e+00 9.876276581028864410e-01 6.788544008447857436e+01 2.250552609464890122e-02 1.174443367209145467e-01 -8.920255331844295643e-01 -1.783829276320787471e-01 2.849757137665896028e-02
2.873222761867718411e+00 9.268350602253583315e-01 6.807647902035293441e+01 2.211172964125575346e-02 1.241478648959393194e-01 -9.240040697017324334e-01 -3.754261999696157925e-01 3.766323388216642060e-02
3.070187756631956866e+00 9.082258368229493284e-01 6.637653053120141067e+01 2.240103396609265801e-02 1.122257660244565247e-01 -8.775920374839580873e-01 -1.667117015345014330e-01 3.546955956858689057e-02
2.948886014124626698e+00 9.450670205294289250e-01 6.785734607237579041e+01 2.229568432557822374e-02 1.249946324401275677e-01 -7.719753335005101746e-01 -8.850893595312252504e-01 7.793609725513965525e-02
3.022407332743906494e+00 9.700006080246005302e-01 6.782866399560489867e+01 2.231840931122815522e-02 1.192438098971620175e-01 -8.994886042824934425e-01 -2.341204238840035590e-01 3.886180154214411570e-02
3.153378969964672152e+00 9.062255592070582733e-01 6.819046756933373388e+01 2.237978408561663857e-02 1.232718257908945875e-01 -9.088495700657288623e-01 -3.530470157825644772e-01 6.927670051617483560e-02
2.985356647405934538e+00 9.351398558472390210e-01 6.883327670612703741e+01 2.223437708883686456e-02 1.232640629265440574e-01 -9.242258398090306137e-01 -2.960289327786578273e-01 3.680401926659798012e-02
3.160215903267486581e+00 9.201481597806571155e-01 6.651140898688359471e+01 2.231738668676387649e-02 1.136377557093690011e-01 -9.291215556237890638e-01 -5.771604059862234237e-02 3.856464011546720250e-02
3.184157518179992152e+00 9.133975700609227033e-01 6.736585518672048067e+01 2.201805886919865757e-02 1.203072941322558959e-01 -8.127587709832617691e-01 -6.777044280326438574e-01 2.744571481688544423e-02
2.830961862596265366e+00 9.072717984161493554e-01 6.814776051678198598e+01 2.204867037754527220e-02 1.169042936229637286e-01 -9.542493551548290043e-01 -1.271031964953379667e-01 5.695745118316980493e-02
3.020887609767267001e+00 9.543177463288534668e-01 6.846185200619297007e+01 2.226771056147976158e-02 1.233538599780187733e-01 -9.488462165094233569e-01 -2.161189266317151692e-01 2.609298168354672737e-02
2.976172958176615868e+00 9.575760922148289778e-01 6.807219868785271899e+01 2.252660817662102341e-02 1.252933999778682583e-01 -7.466543965723111409e-01 -1.081982811262752087e+00 6.337759421826756612e-02
3.036026712838110431e+00 9.870175409798654931e-01 6.750857577267890974e+01 2.219647282531717405e-02 1.124238099585252310e-01 -9.586873506257129751e-01 -4.140437809041119799e-02 2.466667892026382786e-02
3.159783402918670880e+00 9.854523140862452291e-01 6.790567023805292024e+01 2.252832511019228767e-02 1.207746086251431511e-01 -8.555882606924034572e-01 -5.254391418118360413e-01 2.682175166161981927e-02
3.148325063309502347e+00 9.445873213739967023e-01 6.856229839476878851e+01 2.215617723471629066e-02 1.246847227973975486e-01 -8.945194084296295145e-01 -4.170072075631514608e-01 5.311036883433853384e-02
