# logA n_s H0 omega_b omega_cdm m_ncdm tau_reio weight loglikelihood
3.42840572e+00 9.61447990e-01 6.72934299e+01 2.15497902e-02 8.49499317e-02 1.13710510e+00 2.94516594e-01 6.69270400e-09 -2.03987477e+01
2.89048576e+00 1.18562297e+00 6.59726341e+01 2.28640274e-02 1.00569150e-01 5.49386173e-01 5.58561396e-01 6.94077017e-09 -2.03883893e+01
2.60678590e+00 1.07156976e+00 6.51770668e+01 1.74714636e-02 9.50569485e-02 7.12015001e-01 5.13877703e-01 7.00123989e-09 -2.03774060e+01
3.54624331e+00 8.24609249e-01 7.33349766e+01 2.72855372e-02 1.40302645e-01 1.15350213e+00 2.87783706e-01 7.17244307e-09 -2.03364640e+01
2.42035083e+00 9.70499967e-01 7.52138059e+01 2.89786171e-02 1.62188206e-01 3.60481070e-01 4.17282738e-01 7.43435971e-09 -2.03015632e+01
3.72853293e+00 1.14579743e+00 7.12103930e+01 2.96126621e-02 1.22201359e-01 7.98568543e-01 7.56378947e-01 7.91527163e-09 -2.02089442e+01
2.77940369e+00 8.00892468e-01 7.03070235e+01 2.52055934e-02 1.26705451e-01 1.79711295e+00 5.34053324e-01 8.46573075e-09 -2.01615209e+01
3.37511700e+00 9.14124019e-01 7.39281062e+01 2.84168875e-02 1.49906853e-01 9.59691028e-01 6.19387143e-02 8.77052339e-09 -2.01338373e+01
3.29790720e+00 1.14643691e+00 7.34459050e+01 2.93967029e-02 1.51878756e-01 4.05461322e-01 3.02510342e-01 8.99729014e-09 -2.01064667e+01
3.44077476e+00 1.17668992e+00 7.09817662e+01 2.52513134e-02 1.00881333e-01 1.49095517e+00 1.75258700e-01 9.19861242e-09 -2.00855054e+01
3.20200838e+00 1.19982136e+00 6.99933053e+01 2.60687908e-02 1.32096372e-01 1.01815588e+00 6.19570383e-01 9.31276478e-09 -2.00777093e+01
1.70544355e+00 8.30949990e-01 7.22748539e+01 3.22333264e-02 9.78080984e-02 1.16686314e+00 7.63266802e-01 9.49557762e-09 -2.00429165e+01
3.27839314e+00 1.18219870e+00 6.59735489e+01 1.90857783e-02 9.53817457e-02 1.87631454e+00 4.35928633e-01 9.84036130e-09 -2.00024868e+01
3.60862310e+00 1.02926338e+00 6.85250342e+01 2.69187481e-02 9.50242142e-02 9.78578006e-01 5.42243269e-01 1.01287269e-08 -1.99808624e+01
2.50900743e+00 8.15415270e-01 7.47031316e+01 2.81247184e-02 1.28300863e-01 3.36487587e-01 5.75736836e-01 1.03286784e-08 -1.99593917e+01
3.43240715e+00 8.77313410e-01 7.17043943e+01 2.83303597e-02 1.03990207e-01 6.56860364e-02 6.41262455e-01 1.05805058e-08 -1.99288072e+01
1.81544305e+00 9.25608482e-01 7.30613937e+01 2.81800361e-02 1.40990356e-01 1.42599947e+00 6.87335626e-01 1.07876661e-08 -1.99164198e+01
2.85316325e+00 1.03379983e+00 6.94404035e+01 2.56945276e-02 1.25170343e-01 1.01317138e-01 7.76338292e-02 1.08410122e-08 -1.99149075e+01
2.84900904e+00 1.13299388e+00 6.95188336e+01 2.67942437e-02 8.43303905e-02 1.14284108e+00 2.02789307e-01 1.14862325e-08 -1.98000915e+01
2.11160776e+00 8.17949349e-01 7.12934051e+01 2.73904761e-02 9.52353920e-02 6.44737681e-01 4.62853183e-02 1.22056668e-08 -1.97861638e+01
2.39589527e+00 1.03804923e+00 6.82529225e+01 2.22713086e-02 1.37479796e-01 1.03265500e-01 5.69128239e-01 1.24097415e-08 -1.97630181e+01
3.32256418e+00 1.05833547e+00 6.32050261e+01 1.43481861e-02 1.01123650e-01 4.19498369e-01 6.71020767e-02 1.28659532e-08 -1.97105173e+01
3.86053308e+00 1.00476254e+00 6.98581010e+01 2.31967318e-02 1.02692638e-01 1.78092558e-01 1.29653632e-01 1.31965904e-08 -1.97075873e+01
3.57126774e+00 9.08723767e-01 7.08872315e+01 2.89439081e-02 1.21413595e-01 6.82611061e-01 4.07023946e-01 1.33169389e-08 -1.96884540e+01
2.37274203e+00 1.02356765e+00 6.82080708e+01 2.05793841e-02 1.27295108e-01 5.42588229e-01 4.23653131e-01 1.34802165e-08 -1.96791488e+01
3.12682144e+00 1.19700479e+00 6.64656849e+01 2.34245530e-02 9.93091598e-02 5.24617888e-01 5.06407646e-01 1.38700155e-08 -1.96280760e+01
2.41382061e+00 1.01382394e+00 5.93402430e+01 1.37073905e-02 8.75207649e-02 2.69716251e-01 6.64573465e-02 1.42062955e-08 -1.96265896e+01
2.34660690e+00 8.32652629e-01 7.55438571e+01 3.13948871e-02 1.12319085e-01 8.87206912e-01 7.04643526e-01 1.45365650e-08 -1.95786890e+01
3.17953780e+00 1.07775597e+00 6.04746183e+01 1.49840197e-02 8.48580287e-02 2.59681065e-01 1.50341653e-01 1.49243303e-08 -1.95693904e+01
2.80224636e+00 1.09684837e+00 7.17538948e+01 3.06514328e-02 9.02148432e-02 1.18961364e+00 5.31538914e-01 1.50051367e-08 -1.95638794e+01
3.45841201e+00 1.12549120e+00 6.40796590e+01 1.71263469e-02 1.17004544e-01 7.52993448e-01 1.55348596e-01 1.53509553e-08 -1.95202916e+01
1.93927563e+00 8.13140714e-01 7.08170641e+01 2.40488418e-02 1.13647854e-01 7.45406882e-01 4.91615704e-01 1.57870159e-08 -1.95034591e+01
3.19733356e+00 1.11563897e+00 5.75096322e+01 9.41382337e-03 7.56836747e-02 1.39237932e+00 2.36962929e-01 1.62036723e-08 -1.94645039e+01
1.97013272e+00 8.95657844e-01 5.47996760e+01 1.00481034e-02 5.81157211e-02 1.78192206e+00 1.59926773e-01 1.66655388e-08 -1.94429891e+01
2.61836085e+00 9.24328150e-01 7.51802217e+01 3.14331017e-02 1.09526492e-01 4.61645106e-01 3.00541580e-01 1.68442083e-08 -1.94390684e+01
3.19009289e+00 1.15420805e+00 5.75644769e+01 1.08826877e-02 6.15966259e-02 1.11588741e+00 1.56778025e-01 1.69965852e-08 -1.94210592e+01
2.44654634e+00 1.12596520e+00 7.67426552e+01 2.94458487e-02 1.52098830e-01 1.42825823e-01 1.35975463e-01 1.75269955e-08 -1.93740832e+01
2.88583027e+00 8.34900011e-01 6.79348406e+01 2.46067603e-02 1.18122387e-01 8.22464070e-01 4.05778782e-01 1.79353019e-08 -1.93704576e+01
3.46121549e+00 1.10066821e+00 6.05300074e+01 1.52650145e-02 9.46076894e-02 1.39070470e+00 3.23392444e-02 1.79398527e-08 -1.93695767e+01
1.91507306e+00 1.12197852e+00 7.68492478e+01 3.17536942e-02 1.62508085e-01 8.22874327e-01 1.19429725e-01 1.79634492e-08 -1.93638407e+01
2.21982684e+00 1.11296712e+00 7.21725408e+01 2.62994121e-02 1.18724226e-01 1.74761928e+00 3.70732211e-01 1.83179959e-08 -1.93268253e+01
3.89258469e+00 1.08867512e+00 6.72058474e+01 2.13086668e-02 9.04253005e-02 4.34838670e-01 7.36812534e-01 1.88533535e-08 -1.93020420e+01
3.01094393e+00 1.07131779e+00 6.63763012e+01 2.31098780e-02 7.28369230e-02 1.56965443e+00 5.48374263e-01 1.91655125e-08 -1.92898695e+01
2.84965916e+00 8.29137875e-01 7.74538741e+01 3.21485325e-02 1.63130782e-01 8.15800976e-01 2.48901020e-01 1.95218763e-08 -1.92613656e+01
3.60351490e+00 9.58309964e-01 6.27131554e+01 1.84608223e-02 9.67897690e-02 5.08755999e-01 6.39315818e-01 1.98810268e-08 -1.92492468e+01
2.19438703e+00 8.55052186e-01 7.28454133e+01 2.66273014e-02 1.47292273e-01 6.03033638e-01 7.26484158e-01 2.01618885e-08 -1.92293751e+01
3.86788779e+00 1.06438315e+00 6.59877112e+01 1.81299868e-02 1.02149161e-01 6.43277407e-01 3.84268883e-01 2.05730582e-08 -1.92049250e+01
2.43716640e+00 8.99335763e-01 7.44754785e+01 3.10851302e-02 1.07595659e-01 2.81023127e-01 5.50260878e-01 2.10284190e-08 -1.91815810e+01
2.24680762e+00 9.25281825e-01 7.57870524e+01 3.13981718e-02 1.14409365e-01 1.13105690e+00 1.16139356e-01 2.13968709e-08 -1.91661128e+01
3.41360170e+00 1.14003796e+00 6.45278141e+01 2.14625716e-02 9.66612523e-02 1.33396070e+00 6.42656685e-01 2.16479062e-08 -1.91542323e+01
3.06316242e+00 9.04570130e-01 6.68011043e+01 2.14378279e-02 1.16222406e-01 1.59442586e+00 5.22112356e-02 2.19437643e-08 -1.91350252e+01
3.45846754e+00 1.12185795e+00 7.39843942e+01 2.78252708e-02 1.30848579e-01 1.02657866e+00 3.45484141e-01 2.27867970e-08 -1.90756294e+01
1.95870546e+00 1.04512241e+00 7.51347440e+01 2.84102821e-02 1.53677514e-01 3.89814858e-01 5.35657578e-01 2.36213752e-08 -1.90582811e+01
2.39823311e+00 1.18131072e+00 7.21266822e+01 3.22782555e-02 8.75903363e-02 1.83266473e+00 3.01609768e-01 2.44499979e-08 -1.90033560e+01
2.48926670e+00 9.11795560e-01 7.27885478e+01 3.05570100e-02 1.35282738e-01 1.08844046e+00 6.71436891e-01 2.54527908e-08 -1.89733653e+01
1.69330782e+00 9.43248681e-01 7.49736487e+01 3.09859959e-02 1.06930534e-01 1.62761473e+00 7.99283597e-01 2.58067529e-08 -1.89715144e+01
2.41645603e+00 1.04887572e+00 6.82538543e+01 2.66468785e-02 9.91221645e-02 1.21377502e+00 5.68366475e-01 2.60072765e-08 -1.89539651e+01
2.26737645e+00 1.16667236e+00 6.73883642e+01 2.42699275e-02 1.12305442e-01 1.09181124e+00 2.85589085e-01 2.62131159e-08 -1.89516757e+01
1.89457357e+00 8.41411772e-01 6.07663523e+01 1.67627283e-02 8.57408423e-02 1.19196873e+00 5.56525071e-01 2.64630191e-08 -1.89310970e+01
3.49081028e+00 9.33545808e-01 5.66710078e+01 1.16437490e-02 7.56865362e-02 1.10222426e+00 1.87960151e-01 2.67177875e-08 -1.89284130e+01
1.74522429e+00 8.50771493e-01 7.16623451e+01 2.87866347e-02 1.31014451e-01 1.78365192e-01 5.46492847e-01 2.86146637e-08 -1.87944058e+01
3.14643181e+00 1.08240719e+00 7.62233816e+01 2.95637785e-02 1.33281510e-01 7.78890964e-02 2.10906294e-01 3.05601769e-08 -1.87883831e+01
2.75597781e+00 8.42289431e-01 7.25987454e+01 2.73121017e-02 1.35292485e-01 1.51243820e+00 4.64490976e-01 3.07399079e-08 -1.87786962e+01
3.63996443e+00 1.14960164e+00 5.53712227e+01 7.73325221e-03 7.65671049e-02 1.46339000e+00 2.96075021e-01 3.08447434e-08 -1.87775547e+01
1.83553320e+00 1.04089516e+00 6.40320480e+01 1.72170118e-02 8.11547596e-02 1.97649912e+00 5.18922680e-01 3.13504255e-08 -1.87424843e+01
3.14380214e+00 9.40435615e-01 6.71289219e+01 2.27594534e-02 7.98672867e-02 1.18929974e+00 8.36283384e-02 3.21370712e-08 -1.87237740e+01
1.80120845e+00 1.19445579e+00 6.41061921e+01 1.82216055e-02 1.08405627e-01 1.44961959e+00 1.28292199e-01 3.28168605e-08 -1.86967194e+01
2.87085846e+00 1.07884119e+00 7.38545993e+01 3.06908447e-02 9.85163840e-02 1.15562459e+00 1.77964469e-01 3.32351958e-08 -1.86942625e+01
2.01325079e+00 1.00001133e+00 7.18505832e+01 2.84425827e-02 8.68211416e-02 1.82185891e+00 1.58468604e-01 3.33019481e-08 -1.86887166e+01
1.75904629e+00 1.05180205e+00 5.77826883e+01 9.82909295e-03 7.06269853e-02 1.57500824e+00 1.25134260e-01 3.33910833e-08 -1.86849164e+01
3.13852626e+00 8.53074259e-01 7.55153560e+01 3.02044764e-02 1.35029731e-01 1.56521139e+00 3.78586026e-01 3.34715923e-08 -1.86799069e+01
2.23943162e+00 1.01126996e+00 7.34275649e+01 2.98342748e-02 1.08637633e-01 8.55965489e-03 7.75463636e-01 3.37206451e-08 -1.86661352e+01
3.09039897e+00 8.88420655e-01 5.41374529e+01 7.31369444e-03 5.52922019e-02 1.15260652e+00 2.08546392e-01 3.42155497e-08 -1.86468169e+01
3.58912612e+00 1.04436609e+00 6.86698498e+01 2.71792979e-02 8.90170486e-02 1.24255357e+00 5.15206476e-01 3.47383756e-08 -1.86317729e+01
3.29081705e+00 8.99173092e-01 6.72943224e+01 2.10263174e-02 1.31692861e-01 3.53988261e-01 2.61643153e-01 3.56032050e-08 -1.85939408e+01
3.32356423e+00 1.04715886e+00 6.98776929e+01 2.57710037e-02 9.33816803e-02 5.55553014e-01 5.68232078e-01 3.84604873e-08 -1.84764752e+01
2.24930724e+00 9.10488292e-01 6.53313726e+01 1.85528982e-02 1.14495441e-01 1.07745319e+00 4.75281300e-01 4.17998204e-08 -1.84207521e+01
2.15488036e+00 1.05855834e+00 7.88417938e+01 3.20505008e-02 1.53357585e-01 2.98905202e-02 5.50539397e-01 4.31806498e-08 -1.84067511e+01
2.44375629e+00 9.57868519e-01 7.06287789e+01 2.76144242e-02 1.27263661e-01 3.30743897e-01 4.03786841e-01 4.51524020e-08 -1.83289192e+01
2.40591383e+00 1.04121624e+00 7.25292002e+01 2.82094558e-02 1.46577687e-01 5.68599390e-01 7.45405839e-01 4.73631576e-08 -1.83057726e+01
2.24452273e+00 1.16359901e+00 6.79313467e+01 2.03542059e-02 1.05145155e-01 4.03364948e-01 3.41277836e-01 4.79490078e-08 -1.83002101e+01
2.17197592e+00 1.10004596e+00 6.32851251e+01 1.69896309e-02 8.40269424e-02 1.85462063e-01 5.53261623e-01 4.87339100e-08 -1.82695302e+01
3.45541570e+00 9.33540319e-01 6.01086129e+01 1.46657543e-02 7.01363937e-02 8.87985023e-01 1.12207131e-01 4.97278445e-08 -1.82556471e+01
3.65135075e+00 1.11760547e+00 6.18088662e+01 1.63014552e-02 1.03515446e-01 9.73739537e-01 4.34729916e-01 4.99810456e-08 -1.82553284e+01
2.46212231e+00 1.12697989e+00 7.75401633e+01 3.14531839e-02 1.59750543e-01 4.56816284e-01 7.31643646e-01 5.04880068e-08 -1.82316077e+01
2.05283854e+00 9.55973548e-01 6.53985433e+01 1.96124171e-02 7.65118029e-02 1.64715882e+00 3.13699093e-01 5.14306721e-08 -1.82142691e+01
2.76624135e+00 8.88337412e-01 6.76000745e+01 2.20177976e-02 1.29619413e-01 5.23795581e-01 5.00822002e-01 5.27518933e-08 -1.81771511e+01
3.65175832e+00 9.74198105e-01 5.93617853e+01 1.21261288e-02 1.02018646e-01 6.84481501e-01 1.80333750e-01 5.43559205e-08 -1.81502025e+01
3.23562980e+00 1.01517398e+00 7.36389280e+01 3.25119548e-02 1.16219280e-01 3.40746860e-01 6.45901974e-01 5.62552079e-08 -1.81047987e+01
3.53514239e+00 1.03137254e+00 7.28342080e+01 2.90605451e-02 1.40785593e-01 1.19546143e+00 5.62388290e-01 5.76112885e-08 -1.80980627e+01
2.68001109e+00 1.02536211e+00 6.98510213e+01 2.26618660e-02 1.08748270e-01 3.03610616e-01 8.46267197e-02 5.80852958e-08 -1.80844497e+01
1.69396083e+00 1.15786518e+00 5.97599115e+01 1.18536401e-02 9.32234501e-02 1.08794315e+00 2.09541262e-01 5.84363050e-08 -1.80819723e+01
3.89336867e+00 1.04769845e+00 7.13368852e+01 2.75396411e-02 9.83584659e-02 4.45336250e-01 3.79155156e-01 5.85242393e-08 -1.80774499e+01
3.82680370e+00 1.08577325e+00 7.43128265e+01 3.16630461e-02 9.27342697e-02 1.99152893e+00 6.37585246e-01 5.93159120e-08 -1.80512693e+01
2.33858552e+00 1.13573139e+00 6.79362299e+01 2.46591107e-02 1.15671561e-01 8.42253609e-01 6.66488703e-02 6.15045812e-08 -1.80014353e+01
3.77806224e+00 1.00424622e+00 5.93691213e+01 1.19724646e-02 7.99616376e-02 1.96634595e+00 3.11242719e-01 6.64966044e-08 -1.78934859e+01
1.73363083e+00 8.30389390e-01 6.58681899e+01 2.03499273e-02 1.22912117e-01 3.96114926e-01 5.81092591e-01 7.05700693e-08 -1.78756961e+01
1.87037083e+00 9.54615569e-01 5.99947742e+01 1.51236470e-02 6.55210289e-02 1.31422649e+00 2.19037784e-01 7.19874787e-08 -1.78498062e+01
3.53886876e+00 9.75394675e-01 7.60298829e+01 3.08596622e-02 1.24772565e-01 5.62805336e-01 6.91734101e-01 7.40426415e-08 -1.78155283e+01
2.68116582e+00 8.94809696e-01 5.59979567e+01 9.09050542e-03 9.17326433e-02 6.77556051e-02 2.76998583e-01 7.58855188e-08 -1.77964381e+01
3.56182022e+00 9.81709421e-01 7.43904452e+01 2.81572522e-02 1.43184999e-01 6.67294027e-01 7.80816539e-01 7.72046924e-08 -1.77770663e+01
3.04532166e+00 1.00563159e+00 7.15920155e+01 2.60674287e-02 1.27689534e-01 1.59067429e+00 5.09815295e-01 7.83338182e-08 -1.77633569e+01
1.63586902e+00 8.09508003e-01 7.56666335e+01 3.01963262e-02 1.34738548e-01 1.28224209e+00 8.09112989e-02 7.89041179e-08 -1.77585211e+01
3.46689376e+00 1.04719620e+00 7.42029338e+01 3.09649080e-02 9.67976622e-02 1.76359480e+00 6.57846992e-02 7.90242505e-08 -1.77563136e+01
3.48037673e+00 1.15928800e+00 7.16433518e+01 2.72928708e-02 1.00821363e-01 4.01207206e-01 4.38968023e-01 7.91837524e-08 -1.77504996e+01
3.68048520e+00 9.46786499e-01 6.58415557e+01 1.89490456e-02 9.12645669e-02 8.92599756e-01 4.94037006e-01 8.06213952e-08 -1.77166104e+01
3.03798143e+00 9.88155190e-01 7.09173324e+01 3.04881070e-02 8.42936382e-02 1.83046764e+00 7.42689481e-01 8.19800867e-08 -1.77127955e+01
2.64982284e+00 8.53885954e-01 6.47459157e+01 1.75049108e-02 1.18081604e-01 6.62495678e-01 2.32886145e-02 8.25221233e-08 -1.76994750e+01
2.54589630e+00 1.01059222e+00 7.24080509e+01 3.05811664e-02 1.27955543e-01 1.34076826e+00 6.12187882e-01 8.34029670e-08 -1.76875558e+01
1.69294269e+00 1.13342137e+00 7.14240949e+01 2.95973917e-02 8.19610486e-02 1.84123460e+00 4.75144708e-01 8.46749847e-08 -1.76652947e+01
2.09777528e+00 9.01065787e-01 6.88755033e+01 2.72255335e-02 8.00970072e-02 1.66189291e+00 4.99196190e-01 8.62121429e-08 -1.76475331e+01
3.53418228e+00 1.15150901e+00 6.28063912e+01 1.52124462e-02 1.12045223e-01 5.93187182e-01 3.40541345e-01 8.68220185e-08 -1.76471214e+01
3.49494400e+00 1.07449946e+00 7.07045331e+01 2.88729313e-02 1.18127727e-01 1.24251909e+00 4.38498526e-01 8.69059895e-08 -1.76416113e+01
1.93368031e+00 1.03903501e+00 6.76959941e+01 2.26091019e-02 8.33248527e-02 1.36420219e+00 2.31563887e-01 8.71757121e-08 -1.76369257e+01
2.27844564e+00 8.26388421e-01 7.34319000e+01 2.74059698e-02 1.31915536e-01 1.10387161e+00 3.51450629e-01 8.76556782e-08 -1.76266549e+01
1.79239367e+00 9.35521198e-01 7.47431032e+01 2.90403030e-02 1.41476220e-01 1.07544418e+00 3.94035597e-01 9.01041994e-08 -1.75783850e+01
3.07609654e+00 1.14763240e+00 6.65838020e+01 2.29990772e-02 8.22765236e-02 9.72528359e-01 2.29893942e-01 9.85280700e-08 -1.74476001e+01
2.78443973e+00 8.45580620e-01 6.62705294e+01 1.99317481e-02 1.04836148e-01 1.88728616e+00 3.29833646e-01 1.06831822e-07 -1.74086661e+01
2.97846620e+00 1.01588594e+00 6.44955602e+01 2.20748925e-02 7.46255831e-02 1.89095731e+00 3.51655481e-01 1.09793264e-07 -1.73886388e+01
3.87552016e+00 9.05837182e-01 7.64387961e+01 3.10950470e-02 1.41526197e-01 1.16223253e+00 4.24142751e-01 1.13806910e-07 -1.73335211e+01
2.62813656e+00 8.26881736e-01 5.66489589e+01 1.06448740e-02 8.64524145e-02 8.58186901e-01 1.92521414e-02 1.17325950e-07 -1.73230056e+01
3.74254953e+00 1.13798814e+00 6.75845797e+01 2.42898943e-02 8.81436210e-02 7.34335320e-01 4.80572964e-01 1.18303739e-07 -1.73129240e+01
3.52384305e+00 8.80155863e-01 7.39489048e+01 2.93162371e-02 1.08607081e-01 1.94790213e+00 5.16201253e-01 1.19355278e-07 -1.73013194e+01
3.82915483e+00 9.21288727e-01 5.99813862e+01 1.15338399e-02 9.56877334e-02 6.67372921e-01 2.05500579e-01 1.19908223e-07 -1.72996509e+01
3.00055553e+00 1.10402729e+00 6.95497414e+01 2.30623045e-02 1.04798696e-01 7.05714671e-01 4.94059747e-01 1.21041082e-07 -1.72786265e+01
3.17413562e+00 1.07046577e+00 7.36328438e+01 2.84710654e-02 1.13600677e-01 1.27082094e+00 4.78755367e-01 1.22428184e-07 -1.72727638e+01
1.90447868e+00 9.49214497e-01 7.47865491e+01 2.81778822e-02 1.53178746e-01 2.95614051e-01 7.65616098e-01 1.22620304e-07 -1.72714863e+01
2.06504424e+00 8.94123094e-01 7.11376642e+01 3.03315530e-02 8.30639813e-02 1.87318444e+00 3.52343907e-02 1.22859460e-07 -1.72648813e+01
2.67710287e+00 1.10735782e+00 6.68095131e+01 2.06867129e-02 8.49212497e-02 1.93929654e+00 5.35061512e-02 1.24034321e-07 -1.72485119e+01
3.02952273e+00 8.67336748e-01 7.58627962e+01 3.03484987e-02 1.37007700e-01 9.76741722e-01 7.11901830e-01 1.25550526e-07 -1.72365542e+01
2.48852268e+00 1.03530887e+00 6.53701010e+01 2.26892849e-02 9.15229868e-02 1.36581623e+00 3.29277780e-01 1.34934666e-07 -1.71046611e+01
3.52275057e+00 9.63366007e-01 5.47462883e+01 8.78455479e-03 6.81289918e-02 6.32188072e-01 2.32713971e-01 1.44680933e-07 -1.70887950e+01
3.16847966e+00 8.58330646e-01 6.71133832e+01 1.96556249e-02 1.14661125e-01 8.19904471e-01 1.13377914e-02 1.49776599e-07 -1.70321755e+01
1.78773093e+00 1.02719028e+00 6.21411916e+01 1.71184090e-02 6.50962733e-02 1.63513159e+00 1.97676591e-01 1.56362738e-07 -1.69982185e+01
2.46457665e+00 1.16370536e+00 6.68914089e+01 2.15020150e-02 1.14806744e-01 1.56040612e+00 2.12501209e-01 1.66627560e-07 -1.69029923e+01
2.10901877e+00 9.15860772e-01 7.27716157e+01 3.07062309e-02 8.80197134e-02 1.72387160e+00 5.70077006e-01 1.77478461e-07 -1.68661200e+01
3.42466457e+00 1.04043739e+00 7.17031846e+01 2.93581544e-02 1.24505514e-01 3.97099958e-01 2.15840344e-01 1.80825347e-07 -1.68612974e+01
1.86333920e+00 1.19096554e+00 6.74892912e+01 2.19780774e-02 8.47090231e-02 1.60238106e+00 4.33652266e-01 1.81776698e-07 -1.68516467e+01
2.83961903e+00 1.09935471e+00 7.02055959e+01 2.43557676e-02 1.23486767e-01 1.45448982e+00 3.53637911e-01 1.83444056e-07 -1.68390563e+01
2.18757339e+00 8.99750754e-01 7.06528394e+01 2.75745090e-02 8.49037760e-02 1.59345949e+00 4.25951265e-01 1.86271758e-07 -1.68171373e+01
1.82333596e+00 1.02030939e+00 6.54017561e+01 1.68202196e-02 1.08045140e-01 1.81724096e-01 5.55989153e-01 1.89102822e-07 -1.68048097e+01
3.07310800e+00 1.00235442e+00 7.08886932e+01 2.51876417e-02 1.03665091e-01 1.09790761e+00 6.17334103e-02 1.94497653e-07 -1.67574067e+01
1.93310896e+00 1.16569858e+00 6.00754291e+01 1.57561106e-02 8.02608573e-02 1.84681119e+00 2.40632904e-02 2.03257795e-07 -1.67126429e+01
2.32734480e+00 1.16957291e+00 6.37945871e+01 1.67085716e-02 8.54981559e-02 4.95719137e-01 3.68917440e-01 2.11017480e-07 -1.66782733e+01
2.22613572e+00 8.31615494e-01 6.39694048e+01 1.97598907e-02 1.01880046e-01 8.59971854e-01 2.67250542e-01 2.22037358e-07 -1.66077842e+01
3.64977957e+00 9.22051455e-01 5.71659021e+01 9.81575301e-03 9.83871085e-02 2.30277683e-01 1.56313740e-01 2.31158290e-07 -1.65925790e+01
3.62327435e+00 8.51934027e-01 6.66107883e+01 2.43914665e-02 9.51112868e-02 1.86045761e+00 6.28231327e-01 2.34051272e-07 -1.65789021e+01
2.76030333e+00 8.22281251e-01 5.90778165e+01 1.04905511e-02 8.02401773e-02 1.96719427e-01 2.57633450e-01 2.36591502e-07 -1.65669821e+01
1.71284249e+00 8.82953671e-01 6.62271355e+01 2.10910881e-02 7.88068288e-02 1.41641187e+00 2.24712240e-01 2.42767293e-07 -1.65238001e+01
3.83285788e+00 1.06085770e+00 5.73733208e+01 1.17036005e-02 5.48179161e-02 1.78974836e+00 8.37750870e-02 2.57497985e-07 -1.64462077e+01
1.73708113e+00 1.13115581e+00 7.29596641e+01 2.61468218e-02 1.33366018e-01 5.07190606e-01 3.17913128e-01 2.71581851e-07 -1.64120870e+01
2.65133885e+00 9.55462539e-01 6.17093497e+01 1.64824543e-02 9.98155662e-02 8.42406061e-01 1.33112350e-01 2.78981515e-07 -1.63882982e+01
3.89857529e+00 1.03144925e+00 7.40812196e+01 2.93951166e-02 1.54358438e-01 2.49132019e-01 2.75623106e-01 2.86744285e-07 -1.63533640e+01
3.32557815e+00 9.30677117e-01 7.41733108e+01 2.72587691e-02 1.55315777e-01 9.13372772e-02 6.73873648e-01 2.92206912e-07 -1.63462670e+01
2.59460385e+00 9.09335676e-01 7.01076300e+01 2.45147780e-02 1.40302433e-01 1.79543194e-01 3.66727627e-01 2.99400191e-07 -1.63012247e+01
3.45736744e+00 1.02308145e+00 6.63841813e+01 1.85209130e-02 1.01609866e-01 3.47145725e-01 1.65216996e-02 3.14542340e-07 -1.62439098e+01
2.96607153e+00 1.01013084e+00 7.51486053e+01 2.89985464e-02 1.62712154e-01 3.35091740e-02 6.68130599e-01 3.32949303e-07 -1.61835744e+01
3.56929995e+00 1.19744395e+00 6.06080868e+01 1.18212374e-02 8.99969643e-02 3.44714520e-01 2.52840943e-01 3.44874527e-07 -1.61686785e+01
3.86445271e+00 9.90240895e-01 6.14522789e+01 1.36175843e-02 8.39666115e-02 1.04804747e+00 2.52889873e-02 3.49352490e-07 -1.61537770e+01
2.21449286e+00 1.11496864e+00 6.99527684e+01 2.54258136e-02 1.26407067e-01 1.39672147e+00 4.78735347e-01 3.51909829e-07 -1.61500433e+01
2.68907341e+00 1.12980590e+00 7.14532453e+01 2.63448044e-02 1.44583321e-01 1.83213258e-01 7.24887226e-01 3.54283538e-07 -1.61363790e+01
1.75518310e+00 9.43784474e-01 6.39002049e+01 1.85532772e-02 1.08283399e-01 1.09653681e+00 5.65516419e-01 3.66142825e-07 -1.60809177e+01
2.81220992e+00 1.02821843e+00 7.25572042e+01 2.76784714e-02 1.38158893e-01 1.18874707e+00 2.66853562e-01 3.77888784e-07 -1.60684998e+01
2.36653267e+00 9.38150683e-01 6.20812483e+01 1.48704041e-02 7.82874447e-02 1.56763292e+00 1.40714344e-01 3.80096544e-07 -1.60652351e+01
2.94807583e+00 1.09296396e+00 6.56629350e+01 1.89147137e-02 8.94131447e-02 1.34605195e+00 1.47626643e-02 3.80360231e-07 -1.60631152e+01
2.76585260e+00 1.11904763e+00 6.17503765e+01 1.71202647e-02 6.99923974e-02 1.28143876e+00 1.66968899e-01 3.80547954e-07 -1.60602531e+01
2.62242419e+00 8.92486624e-01 7.39616989e+01 2.85800272e-02 1.16473109e-01 5.60154567e-01 9.37037330e-02 3.98491376e-07 -1.59690487e+01
3.37764774e+00 8.86119777e-01 5.69654517e+01 1.09810218e-02 8.82683673e-02 6.86616852e-01 3.97136014e-01 4.17785583e-07 -1.59596355e+01
3.28687601e+00 1.09050179e+00 7.25276835e+01 2.80222465e-02 1.44857327e-01 4.86873960e-01 1.37593348e-01 4.31029166e-07 -1.59034060e+01
2.94249893e+00 1.03406240e+00 7.20116942e+01 2.86672509e-02 9.24198234e-02 1.45176531e+00 3.21725197e-01 4.72796400e-07 -1.57740512e+01
