# logA n_s H0 omega_b omega_cdm m_ncdm tau_reio weight loglikelihood
2.78513459e+00 9.34165464e-01 3.44190083e+01 4.37876084e-02 4.87275003e-01 2.97352564e-01 4.68858773e-01 0.00000000e+00 -1.00000000e+300
1.90008862e+00 1.05962367e+00 5.97634674e+01 8.32306802e-03 4.66143684e-01 1.75997565e+00 6.99701922e-01 0.00000000e+00 -1.00000000e+300
3.49528828e+00 8.00296122e-01 4.67117213e+01 6.34215562e-02 7.28958050e-01 5.98561031e-01 4.21019471e-01 0.00000000e+00 -1.00000000e+300
3.08878058e+00 8.83563727e-01 4.20559936e+01 3.98312165e-02 5.59905331e-01 5.02858184e-01 6.13539843e-01 0.00000000e+00 -1.00000000e+300
2.73802296e+00 1.18679142e+00 9.57820107e+01 4.64778594e-02 7.42204864e-01 1.74484540e+00 7.23872003e-01 0.00000000e+00 -1.00000000e+300
2.69617280e+00 1.19539548e+00 2.31250744e+01 3.06087778e-02 2.90222846e-01 6.43285946e-02 1.17304729e-01 0.00000000e+00 -1.00000000e+300
1.88861053e+00 1.01854269e+00 8.95658776e+01 5.79827556e-02 1.25674976e-01 8.99094780e-01 3.21192147e-01 0.00000000e+00 -1.00000000e+300
1.72882671e+00 1.06397906e+00 5.31605425e+01 2.71527839e-02 5.25345375e-01 2.90411870e-01 6.59686256e-01 0.00000000e+00 -1.00000000e+300
2.31998941e+00 9.82114591e-01 3.00549838e+01 2.93301256e-02 2.35935660e-02 1.98512409e+00 5.26387571e-02 0.00000000e+00 -1.00000000e+300
2.27670752e+00 1.19092739e+00 6.22918553e+01 9.05875506e-02 9.84079131e-01 1.13752637e+00 4.66806527e-01 0.00000000e+00 -1.00000000e+300
2.21120537e+00 1.12187776e+00 9.37114594e+01 9.57653962e-02 8.68233514e-02 1.92046164e+00 5.64557859e-01 0.00000000e+00 -1.00000000e+300
2.06719749e+00 1.16374136e+00 8.34002950e+01 8.19506642e-03 4.07683831e-01 3.58335609e-01 3.78128567e-01 0.00000000e+00 -1.00000000e+300
2.81277736e+00 8.52440343e-01 3.60760969e+01 4.07236776e-02 9.84239531e-01 5.71767364e-01 5.48120866e-01 0.00000000e+00 -1.00000000e+300
1.72440071e+00 8.23349803e-01 5.08218680e+01 2.78917009e-02 9.30646411e-01 1.76169332e+00 2.43826716e-01 0.00000000e+00 -1.00000000e+300
1.82375077e+00 8.79425269e-01 9.06993479e+01 8.01222196e-02 9.44810101e-01 1.96960651e+00 9.13992343e-02 0.00000000e+00 -1.00000000e+300
3.18842295e+00 9.85698938e-01 4.53470976e+01 6.10113432e-02 3.92618227e-01 1.68585415e+00 7.37895527e-01 0.00000000e+00 -1.00000000e+300
2.19401382e+00 9.29721891e-01 2.67362597e+01 2.16913878e-02 5.54593004e-01 1.62682598e+00 7.10763495e-01 0.00000000e+00 -1.00000000e+300
3.81884216e+00 1.10120916e+00 4.44608479e+01 8.37914179e-02 2.46880162e-01 7.94160049e-01 7.58547741e-01 0.00000000e+00 -1.00000000e+300
2.96914946e+00 1.17709591e+00 5.78538840e+01 6.55296648e-03 8.78006843e-01 1.44197327e+00 5.19032971e-01 0.00000000e+00 -1.00000000e+300
2.68889832e+00 8.55915601e-01 7.33952807e+01 5.81141732e-03 8.89432216e-01 1.97058365e+00 6.63702258e-01 0.00000000e+00 -1.00000000e+300
2.62297231e+00 1.14876670e+00 2.34226090e+01 7.16308314e-02 3.89850692e-01 7.01518113e-01 6.10339653e-01 0.00000000e+00 -1.00000000e+300
3.26968984e+00 8.61000291e-01 8.43780457e+01 5.55239994e-02 1.30728010e-01 1.92918349e+00 2.68246636e-01 0.00000000e+00 -1.00000000e+300
2.96771028e+00 1.01334013e+00 2.30094847e+01 2.56381208e-02 8.60287599e-02 1.31118342e+00 1.54060098e-02 0.00000000e+00 -1.00000000e+300
2.20613169e+00 9.04390640e-01 2.02851373e+01 8.85631036e-02 4.07605516e-01 1.61612392e+00 7.39629963e-01 0.00000000e+00 -1.00000000e+300
1.71571510e+00 1.00890541e+00 5.35710155e+01 8.02455110e-02 5.06477040e-01 3.47287049e-02 3.27972390e-01 0.00000000e+00 -1.00000000e+300
2.97129985e+00 1.11149425e+00 2.04176010e+01 6.39787634e-02 1.14030860e-01 9.46998347e-01 4.03508681e-01 0.00000000e+00 -1.00000000e+300
2.11291609e+00 8.06022435e-01 7.18886663e+01 3.65002681e-02 4.12044196e-01 9.12374070e-02 7.23909308e-01 0.00000000e+00 -1.00000000e+300
2.49929906e+00 1.17839673e+00 9.37035779e+01 3.68626693e-02 4.41597741e-01 2.49881660e-01 7.60270017e-01 0.00000000e+00 -1.00000000e+300
2.70607288e+00 1.07313037e+00 5.98867948e+01 7.83571586e-02 2.92946552e-01 5.32927557e-01 5.31416711e-01 0.00000000e+00 -1.00000000e+300
2.75526538e+00 8.33137029e-01 8.54215487e+01 7.62724437e-02 3.26170681e-03 4.09173088e-01 4.54949938e-01 0.00000000e+00 -1.00000000e+300
3.12679675e+00 9.32828651e-01 8.07274740e+01 3.96675879e-02 6.45603830e-01 2.05495839e-01 5.59232238e-01 0.00000000e+00 -1.00000000e+300
1.97127219e+00 9.60757438e-01 6.22912377e+01 9.04138857e-02 2.25421219e-01 1.97202719e+00 5.03356389e-02 0.00000000e+00 -1.00000000e+300
3.27476977e+00 9.81816900e-01 6.64804997e+01 7.45544354e-03 7.36164632e-01 1.77038326e+00 3.67189480e-01 0.00000000e+00 -1.00000000e+300
3.53343734e+00 1.06528180e+00 7.71640642e+01 8.80362254e-02 8.41553813e-01 1.51610869e+00 4.43079356e-01 0.00000000e+00 -1.00000000e+300
2.00019484e+00 1.17938713e+00 7.78619277e+01 3.30133704e-02 6.26853080e-01 6.72165550e-01 1.03442579e-01 0.00000000e+00 -1.00000000e+300
1.87825228e+00 8.38926121e-01 7.71354056e+01 9.21961975e-02 8.60480826e-01 1.70133206e+00 1.51037276e-01 0.00000000e+00 -1.00000000e+300
2.96916746e+00 1.13566414e+00 5.66831853e+01 9.71369558e-02 7.04703589e-02 8.54971244e-01 6.88682367e-01 0.00000000e+00 -1.00000000e+300
2.66689723e+00 9.51769216e-01 3.71649521e+01 6.86202536e-02 9.16824492e-01 1.82987107e+00 2.02973897e-01 0.00000000e+00 -1.00000000e+300
3.16259647e+00 8.33294020e-01 3.12917115e+01 6.03958063e-02 8.87365678e-01 9.47334166e-01 4.33863979e-01 0.00000000e+00 -1.00000000e+300
2.04407775e+00 9.85693525e-01 4.06894776e+01 2.84604673e-02 7.68673495e-01 6.61364740e-01 4.53940957e-01 0.00000000e+00 -1.00000000e+300
3.62062643e+00 1.01437863e+00 5.82036420e+01 6.31852334e-02 9.51642539e-01 2.44073540e-01 5.52069143e-01 0.00000000e+00 -1.00000000e+300
1.79032863e+00 1.13654310e+00 9.40973986e+01 5.27618164e-02 7.34734652e-01 1.69180920e+00 1.25407253e-01 0.00000000e+00 -1.00000000e+300
1.98784480e+00 8.55743632e-01 5.40151050e+01 1.27141807e-02 4.21553551e-01 1.40346512e+00 7.70633579e-01 0.00000000e+00 -1.00000000e+300
3.31626813e+00 1.02450447e+00 9.09046739e+01 4.48259857e-02 1.27913477e-01 9.79537604e-01 5.37652694e-01 0.00000000e+00 -1.00000000e+300
3.21181424e+00 8.40652747e-01 3.27706106e+01 6.55158038e-03 3.25629269e-01 1.30653306e+00 3.25962665e-01 0.00000000e+00 -1.00000000e+300
2.83905434e+00 9.66691583e-01 5.08716753e+01 8.52707376e-02 6.90713132e-01 6.53633811e-01 6.51290324e-01 0.00000000e+00 -1.00000000e+300
2.18893893e+00 8.42793459e-01 3.48038482e+01 3.54529864e-02 4.35405375e-01 9.57524885e-01 4.08541216e-01 0.00000000e+00 -1.00000000e+300
2.95423358e+00 9.16999027e-01 6.81975565e+01 9.15729845e-02 8.15806590e-01 6.69394701e-01 4.09616239e-01 0.00000000e+00 -1.00000000e+300
2.12125224e+00 8.97918808e-01 3.98857615e+01 7.34155013e-02 3.57904033e-01 7.08262907e-01 2.25865416e-01 0.00000000e+00 -1.00000000e+300
3.40695511e+00 9.81786628e-01 9.40582224e+01 5.32637110e-02 1.22488347e-02 2.39484322e-01 5.43866567e-01 0.00000000e+00 -1.00000000e+300
3.22048781e+00 8.48170451e-01 2.87481239e+01 9.51908908e-02 5.81417378e-01 1.38387783e-01 7.53982375e-02 0.00000000e+00 -1.00000000e+300
3.41534417e+00 8.07447971e-01 8.96093529e+01 5.90448538e-03 8.60495460e-01 4.69037952e-01 7.05354479e-01 0.00000000e+00 -1.00000000e+300
1.74502183e+00 1.12599381e+00 8.80884434e+01 8.40551179e-02 4.03175767e-01 1.19847055e+00 4.77491361e-01 0.00000000e+00 -1.00000000e+300
3.44075160e+00 9.32646807e-01 8.07668197e+01 9.21477243e-02 6.97625853e-01 2.96705171e-01 5.82219241e-01 0.00000000e+00 -1.00000000e+300
2.51017306e+00 1.16615492e+00 7.64408979e+01 9.79583269e-02 9.04103142e-01 4.29889663e-01 7.80368367e-01 0.00000000e+00 -1.00000000e+300
2.38164828e+00 9.19216174e-01 6.32420847e+01 2.91342919e-02 2.95936029e-01 7.73897463e-01 6.96325177e-01 0.00000000e+00 -1.00000000e+300
2.37899498e+00 8.30253764e-01 6.07066514e+01 9.11556374e-02 1.57520240e-01 9.61219334e-01 4.35349202e-01 0.00000000e+00 -1.00000000e+300
2.89815169e+00 9.18413039e-01 9.05499915e+01 3.60128589e-02 6.42423615e-01 6.29529228e-01 7.07009103e-01 0.00000000e+00 -1.00000000e+300
2.77001699e+00 9.23930849e-01 7.89540743e+01 5.23144185e-02 2.81559949e-01 8.70077376e-01 4.78258137e-01 0.00000000e+00 -1.00000000e+300
3.36533836e+00 8.66080499e-01 7.00241303e+01 4.42178203e-02 4.03998024e-01 1.11205272e+00 5.13985638e-01 0.00000000e+00 -1.00000000e+300
2.99667454e+00 1.10727554e+00 2.55169110e+01 5.14487094e-02 2.07630315e-01 1.99586881e-01 6.44714692e-01 0.00000000e+00 -1.00000000e+300
2.36939015e+00 1.12634936e+00 7.29718842e+01 9.59004740e-02 9.08929019e-01 4.50959044e-01 5.58506523e-01 0.00000000e+00 -1.00000000e+300
2.77878394e+00 1.08183722e+00 8.25461465e+01 8.73497698e-02 8.96419756e-01 1.16087273e+00 3.42091095e-02 0.00000000e+00 -1.00000000e+300
1.82271991e+00 1.00108716e+00 2.72842627e+01 3.55481047e-02 3.18165271e-01 2.15359851e-01 5.18467321e-01 0.00000000e+00 -1.00000000e+300
1.95866320e+00 8.03379728e-01 5.26940330e+01 9.62169827e-02 7.97328832e-02 7.77097615e-01 1.78015071e-01 0.00000000e+00 -1.00000000e+300
3.77272441e+00 9.85398695e-01 4.08513845e+01 7.55094534e-02 6.37232820e-01 1.78910865e-01 7.41644092e-01 0.00000000e+00 -1.00000000e+300
1.74701682e+00 1.11501364e+00 7.63888666e+01 8.30884445e-02 8.66559239e-01 9.23250592e-01 3.72669669e-01 0.00000000e+00 -1.00000000e+300
2.55775892e+00 1.07233571e+00 6.52128224e+01 4.65774672e-02 7.54313044e-01 1.70596525e-02 3.73238332e-01 0.00000000e+00 -1.00000000e+300
2.09911116e+00 1.18615843e+00 8.18057627e+01 6.74620641e-02 5.99055606e-01 3.22563339e-01 1.54790130e-01 0.00000000e+00 -1.00000000e+300
2.66688818e+00 8.26033331e-01 9.47308580e+01 2.02961861e-02 2.78583184e-02 7.17990909e-01 6.74907199e-01 0.00000000e+00 -1.00000000e+300
3.00175788e+00 9.64005458e-01 7.40573097e+01 4.82013968e-02 2.85234281e-01 9.41656367e-01 4.42769495e-01 0.00000000e+00 -1.00000000e+300
2.00820572e+00 9.95075745e-01 8.07632852e+01 6.48505946e-02 1.53929844e-01 1.24038116e+00 5.58795932e-02 0.00000000e+00 -1.00000000e+300
3.02933140e+00 8.25578102e-01 5.62829134e+01 3.95190244e-02 6.62105043e-01 4.03310641e-01 6.79288307e-01 0.00000000e+00 -1.00000000e+300
3.63457998e+00 1.11968134e+00 3.26149453e+01 2.74709469e-02 8.56565627e-01 1.12660462e+00 5.69400162e-01 0.00000000e+00 -1.00000000e+300
3.03565359e+00 9.22319608e-01 9.33152465e+01 5.24729920e-02 9.59160845e-01 1.97773887e+00 5.90938917e-01 0.00000000e+00 -1.00000000e+300
2.27990220e+00 1.07568695e+00 5.75215528e+01 4.59224743e-02 7.58187963e-01 3.50248622e-01 3.76230611e-02 0.00000000e+00 -1.00000000e+300
2.57615527e+00 9.33837888e-01 9.59805594e+01 8.28290893e-02 8.03798210e-01 1.27832691e+00 5.43423706e-01 0.00000000e+00 -1.00000000e+300
3.38323026e+00 9.52239162e-01 4.87178237e+01 8.07214108e-02 4.01711457e-01 5.83110160e-01 6.66218752e-01 0.00000000e+00 -1.00000000e+300
2.09230180e+00 8.14903162e-01 7.12688151e+01 8.65895549e-02 7.91580881e-01 9.48498576e-01 2.00232184e-01 0.00000000e+00 -1.00000000e+300
3.12091512e+00 1.13813500e+00 8.82127229e+01 8.16883498e-02 3.89434959e-01 6.78467268e-01 6.31939383e-01 0.00000000e+00 -1.00000000e+300
2.79683242e+00 9.52684785e-01 5.80995340e+01 5.08833829e-02 6.19297209e-01 9.50122894e-01 6.32732851e-01 0.00000000e+00 -1.00000000e+300
1.61982887e+00 1.14519796e+00 6.71236475e+01 5.67225407e-02 8.39202043e-01 7.19125613e-01 7.22039495e-01 0.00000000e+00 -1.00000000e+300
2.59835139e+00 9.77746822e-01 3.35588234e+01 1.26402518e-02 6.65717738e-01 1.66773917e+00 3.58190728e-02 0.00000000e+00 -1.00000000e+300
2.50190627e+00 1.04711635e+00 7.44512252e+01 4.90629887e-02 6.82908047e-01 8.21550970e-01 4.37630781e-01 0.00000000e+00 -1.00000000e+300
3.04297514e+00 1.14692518e+00 2.52380361e+01 6.52953990e-02 2.27140731e-01 1.72981487e+00 5.03281128e-01 0.00000000e+00 -1.00000000e+300
3.51186453e+00 1.15415286e+00 5.53132311e+01 7.09981410e-03 4.38598247e-01 1.81992158e+00 5.77599996e-01 0.00000000e+00 -1.00000000e+300
2.75729809e+00 8.26191215e-01 3.17397254e+01 9.19513927e-02 7.45767021e-01 8.76354784e-01 4.49769683e-01 0.00000000e+00 -1.00000000e+300
3.58691991e+00 1.15374750e+00 3.23494345e+01 2.77627280e-02 9.30551013e-01 1.46308242e+00 7.44324976e-01 0.00000000e+00 -1.00000000e+300
2.40629343e+00 1.13056507e+00 6.17024831e+01 8.51553916e-02 5.63601847e-01 1.00881345e+00 2.44109994e-01 0.00000000e+00 -1.00000000e+300
3.25114212e+00 9.35362156e-01 3.86547816e+01 9.90070602e-02 9.40832308e-02 1.17147790e+00 2.60462814e-01 0.00000000e+00 -1.00000000e+300
2.50211611e+00 9.31577514e-01 2.64451138e+01 7.25876060e-02 3.39600883e-02 1.48623945e+00 6.34555041e-01 0.00000000e+00 -1.00000000e+300
3.56129547e+00 9.32590388e-01 9.09636560e+01 4.18233722e-02 6.74862755e-01 1.14961265e+00 7.49495505e-01 0.00000000e+00 -1.00000000e+300
2.56541590e+00 8.02021544e-01 6.90166002e+01 7.73335394e-02 3.58463631e-01 1.87872206e-01 4.61287845e-01 0.00000000e+00 -1.00000000e+300
2.63021221e+00 9.97601818e-01 3.86546894e+01 7.63605804e-02 7.69354338e-01 1.79995274e+00 1.95910203e-01 0.00000000e+00 -1.00000000e+300
1.93504833e+00 8.24636126e-01 9.37558648e+01 8.81689818e-02 7.89686275e-01 1.59088791e+00 5.55739013e-01 0.00000000e+00 -1.00000000e+300
3.44136506e+00 1.19165748e+00 8.24690247e+01 6.84928203e-02 1.60873938e-01 1.98131139e+00 5.03276698e-01 0.00000000e+00 -1.00000000e+300
2.33280515e+00 1.08254779e+00 6.58437604e+01 9.69128063e-02 4.49349846e-01 1.60487648e+00 4.96542281e-01 0.00000000e+00 -1.00000000e+300
1.64276676e+00 1.15406591e+00 8.82867290e+01 8.77341262e-02 2.15869822e-01 1.89684258e+00 2.09216494e-01 0.00000000e+00 -1.00000000e+300
2.24036579e+00 1.00040094e+00 4.14172894e+01 3.89082728e-02 4.97011728e-01 2.21826608e-01 3.36564035e-01 0.00000000e+00 -1.00000000e+300
1.66113401e+00 9.54985729e-01 6.76951532e+01 9.86650014e-02 4.74411211e-01 1.95549674e+00 5.59482061e-01 0.00000000e+00 -1.00000000e+300
2.17048144e+00 9.18404678e-01 3.85731838e+01 5.70635327e-02 5.72083477e-01 1.45152689e+00 6.65101247e-01 0.00000000e+00 -1.00000000e+300
3.64477174e+00 9.26127408e-01 2.87206833e+01 9.90670440e-02 6.51586959e-01 1.93680023e-01 3.08052566e-01 0.00000000e+00 -1.00000000e+300
2.55227351e+00 1.16346629e+00 9.90040557e+01 6.63469082e-03 8.65991260e-01 8.11606486e-01 2.71837504e-01 0.00000000e+00 -1.00000000e+300
2.07058011e+00 1.12619966e+00 7.99096766e+01 8.06122204e-02 4.77368581e-02 1.90340953e+00 4.03777295e-01 0.00000000e+00 -1.00000000e+300
3.87945109e+00 1.10998862e+00 6.12928813e+01 6.46143801e-02 8.06722234e-01 3.31069955e-01 4.84207936e-01 0.00000000e+00 -1.00000000e+300
3.25569975e+00 8.18287889e-01 5.54656881e+01 6.56702308e-02 7.94644720e-01 7.97332045e-01 4.58392476e-01 0.00000000e+00 -1.00000000e+300
2.72548871e+00 1.10368210e+00 3.36821673e+01 1.25865890e-02 8.51249516e-01 8.86809527e-01 3.88211887e-01 0.00000000e+00 -1.00000000e+300
1.89258481e+00 9.09871933e-01 6.63760764e+01 5.99031313e-02 5.09911578e-01 2.74427968e-02 3.05994865e-01 0.00000000e+00 -1.00000000e+300
2.11148051e+00 8.08001387e-01 2.64309870e+01 8.13724028e-02 6.50094838e-01 2.98356762e-01 4.46878893e-01 0.00000000e+00 -1.00000000e+300
2.19748348e+00 1.16794284e+00 5.12601013e+01 4.48658021e-02 8.60761887e-01 1.99434955e+00 2.44705948e-01 0.00000000e+00 -1.00000000e+300
1.61255096e+00 1.17928748e+00 2.96061916e+01 3.86810902e-02 7.07532120e-01 4.47630222e-04 7.12098046e-01 0.00000000e+00 -1.00000000e+300
2.69315384e+00 1.06790913e+00 2.69273498e+01 4.84643045e-02 6.28696959e-01 1.52868491e+00 6.81247021e-01 0.00000000e+00 -1.00000000e+300
1.94254022e+00 1.02345115e+00 4.71280073e+01 7.89755729e-03 7.31864409e-01 9.06260941e-01 1.53185077e-01 0.00000000e+00 -1.00000000e+300
3.74427408e+00 1.09789268e+00 4.62070799e+01 7.35949971e-03 9.72610877e-01 1.62098279e+00 6.76158407e-01 0.00000000e+00 -1.00000000e+300
2.71823923e+00 8.36603679e-01 2.12187499e+01 6.94546117e-02 6.26171784e-01 1.68608013e+00 5.43012163e-02 0.00000000e+00 -1.00000000e+300
2.56598192e+00 1.15905574e+00 9.84635919e+01 5.91368647e-02 4.42556351e-01 1.44673158e+00 1.99971478e-01 0.00000000e+00 -1.00000000e+300
2.79469034e+00 1.03573115e+00 8.63874749e+01 5.81566298e-03 8.62503250e-01 1.13329236e+00 2.45983603e-01 0.00000000e+00 -1.00000000e+300
2.65463336e+00 1.11735189e+00 2.92594498e+01 4.35623497e-02 4.60955678e-01 1.88999691e+00 1.80361855e-01 0.00000000e+00 -1.00000000e+300
3.01963199e+00 9.02080901e-01 9.79992206e+01 3.73007184e-02 5.11600032e-02 1.55889082e+00 2.09957661e-01 0.00000000e+00 -1.00000000e+300
2.90728184e+00 8.24892244e-01 6.25935703e+01 2.03208536e-02 5.79980327e-01 1.33479157e-01 5.79893909e-01 0.00000000e+00 -1.00000000e+300
3.06883846e+00 1.10987332e+00 9.73813236e+01 3.90060645e-02 9.42777014e-01 8.89631599e-01 6.49279097e-01 0.00000000e+00 -1.00000000e+300
3.75703425e+00 1.14250237e+00 8.35645209e+01 5.50156120e-02 8.33527430e-01 1.01230967e+00 4.84838756e-01 0.00000000e+00 -1.00000000e+300
2.80232516e+00 9.11589443e-01 8.50600965e+01 9.99856343e-03 3.55560517e-01 6.77279892e-01 2.85480718e-01 0.00000000e+00 -1.00000000e+300
3.46236652e+00 8.56546239e-01 6.09188286e+01 8.20794808e-02 8.56978913e-01 7.62262683e-01 4.61502680e-01 0.00000000e+00 -1.00000000e+300
2.51517842e+00 1.18057686e+00 6.42889086e+01 5.42929878e-02 7.25114775e-01 7.25373868e-01 6.17262682e-01 0.00000000e+00 -1.00000000e+300
3.38201387e+00 1.04182549e+00 8.71772040e+01 4.51398523e-02 2.73860455e-01 1.10637022e+00 6.96999089e-01 0.00000000e+00 -1.00000000e+300
2.74604680e+00 1.03677774e+00 9.13193925e+01 4.23238822e-02 5.02968656e-01 1.58646738e+00 1.63085559e-02 0.00000000e+00 -1.00000000e+300
1.77383172e+00 9.74639278e-01 6.53729088e+01 7.20620444e-03 6.50796790e-01 6.25331228e-01 3.53598330e-01 0.00000000e+00 -1.00000000e+300
1.79655289e+00 8.11080505e-01 8.67321466e+01 4.47863203e-02 3.94829472e-01 1.23849961e+00 5.23366497e-01 0.00000000e+00 -1.00000000e+300
2.37554315e+00 1.00189839e+00 7.33802259e+01 5.88775795e-02 8.80302346e-01 5.83395704e-01 6.98557158e-01 0.00000000e+00 -1.00000000e+300
2.21947942e+00 9.85535231e-01 6.19315189e+01 5.06579533e-02 2.46291108e-01 3.27086154e-01 5.58615486e-01 0.00000000e+00 -1.00000000e+300
1.89149371e+00 1.05464632e+00 2.19449584e+01 9.24436520e-02 9.06096808e-01 1.91594151e+00 4.06576222e-01 0.00000000e+00 -1.00000000e+300
3.43778467e+00 8.16294657e-01 3.35739095e+01 2.60935554e-02 4.25129286e-01 1.00325361e+00 5.07873012e-01 0.00000000e+00 -1.00000000e+300
2.71818180e+00 1.13540116e+00 2.11344690e+01 9.72871087e-02 6.57329308e-01 7.73900962e-01 1.57649568e-01 0.00000000e+00 -1.00000000e+300
2.31312693e+00 1.19218541e+00 3.98103573e+01 4.34107130e-02 9.00856448e-01 1.65227404e+00 2.86169751e-01 0.00000000e+00 -1.00000000e+300
1.99649659e+00 9.35888848e-01 3.35631298e+01 6.34863925e-02 9.08957400e-01 8.98049327e-01 2.80721459e-01 0.00000000e+00 -1.00000000e+300
2.36033638e+00 8.23884793e-01 3.36470046e+01 4.86695506e-02 4.26458237e-01 1.39717611e+00 4.12924201e-01 0.00000000e+00 -1.00000000e+300
3.68578852e+00 1.03749383e+00 9.40061464e+01 2.99039217e-02 6.25421722e-01 1.81622710e+00 3.27709251e-01 0.00000000e+00 -1.00000000e+300
2.53055841e+00 1.06496149e+00 8.22718278e+01 8.91740140e-02 5.21212856e-01 6.21267683e-01 7.11444251e-01 0.00000000e+00 -1.00000000e+300
2.85384962e+00 9.04142812e-01 7.19203643e+01 5.44959727e-02 9.36387527e-01 4.66217318e-01 2.29324810e-01 0.00000000e+00 -1.00000000e+300
2.83741616e+00 1.14681295e+00 7.36537856e+01 5.82788919e-02 5.95695583e-01 2.80401649e-01 4.85737228e-01 0.00000000e+00 -1.00000000e+300
3.26066391e+00 1.18374345e+00 4.01582913e+01 3.89899098e-02 7.07699166e-02 1.59568962e-01 2.94582137e-01 0.00000000e+00 -1.00000000e+300
2.17621240e+00 8.67655015e-01 5.54187388e+01 1.01967342e-02 4.61155384e-01 1.96123521e+00 3.19169198e-01 0.00000000e+00 -1.00000000e+300
3.43872282e+00 9.48133044e-01 7.49021246e+01 6.69933583e-02 4.55895499e-01 1.17128949e+00 6.98379485e-01 0.00000000e+00 -1.00000000e+300
2.77879644e+00 8.95151475e-01 2.21992031e+01 2.33549631e-02 6.25697286e-01 6.68251215e-02 2.51937495e-02 0.00000000e+00 -1.00000000e+300
2.43422288e+00 8.94386119e-01 5.83546660e+01 7.98496306e-02 4.62574661e-01 1.53108509e+00 4.62183793e-01 0.00000000e+00 -1.00000000e+300
2.30155857e+00 8.82098551e-01 9.88656192e+01 4.01660885e-02 9.86248468e-01 7.40570882e-01 1.55197780e-01 0.00000000e+00 -1.00000000e+300
3.28596582e+00 1.06122143e+00 6.44159255e+01 3.33311564e-02 5.85385358e-01 1.52905508e+00 5.03033890e-01 0.00000000e+00 -1.00000000e+300
2.60410472e+00 1.08615026e+00 3.27396350e+01 8.71702771e-02 6.65085681e-01 4.70952287e-01 5.31675235e-01 0.00000000e+00 -1.00000000e+300
2.11722014e+00 1.05029424e+00 3.60214394e+01 2.76632059e-02 9.04576894e-01 1.46208394e+00 3.31185289e-01 0.00000000e+00 -1.00000000e+300
3.69171148e+00 1.10269227e+00 8.84377550e+01 5.74738168e-02 3.45461565e-01 1.00959388e+00 7.21024913e-01 0.00000000e+00 -1.00000000e+300
2.80798678e+00 1.04123083e+00 9.99589807e+01 5.80976684e-02 2.61446224e-01 1.26514888e+00 6.61434005e-01 0.00000000e+00 -1.00000000e+300
2.12267415e+00 1.11755113e+00 7.41718501e+01 5.43296013e-02 4.04833509e-01 1.10994548e+00 1.72703847e-01 0.00000000e+00 -1.00000000e+300
3.43124274e+00 8.38757864e-01 5.37395748e+01 5.49490644e-02 4.81160279e-01 7.90903749e-01 7.30945596e-01 0.00000000e+00 -1.00000000e+300
3.27602154e+00 8.05365458e-01 9.83187088e+01 3.92371011e-02 7.43644401e-01 2.78604424e-02 6.27687259e-01 0.00000000e+00 -1.00000000e+300
2.78784777e+00 8.81516662e-01 9.73853155e+01 8.08415966e-02 3.46491467e-01 1.48592219e+00 6.84314469e-01 0.00000000e+00 -1.00000000e+300
2.95593770e+00 1.07708492e+00 5.80304765e+01 3.95743770e-02 1.69388497e-01 9.56661158e-01 2.38459456e-01 0.00000000e+00 -1.00000000e+300
2.34763293e+00 8.91430227e-01 6.12618471e+01 1.60520208e-02 2.80987843e-01 1.09529559e+00 7.79115344e-01 0.00000000e+00 -1.00000000e+300
1.90698539e+00 1.01457164e+00 3.94304320e+01 9.09292807e-02 8.10062865e-01 1.34344680e+00 1.22051284e-01 0.00000000e+00 -1.00000000e+300
2.40307475e+00 1.10496209e+00 4.13640839e+01 2.16954514e-02 6.20757192e-01 1.59321519e+00 7.96514060e-01 0.00000000e+00 -1.00000000e+300
3.17881912e+00 9.69968102e-01 6.66130274e+01 5.38568503e-02 1.24304582e-01 1.49184317e+00 5.83468073e-01 0.00000000e+00 -1.00000000e+300
1.84306126e+00 1.14106615e+00 6.62444736e+01 9.98935452e-02 9.46503963e-01 1.82254014e+00 3.42000991e-01 0.00000000e+00 -1.00000000e+300
