logA n_s H0 omega_b omega_cdm m_ncdm w0_fld wa_fld tau_reio
3.063993002533788257e+00 9.646162114645370211e-01 7.737763786754595685e+01 2.227986838239498155e-02 1.280986855952565007e-01 4.322832360583984956e-02 -1.218440903159177413e+00 1.066350062252783726e+00 3.138678557166214855e-02
3.031237587033417391e+00 9.015177279421124901e-01 7.253165519505598979e+01 2.227744611852926215e-02 1.273986116571915184e-01 3.759635476792486802e-02 -8.859444513077143757e-01 1.435756713854168254e-01 7.415893520292482499e-02
2.840336850639471944e+00 9.255078368971527691e-01 7.102073030722009150e+01 2.202991009307775361e-02 1.147407250338436102e-01 5.538192263664915016e-02 -9.091669905867476587e-01 4.428824881933839386e-01 1.212691786249706950e-02
3.179898815316944294e+00 9.176950554576716046e-01 7.193255388868642797e+01 2.205074643746503596e-02 1.127979869617631720e-01 7.271347716053182253e-02 -9.942011950661437947e-01 5.590202534445816163e-01 1.009793077203501033e-02
2.873534546938022682e+00 9.435281524868289749e-01 7.087338848917350731e+01 2.216596749737070882e-02 1.278636361413159894e-01 3.394094093062499651e-02 -6.919456401935564216e-01 -3.562903843133078396e-01 3.215447441773023468e-02
2.943174881307107693e+00 9.614679514206696531e-01 7.154093864126932090e+01 2.202748636380334399e-02 1.262133506451032783e-01 5.795806092262668907e-02 -8.672131815756936035e-01 1.768603070471890248e-01 2.439445160564783499e-02
3.069164372034305810e+00 9.248504114633298023e-01 7.423154945130625038e+01 2.210810719968780980e-02 1.249417806955817473e-01 1.019669568314462938e-03 -9.553844369421642391e-01 2.758058237666500823e-01 7.050496709953306407e-02
3.077995065344419690e+00 9.954373059631942411e-01 7.446032633129259182e+01 2.210398422842412350e-02 1.147461247774591853e-01 8.666905464421321981e-02 -1.116619946775489591e+00 8.314694881512911806e-01 1.048112960839892721e-02
2.804449383506522064e+00 9.479483802463832820e-01 7.598290916446882193e+01 2.244926780270165706e-02 1.186712741977877239e-01 2.511743456617937520e-02 -1.198899282873164607e+00 1.138509479709727934e+00 7.738469127086745891e-02
2.851341612288790905e+00 9.839724643182996555e-01 7.223348309025672620e+01 2.250729495744405173e-02 1.187458450540469501e-01 6.938121682096824727e-02 -9.723531807701466523e-01 5.666538040223105810e-01 6.730985574892166257e-02
2.983853508761603379e+00 9.018707831826291432e-01 7.359866277054585737e+01 2.251372761008888640e-02 1.269329641818437715e-01 2.743162081929139198e-02 -9.673700006158538756e-01 4.366833958964533302e-01 7.364906807578493197e-02
3.150672539636784286e+00 9.073634885398649264e-01 7.295942245677400706e+01 2.205464270664771534e-02 1.248185205264158437e-01 9.803849211223501781e-02 -9.615617140761614223e-01 3.868636183240692361e-01 3.473611954823392634e-02
3.199472605197069441e+00 9.608395562575563487e-01 7.273434119304931755e+01 2.215348763014374917e-02 1.235106665775617951e-01 1.405634646946389912e-02 -8.649938419465805772e-01 1.747743931207321744e-01 4.538619161797498996e-02
2.936175492916949459e+00 9.564965663796323181e-01 7.290936997031629119e+01 2.214447910384702289e-02 1.133286074383644398e-01 7.928662555462642758e-02 -1.018842854739480996e+00 5.871159772974854363e-01 3.064310080527193891e-02
