# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  115       5.153802244892e-06       1.988281706957e-08      -1.095185314409e-10       1.989896373610e-08       1.097486100451e-04       6.206174491303e-07      -1.223359759463e-10 
  116       5.133330017565e-06       2.023085050818e-08      -9.358802172443e-11       2.024438926961e-08       1.081974949062e-04       6.237556717108e-07      -1.302037412605e-10 
  117       5.112324612191e-06       2.058200131156e-08      -7.433227044603e-11       2.059256000956e-08       1.066777296398e-04       6.268491052619e-07      -1.383708388503e-10 
  118       5.095107744986e-06       2.093617633383e-08      -5.247794948805e-11       2.094350572755e-08       1.051884149775e-04       6.298997523109e-07      -1.468302574318e-10 
  119       5.086290934948e-06       2.129327589299e-08      -2.880864110034e-11       2.129725879599e-08       1.037283444486e-04       6.329096516851e-07      -1.555741217677e-10 
  120       5.090781546671e-06       2.165319363251e-08      -4.166083285602e-12       2.165385424673e-08       1.022959954757e-04       6.358808769707e-07      -1.645936730001e-10 
  121       5.113788833149e-06       2.201581638294e-08       2.054858481533e-11       2.201332982957e-08       1.008895204705e-04       6.388155349725e-07      -1.738792489837e-10 
  122       5.160829978596e-06       2.238102402351e-08       4.437357753813e-11       2.237572607093e-08       9.950673792901e-05       6.417157641733e-07      -1.834202646194e-10 
  123       5.236342022457e-06       2.274871763378e-08       6.646215008695e-11       2.274108146619e-08       9.814569313376e-05       6.445831769116e-07      -1.932097341063e-10 
  124       5.339324197065e-06       2.311890790526e-08       8.663516712660e-11       2.310941730682e-08       9.680643216200e-05       6.474171166362e-07      -2.032584678536e-10 
  125       5.467204030542e-06       2.349163667321e-08       1.048899628797e-10       2.348075121249e-08       9.548941584674e-05       6.502161966061e-07      -2.135824770675e-10 
  126       5.617181750966e-06       2.386694961958e-08       1.212292393468e-10       2.385510186117e-08       9.419496404773e-05       6.529788323829e-07      -2.241985938184e-10 
  127       5.786225360502e-06       2.424489635729e-08       1.356612129972e-10       2.423248900944e-08       9.292325122867e-05       6.557032359133e-07      -2.351244871085e-10 
  128       5.971065709538e-06       2.462553051437e-08       1.481997614578e-10       2.461293351279e-08       9.167430203441e-05       6.583874096118e-07      -2.463786789401e-10 
  129       6.168191570820e-06       2.500890981815e-08       1.588645702042e-10       2.499645734592e-08       9.044798686822e-05       6.610291404431e-07      -2.579805603839e-10 
  130       6.373844713585e-06       2.539509617948e-08       1.676812792503e-10       2.538308362303e-08       8.924401746899e-05       6.636259940050e-07      -2.699504076469e-10 
  131       6.584014977696e-06       2.578415577689e-08       1.746816298380e-10       2.577283661810e-08       8.806194248844e-05       6.661753086112e-07      -2.823093981408e-10 
  132       6.794435347775e-06       2.617615914080e-08       1.799036111280e-10       2.616574178522e-08       8.690114306838e-05       6.686741893734e-07      -2.950796265498e-10 
  133       7.000577027341e-06       2.657118123769e-08       1.833916068891e-10       2.656182577887e-08       8.576082841791e-05       6.711195022842e-07      -3.082841208992e-10 
  134       7.197644512940e-06       2.696930155429e-08       1.851965421886e-10       2.696111647421e-08       8.464003139062e-05       6.735078682999e-07      -3.219468586230e-10 
  135       7.380570668281e-06       2.737060418181e-08       1.853760300823e-10       2.736364298738e-08       8.353760406190e-05       6.758356574229e-07      -3.360927826325e-10 
  136       7.544011798373e-06       2.777517790007e-08       1.839945183044e-10       2.776943569580e-08       8.245221330604e-05       6.780989827845e-07      -3.507478173844e-10 
  137       7.683600267626e-06       2.818309516278e-08       1.811325350506e-10       2.817851692117e-08       8.138267988141e-05       6.802947192167e-07      -3.659324345551e-10 
  138       7.799859072358e-06       2.859434642080e-08       1.769151956154e-10       2.859087184729e-08       8.032904464879e-05       6.824236904514e-07      -3.816415645984e-10 
  139       7.894684891135e-06       2.900889913068e-08       1.714869374602e-10       2.900647461731e-08       7.929160481227e-05       6.844878020462e-07      -3.978626272410e-10 
  140       7.970129914329e-06       2.942671819457e-08       1.650028883438e-10       2.942529736241e-08       7.827057808933e-05       6.864890470666e-07      -4.145817707171e-10 
  141       8.028404900122e-06       2.984776591043e-08       1.576290707657e-10       2.984731016281e-08       7.726610046840e-05       6.884295066716e-07      -4.317838468946e-10 
  142       8.071882230513e-06       3.027200192238e-08       1.495426064100e-10       3.027248100884e-08       7.627822396639e-05       6.903113506990e-07      -4.494523864011e-10 
  143       8.103098967326e-06       3.069938317092e-08       1.409319205892e-10       3.070077576193e-08       7.530691438621e-05       6.921368382506e-07      -4.675695737505e-10 
  144       8.124759908215e-06       3.112986384319e-08       1.319969466877e-10       3.113215811567e-08       7.435204907433e-05       6.939083182773e-07      -4.861162224690e-10 
  145       8.139740642670e-06       3.156339532328e-08       1.229493306059e-10       3.156658955683e-08       7.341341467826e-05       6.956282301647e-07      -5.050717502214e-10 
  146       8.151090608027e-06       3.199992614249e-08       1.140126352032e-10       3.200402932638e-08       7.249070490417e-05       6.972991043180e-07      -5.244141539376e-10 
  147       8.162036145469e-06       3.243940192958e-08       1.054225447425e-10       3.244443438056e-08       7.158351827434e-05       6.989235627474e-07      -5.441199849385e-10 
  148       8.175983556040e-06       3.288176536106e-08       9.742706933344e-11       3.288775935184e-08       7.069135588473e-05       7.005043196535e-07      -5.641643240627e-10 
  149       8.196522156643e-06       3.332695611144e-08       9.028674937627e-11       3.333395651003e-08       6.981361916255e-05       7.020441820124e-07      -5.845207567922e-10 
  150       8.227427336055e-06       3.377491080352e-08       8.427486000554e-11       3.378297572326e-08       6.894960762371e-05       7.035460501610e-07      -6.051613483792e-10 
  151       8.272663610927e-06       3.422556295867e-08       7.967761553380e-11       3.423476441902e-08       6.809851663044e-05       7.050129183823e-07      -6.260566189721e-10 
  152       8.336387681795e-06       3.467884294707e-08       7.679437389532e-11       3.468926754522e-08       6.725943514877e-05       7.064478754906e-07      -6.471755187417e-10 
  153       8.421987148358e-06       3.513469819766e-08       7.587966104017e-11       3.514643926859e-08       6.643156822845e-05       7.078536709934e-07      -6.684893577117e-10 
  154       8.529089697215e-06       3.559315604610e-08       7.696275104058e-11       3.560627937545e-08       6.561493242804e-05       7.092313669764e-07      -6.899840585611e-10 
  155       8.656280489298e-06       3.605426666008e-08       8.001163001592e-11       3.606880019539e-08       6.480972104593e-05       7.105815614613e-07      -7.116490004381e-10 
  156       8.802039679311e-06       3.651808335762e-08       8.498957808649e-11       3.653401518853e-08       6.401608411794e-05       7.119048099550e-07      -7.334731619076e-10 
  157       8.964740560402e-06       3.698466266056e-08       9.185507750943e-11       3.700193896635e-08       6.323412731928e-05       7.132016238223e-07      -7.554451162183e-10 
  158       9.142647708834e-06       3.745406434795e-08       1.005617208145e-10       3.747258731248e-08       6.246391086664e-05       7.144724686585e-07      -7.775530265704e-10 
  159       9.333915128655e-06       3.792635150954e-08       1.110581189400e-10       3.794597720351e-08       6.170544842017e-05       7.157177626629e-07      -7.997846413825e-10 
  160       9.536584396371e-06       3.840159059921e-08       1.232878093686e-10       3.842212682980e-08       6.095870598558e-05       7.169378750104e-07      -8.221272895592e-10 
  161       9.748582805618e-06       3.887985148846e-08       1.371891642630e-10       3.890105561630e-08       6.022360081612e-05       7.181331242255e-07      -8.445678757586e-10 
  162       9.967721511829e-06       3.936120751982e-08       1.526952986022e-10       3.938278424334e-08       5.950000031462e-05       7.193037765540e-07      -8.670928756593e-10 
  163       1.019169367691e-05       3.984573556032e-08       1.697339783169e-10       3.986733466745e-08       5.878772093553e-05       7.204500443366e-07      -8.896883312283e-10 
  164       1.041807261390e-05       4.033351605495e-08       1.882275284256e-10       4.035473014217e-08       5.808652708698e-05       7.215720843811e-07      -9.123398459875e-10 
  165       1.064430993167e-05       4.082463308007e-08       2.080927411704e-10       4.084499523886e-08       5.739613003278e-05       7.226699963354e-07      -9.350325802822e-10 
  166       1.086773367955e-05       4.131917439695e-08       2.292407841528e-10       4.133815586751e-08       5.671618679443e-05       7.237438210604e-07      -9.577512465472e-10 
  167       1.108554649204e-05       4.181723150510e-08       2.515771084697e-10       4.183423929754e-08       5.604629905324e-05       7.247935390024e-07      -9.804801045753e-10 
  168       1.129482373347e-05       4.231889969585e-08       2.750013568489e-10       4.233327417860e-08       5.538601205225e-05       7.258190685661e-07      -1.003202956784e-09 
  169       1.149251164266e-05       4.282427810569e-08       2.994072717854e-10       4.283529056140e-08       5.473481349838e-05       7.268202644876e-07      -1.025903143483e-09 
  170       1.167542547758e-05       4.333346976981e-08       3.246826036768e-10       4.334031991853e-08       5.409213246435e-05       7.277969162064e-07      -1.048563538141e-09 
  171       1.184096182957e-05       4.384655394093e-08       3.506583733627e-10       4.384839100792e-08       5.345747513255e-05       7.287490895216e-07      -1.071164981414e-09 
  172       1.198930609925e-05       4.436350034410e-08       3.769521047003e-10       4.435951703269e-08       5.283084702618e-05       7.296781869311e-07      -1.093681446610e-09 
  173       1.212140638405e-05       4.488424784153e-08       4.031112836604e-10       4.487370744562e-08       5.221236404415e-05       7.305859729976e-07      -1.116084460170e-09 
  174       1.223827692719e-05       4.540873146437e-08       4.286625310666e-10       4.539097201384e-08       5.160211825267e-05       7.314742387997e-07      -1.138344615602e-09 
  175       1.234099917610e-05       4.593688235293e-08       4.531113040990e-10       4.591132082274e-08       5.100017734566e-05       7.323448017050e-07      -1.160431562380e-09 
