# logA n_s H0 omega_b omega_cdm tau_reio
1.83705643e+00 9.80551129e-01 7.26646371e+01 2.77743404e-02 1.27056045e-01 2.52619998e-01
3.28479459e+00 1.13369689e+00 6.54503942e+01 1.86112393e-02 1.05086096e-01 5.03202129e-01
2.16323035e+00 9.72851287e-01 7.56010636e+01 3.15412065e-02 1.27313993e-01 4.62893581e-01
1.71008722e+00 1.00588039e+00 7.34931155e+01 2.86191651e-02 1.30077790e-01 3.83155731e-02
3.58035913e+00 9.00204855e-01 6.58755769e+01 1.90175316e-02 1.12734352e-01 1.89196953e-01
3.60674573e+00 8.66426327e-01 7.57481945e+01 3.12373986e-02 1.37408204e-01 7.12511113e-01
2.28979993e+00 8.84926511e-01 7.62234518e+01 3.18621405e-02 1.42848384e-01 3.26153107e-01
3.53542661e+00 9.15250716e-01 7.60467349e+01 3.25257116e-02 1.28902469e-01 6.54889157e-01
1.95509787e+00 1.00909192e+00 7.58266236e+01 2.98050285e-02 1.50366659e-01 5.37062688e-01
2.28114008e+00 1.12609771e+00 6.65153796e+01 1.98913373e-02 1.06750435e-01 1.21239178e-02
3.20484389e+00 9.04649827e-01 6.85811696e+01 2.20001251e-02 1.09366742e-01 1.63610781e-01
2.91653126e+00 1.14612126e+00 7.25607803e+01 2.70872350e-02 1.22426348e-01 5.40180276e-01
2.16983328e+00 8.68512340e-01 7.05292630e+01 2.58524845e-02 1.12456100e-01 4.25377651e-01
2.68751614e+00 1.09530222e+00 7.22285141e+01 2.61599339e-02 1.34379904e-01 2.87420121e-01
3.55798359e+00 9.82379273e-01 6.87594601e+01 2.22607631e-02 1.23351715e-01 6.56784128e-01
3.61095420e+00 1.15931256e+00 7.06405519e+01 2.46407503e-02 1.30727500e-01 3.51698681e-01
2.13852783e+00 1.00195245e+00 7.41404672e+01 2.88672858e-02 1.37151159e-01 6.84812393e-01
1.79516007e+00 8.48932861e-01 7.20011486e+01 2.60703447e-02 1.30918131e-01 1.04351907e-01
3.41068921e+00 8.89763321e-01 6.32428572e+01 1.64887337e-02 1.00123364e-01 5.37449722e-01
1.80907024e+00 9.03530387e-01 6.95085789e+01 2.23329710e-02 1.16390541e-01 5.38233893e-01
2.33102225e+00 1.16303594e+00 6.42828497e+01 1.65307431e-02 1.05496656e-01 4.34331918e-02
3.19028307e+00 1.17779664e+00 7.38479365e+01 2.93938927e-02 1.32487618e-01 7.11985286e-01
3.56684119e+00 8.32041466e-01 7.17862185e+01 2.56239462e-02 1.24667489e-01 6.37527700e-01
3.34244007e+00 1.02030683e+00 7.24148303e+01 2.67900005e-02 1.22568841e-01 9.10420598e-02
1.61585742e+00 9.50424072e-01 6.93348431e+01 2.26716626e-02 1.27094661e-01 5.56483620e-01
2.45889477e+00 1.01422704e+00 7.29823046e+01 2.83553806e-02 1.30214509e-01 7.52934334e-01
2.01318021e+00 9.69937839e-01 7.47023987e+01 3.05898172e-02 1.29379374e-01 2.52987018e-01
3.72596143e+00 8.26848348e-01 7.23570341e+01 2.72759053e-02 1.24275384e-01 4.52662585e-01
1.97648058e+00 1.19219311e+00 6.66477930e+01 1.93594070e-02 1.20251297e-01 3.56097897e-01
3.59339523e+00 1.16829383e+00 7.47799869e+01 3.00725358e-02 1.33629517e-01 6.20051963e-01
3.13757641e+00 1.18980428e+00 7.70198216e+01 3.19265866e-02 1.46388122e-01 3.57092347e-01
3.77180956e+00 1.15116524e+00 7.16973742e+01 2.58780052e-02 1.24301477e-01 7.32248126e-01
2.59332927e+00 8.93218631e-01 6.52982030e+01 1.84179507e-02 1.06313141e-01 3.77970575e-01
1.77268058e+00 9.82214649e-01 7.44964164e+01 2.95226905e-02 1.34150401e-01 5.51681524e-01
3.56216395e+00 9.34175596e-01 6.66927585e+01 2.01633200e-02 1.08658987e-01 2.31082715e-01
1.80677759e+00 9.52195770e-01 7.10615559e+01 2.56375987e-02 1.19700655e-01 6.24825562e-01
3.33691439e+00 1.10950634e+00 6.57294372e+01 1.82392056e-02 1.12121342e-01 3.61355632e-01
3.56842089e+00 1.07319256e+00 6.50439084e+01 1.72128300e-02 1.04902785e-01 3.64043722e-02
3.53814962e+00 1.00815318e+00 7.38427939e+01 2.87907552e-02 1.29449824e-01 2.69251629e-01
3.29660359e+00 8.68026481e-01 6.69157627e+01 2.02813355e-02 1.11576565e-01 2.44092806e-01
3.27525971e+00 8.60286931e-01 7.23591897e+01 2.76674137e-02 1.22813115e-01 4.56059514e-01
3.37548979e+00 8.96275384e-01 5.85561983e+01 1.02931905e-02 9.50078179e-02 1.74370315e-01
2.79864733e+00 1.09390794e+00 7.47535587e+01 2.99891217e-02 1.35746235e-01 5.76018662e-01
2.59126323e+00 1.16058365e+00 7.64290839e+01 3.21710095e-02 1.32341318e-01 4.32567682e-02
2.95960003e+00 1.01877757e+00 5.82326486e+01 1.06093086e-02 9.29806283e-02 2.95612353e-01
3.87892993e+00 1.14282079e+00 6.26810358e+01 1.47307324e-02 9.95657362e-02 2.77732654e-01
3.30630018e+00 1.05877393e+00 7.13770334e+01 2.58724248e-02 1.27691867e-01 5.41991192e-02
2.13245945e+00 8.93870915e-01 6.98596406e+01 2.37738111e-02 1.17603322e-01 3.61866563e-01
2.95351374e+00 8.14156754e-01 6.94639689e+01 2.33561626e-02 1.13365847e-01 4.59787604e-02
2.26002415e+00 1.10616121e+00 7.54845283e+01 3.02984115e-02 1.44519989e-01 6.37951268e-01
1.67089943e+00 1.04439399e+00 7.67719280e+01 3.23613619e-02 1.48238839e-01 4.82218600e-01
2.00919064e+00 1.19887849e+00 7.50729809e+01 2.93347425e-02 1.38427985e-01 4.32556765e-01
3.10718007e+00 1.12522222e+00 7.40095782e+01 2.97397095e-02 1.28646944e-01 5.01656486e-01
3.24477866e+00 9.81734825e-01 7.26992020e+01 2.63675376e-02 1.30230116e-01 2.97670633e-01
3.35281994e+00 1.04254877e+00 7.02737469e+01 2.45642159e-02 1.27071746e-01 7.29297467e-01
3.74646485e+00 9.42672662e-01 7.54739553e+01 3.06503948e-02 1.38942899e-01 3.74826252e-01
2.60127872e+00 1.04890011e+00 6.29944222e+01 1.53244825e-02 1.01900100e-01 1.92103756e-01
3.18613872e+00 8.71562219e-01 6.83231184e+01 2.15554900e-02 1.17829836e-01 2.79798257e-01
3.83912216e+00 1.09787898e+00 7.15801942e+01 2.62714571e-02 1.25800702e-01 6.73563220e-01
2.77438563e+00 1.10462662e+00 7.24970406e+01 2.65937096e-02 1.29342645e-01 6.34076365e-01
2.10510054e+00 1.02444667e+00 7.63524233e+01 3.23451210e-02 1.33634591e-01 2.68148799e-01
3.65144503e+00 1.04232322e+00 7.53978628e+01 3.10668655e-02 1.39642475e-01 2.55380703e-01
2.88245064e+00 9.80851278e-01 7.20145298e+01 2.64892631e-02 1.27433022e-01 2.01480033e-01
3.61501267e+00 1.02569543e+00 6.45287648e+01 1.72905661e-02 1.09793949e-01 4.66593884e-01
2.61126728e+00 1.12634177e+00 7.07636496e+01 2.54125921e-02 1.17074912e-01 5.66961065e-01
1.64423544e+00 8.56261999e-01 6.78986514e+01 2.11792445e-02 1.14748595e-01 1.06449998e-01
2.69734394e+00 9.11204159e-01 6.88237944e+01 2.24224447e-02 1.15945337e-01 5.58035782e-01
3.39442233e+00 9.00968525e-01 7.31567948e+01 2.84531105e-02 1.30841566e-01 3.46156092e-01
3.08829286e+00 1.12723306e+00 7.09323424e+01 2.62122214e-02 1.28540014e-01 3.30055429e-01
2.19347869e+00 1.04647040e+00 6.86382561e+01 2.24718315e-02 1.16826821e-01 3.29733156e-01
3.38904165e+00 1.15122345e+00 7.54329053e+01 3.06724332e-02 1.33444929e-01 2.51592441e-01
2.36862468e+00 8.09659582e-01 7.41411427e+01 2.91915889e-02 1.36296936e-01 1.11067275e-01
3.35890996e+00 1.03972477e+00 6.15086444e+01 1.34098751e-02 1.00356451e-01 2.31261903e-01
1.67351907e+00 1.14061103e+00 6.71459477e+01 2.11491903e-02 1.17310767e-01 6.34447974e-01
3.76050954e+00 8.75154313e-01 7.02737066e+01 2.42595919e-02 1.27588516e-01 3.79966021e-02
3.74254668e+00 1.01045892e+00 6.57834967e+01 1.88262742e-02 1.13839879e-01 5.87978331e-01
2.63890222e+00 1.19775912e+00 7.30247030e+01 2.77719370e-02 1.29907631e-01 3.38967262e-01
2.24936096e+00 1.15713368e+00 7.71454503e+01 3.24599754e-02 1.40663901e-01 6.44939527e-01
2.17435703e+00 1.18335291e+00 7.50622067e+01 2.98614242e-02 1.35693165e-01 3.60795020e-01
2.52603720e+00 8.27030117e-01 7.16791292e+01 2.64242923e-02 1.29865593e-01 6.89829750e-01
2.61171521e+00 1.18038232e+00 7.55701850e+01 3.15130135e-02 1.39088892e-01 2.58006002e-01
3.47590528e+00 1.13333844e+00 6.82671967e+01 2.23585674e-02 1.07307536e-01 3.31841748e-01
2.24565663e+00 1.16775237e+00 5.58288426e+01 7.41139438e-03 8.37782062e-02 7.28955063e-02
3.47215532e+00 1.06973949e+00 6.00247806e+01 1.18522554e-02 9.79716465e-02 1.27385641e-01
3.13785478e+00 9.50102769e-01 6.49023268e+01 1.78393167e-02 1.02852749e-01 2.84632627e-01
2.80303263e+00 8.64941274e-01 6.06558921e+01 1.27397745e-02 9.44181295e-02 3.46424846e-01
2.25272256e+00 1.11370066e+00 7.47835187e+01 2.98093524e-02 1.32950942e-01 5.45304670e-01
3.55798359e+00 9.82379273e-01 6.87594601e+01 2.22607631e-02 1.23351715e-01 6.56784128e-01
1.93753244e+00 8.24933151e-01 6.86256508e+01 2.24793825e-02 1.18587373e-01 8.71300365e-02
3.12520187e+00 1.05296530e+00 7.12224241e+01 2.55655729e-02 1.17994413e-01 4.97981247e-01
3.88238360e+00 1.06878895e+00 7.20365756e+01 2.64792842e-02 1.23283078e-01 4.01228333e-01
2.12621934e+00 8.36668237e-01 6.63963046e+01 1.92606375e-02 1.08679210e-01 5.32439746e-01
3.69899183e+00 1.00389161e+00 7.63243341e+01 3.23169821e-02 1.35200302e-01 2.20688235e-01
2.16034079e+00 8.54258142e-01 6.64152454e+01 2.08958335e-02 1.13969645e-01 4.13862081e-01
2.61498955e+00 9.82481565e-01 6.26098954e+01 1.54580092e-02 9.60970188e-02 1.14463343e-01
1.73092680e+00 9.66858436e-01 6.63734516e+01 1.95256383e-02 1.10625524e-01 2.37944940e-01
3.43806922e+00 9.23547042e-01 7.45011780e+01 2.93933110e-02 1.34439848e-01 6.85960998e-01
2.70172693e+00 1.02347582e+00 7.14239887e+01 2.56450174e-02 1.21645320e-01 5.37868121e-01
2.51319819e+00 1.11174056e+00 6.10499267e+01 1.36371451e-02 9.29257018e-02 1.49430499e-01
3.69111440e+00 8.49788248e-01 6.67987682e+01 2.01807711e-02 1.11162993e-01 1.13301111e-01
2.70616124e+00 1.17899969e+00 7.78981167e+01 3.25918630e-02 1.47166179e-01 1.51756830e-01
2.63967416e+00 8.07184674e-01 7.32544785e+01 2.73920209e-02 1.36258043e-01 5.53093349e-02
1.89681080e+00 1.11837755e+00 7.29887485e+01 2.82858055e-02 1.24029041e-01 3.09941392e-01
3.39442233e+00 9.00968525e-01 7.31567948e+01 2.84531105e-02 1.30841566e-01 3.46156092e-01
2.46755365e+00 1.17307909e+00 7.47463384e+01 3.00858149e-02 1.36915918e-01 7.77650709e-01
3.00514811e+00 1.03339861e+00 6.07108566e+01 1.29694823e-02 9.34739401e-02 4.70747537e-01
1.72005276e+00 1.05358455e+00 6.54293955e+01 1.84889492e-02 1.10449999e-01 2.41276386e-01
3.48806298e+00 1.17661013e+00 7.03965759e+01 2.53533921e-02 1.19534494e-01 6.36849701e-01
1.61991075e+00 1.14957938e+00 6.21870951e+01 1.49929816e-02 9.61823356e-02 4.17489245e-01
2.35742758e+00 8.16091145e-01 6.67779800e+01 2.10500595e-02 1.12593611e-01 6.81728791e-01
1.84031496e+00 8.38155372e-01 6.67032468e+01 2.02700919e-02 1.12968721e-01 4.47555872e-01
3.72596143e+00 8.26848348e-01 7.23570341e+01 2.72759053e-02 1.24275384e-01 4.52662585e-01
3.78501349e+00 8.72999911e-01 7.50937210e+01 3.03518200e-02 1.29684775e-01 2.54038397e-01
1.77687353e+00 8.62337447e-01 7.50434584e+01 2.92504220e-02 1.45314436e-01 4.89712314e-01
2.38724519e+00 9.74348455e-01 6.50114602e+01 1.73693897e-02 1.09722056e-01 2.16419871e-01
3.75058693e+00 1.06874842e+00 6.04273583e+01 1.23200266e-02 9.78041078e-02 1.94985206e-01
2.01346711e+00 1.19077155e+00 7.45066653e+01 3.05661511e-02 1.26290702e-01 4.26458962e-01
3.90297995e+00 9.35803670e-01 6.81242789e+01 2.24697519e-02 1.11988163e-01 2.87767348e-02
3.54810752e+00 8.21711957e-01 7.57333151e+01 3.18339294e-02 1.32373171e-01 3.76311816e-01
2.08920671e+00 9.93082020e-01 7.13194910e+01 2.61441602e-02 1.23333492e-01 4.94856622e-01
3.04553353e+00 1.18699385e+00 7.44476872e+01 2.94975748e-02 1.31286291e-01 4.52893204e-01
2.59824643e+00 9.26642554e-01 6.68781439e+01 1.97731946e-02 1.15467563e-01 2.95319100e-01
1.76204914e+00 1.04512738e+00 6.90717601e+01 2.29048199e-02 1.18964336e-01 1.50906445e-01
3.72584985e+00 8.24993951e-01 7.16728775e+01 2.61733953e-02 1.24148095e-01 6.24518262e-01
3.24477866e+00 9.81734825e-01 7.26992020e+01 2.63675376e-02 1.30230116e-01 2.97670633e-01
3.26422521e+00 8.46525705e-01 6.84011215e+01 2.30631936e-02 1.14975174e-01 7.02192765e-01
2.73923275e+00 1.03263483e+00 7.25785182e+01 2.69960469e-02 1.24231879e-01 4.93389388e-01
2.88810991e+00 8.71366404e-01 6.73804966e+01 2.03187791e-02 1.15239316e-01 6.02497896e-01
2.72034915e+00 1.16924465e+00 7.68809872e+01 3.24952541e-02 1.46271817e-01 7.88621447e-02
3.35181395e+00 8.16636269e-01 7.43031537e+01 2.92302495e-02 1.44372320e-01 5.31524645e-02
2.05562146e+00 1.12525287e+00 7.36352153e+01 2.86039599e-02 1.28512945e-01 3.24121274e-01
3.61095420e+00 1.15931256e+00 7.06405519e+01 2.46407503e-02 1.30727500e-01 3.51698681e-01
1.67983831e+00 1.19003657e+00 7.16573348e+01 2.56114327e-02 1.31938027e-01 7.76641774e-02
3.31731473e+00 1.00886053e+00 6.55166251e+01 1.77756666e-02 1.08396462e-01 2.35624487e-01
3.53132969e+00 8.61753276e-01 6.63217032e+01 1.94710556e-02 1.10510257e-01 1.48927753e-01
3.43443038e+00 8.58646555e-01 6.93136999e+01 2.40487789e-02 1.16899018e-01 2.88708826e-01
2.53123060e+00 1.01918780e+00 6.47965572e+01 1.78119051e-02 1.06041647e-01 5.36905148e-01
2.38998542e+00 9.69492905e-01 6.02374097e+01 1.25350200e-02 9.64652238e-02 2.42544260e-01
1.79743708e+00 1.19687339e+00 6.99408028e+01 2.40315262e-02 1.24950118e-01 5.93791963e-01
3.59091325e+00 9.68528058e-01 6.92128746e+01 2.33642839e-02 1.12223041e-01 7.15647723e-01
2.42951851e+00 9.78252683e-01 6.89435569e+01 2.30200725e-02 1.15294273e-01 3.12887997e-01
1.66944509e+00 1.13809091e+00 6.91471015e+01 2.35247422e-02 1.16360382e-01 4.64309269e-01
1.61296998e+00 1.09168652e+00 6.53202418e+01 1.86779181e-02 1.04880425e-01 3.27983250e-01
3.28361630e+00 9.06195629e-01 7.69440774e+01 3.17331908e-02 1.40921612e-01 5.69463667e-01
2.96374029e+00 9.98281288e-01 7.28241931e+01 2.71057662e-02 1.35465656e-01 1.97261995e-02
1.71837287e+00 8.92242776e-01 6.93227581e+01 2.19625207e-02 1.13127640e-01 2.23791089e-01
1.89990738e+00 1.00475997e+00 7.13881245e+01 2.59275694e-02 1.28024116e-01 7.62045022e-01
2.10568382e+00 1.17237091e+00 7.04759981e+01 2.43304380e-02 1.24969953e-01 3.72133791e-01
3.23215055e+00 1.04538011e+00 7.69241535e+01 3.15257701e-02 1.45721591e-01 7.55069410e-01
1.81168111e+00 1.18355010e+00 7.61291290e+01 3.07750694e-02 1.43623610e-01 1.67361890e-01
2.98008958e+00 9.71797098e-01 7.11326310e+01 2.49926158e-02 1.13659451e-01 3.45614156e-01
3.84791668e+00 9.73769597e-01 7.15761184e+01 2.60051417e-02 1.21792530e-01 6.51111042e-01
2.59824643e+00 9.26642554e-01 6.68781439e+01 1.97731946e-02 1.15467563e-01 2.95319100e-01
3.63018767e+00 9.07982566e-01 7.06083401e+01 2.49257822e-02 1.18401741e-01 5.34872276e-01
3.33778930e+00 1.10796332e+00 6.42804063e+01 1.74004261e-02 1.16376391e-01 1.74186016e-01
2.65182953e+00 1.16906916e+00 7.11513027e+01 2.47137787e-02 1.23829199e-01 1.62305600e-01
1.82486888e+00 9.40946769e-01 7.59328888e+01 3.13633301e-02 1.32009857e-01 5.47094754e-01
2.02475547e+00 9.85367788e-01 6.99414125e+01 2.40762777e-02 1.21297698e-01 1.75853676e-02
2.21378723e+00 8.03418871e-01 7.07718918e+01 2.44427557e-02 1.22404119e-01 3.53196840e-01
1.92756446e+00 8.10903938e-01 5.93052825e+01 1.18933428e-02 9.31316372e-02 4.26709619e-01
3.08221966e+00 9.94489322e-01 7.52636735e+01 3.04600067e-02 1.38008117e-01 4.50023360e-01
2.00595498e+00 1.17782822e+00 5.96003444e+01 1.16630982e-02 9.38292146e-02 2.22527833e-01
2.85605714e+00 8.87814044e-01 7.52585620e+01 3.10155073e-02 1.33978618e-01 4.13745386e-01
2.92042170e+00 1.16401565e+00 7.20111903e+01 2.57696426e-02 1.37676308e-01 3.84065119e-01
3.90403854e+00 1.16528855e+00 7.07723806e+01 2.55396791e-02 1.20453530e-01 4.69540638e-01
2.29741819e+00 8.37197430e-01 6.61077372e+01 1.98756562e-02 1.07887079e-01 2.64663035e-01
2.37274803e+00 1.04365093e+00 7.58723457e+01 3.16288427e-02 1.35708106e-01 3.26909449e-01
2.63974335e+00 1.17960074e+00 7.64295260e+01 3.28378700e-02 1.44749826e-01 5.61636968e-01
2.82429751e+00 1.12075461e+00 6.31262494e+01 1.55066683e-02 1.04572960e-01 2.12020672e-01
2.21052352e+00 8.26969855e-01 6.12913710e+01 1.38430991e-02 9.90576548e-02 4.04549570e-01
3.34169738e+00 1.08469654e+00 7.71848117e+01 3.26070833e-02 1.48894996e-01 7.06938172e-01
3.63962882e+00 1.11693554e+00 7.29441565e+01 2.72770379e-02 1.27243272e-01 5.41624063e-01
2.66291437e+00 1.16095422e+00 6.70912900e+01 1.95452603e-02 1.17279587e-01 1.25092945e-01
1.98176078e+00 9.35021135e-01 5.98781471e+01 1.19153897e-02 9.17666852e-02 3.09741267e-01
1.98901853e+00 1.18763716e+00 7.48951002e+01 2.95553309e-02 1.35820664e-01 4.00220696e-01
2.69734394e+00 9.11204159e-01 6.88237944e+01 2.24224447e-02 1.15945337e-01 5.58035782e-01
2.30170127e+00 9.96139579e-01 6.53391476e+01 1.83141747e-02 1.09916798e-01 1.90154600e-01
1.71916665e+00 1.03538038e+00 7.13641911e+01 2.46478547e-02 1.34187988e-01 5.56774468e-01
3.27192436e+00 8.97938863e-01 7.20766928e+01 2.68557863e-02 1.26600595e-01 2.61814779e-01
3.57569932e+00 8.04494114e-01 7.08838976e+01 2.52798148e-02 1.24395260e-01 4.30422257e-01
1.82245026e+00 9.13577131e-01 7.19279727e+01 2.57785348e-02 1.24832383e-01 5.51515277e-01
2.99457201e+00 1.15685316e+00 7.43164347e+01 2.86852271e-02 1.36072016e-01 4.48929203e-01
2.45282644e+00 8.66293325e-01 6.01719944e+01 1.26954559e-02 9.94747106e-02 1.87310409e-01
2.01177187e+00 8.95768084e-01 5.84898882e+01 1.06240108e-02 8.80629508e-02 2.74984843e-01
3.42737340e+00 1.12982591e+00 6.87875187e+01 2.19792700e-02 1.21662742e-01 1.13444230e-01
3.61727499e+00 9.90749375e-01 7.55801133e+01 3.07644697e-02 1.32312868e-01 2.45764977e-01
2.99298912e+00 1.02023605e+00 6.05062816e+01 1.27093640e-02 8.99152874e-02 3.56647880e-01
3.44437281e+00 8.08331265e-01 7.27027199e+01 2.74485605e-02 1.35179979e-01 5.91115090e-01
2.02924151e+00 9.85205512e-01 7.09523185e+01 2.52083442e-02 1.29640426e-01 5.32989699e-01
2.63974335e+00 1.17960074e+00 7.64295260e+01 3.28378700e-02 1.44749826e-01 5.61636968e-01
1.91023142e+00 9.89003287e-01 7.58884015e+01 3.17076598e-02 1.36933056e-01 3.11664573e-01
3.33932742e+00 9.98045378e-01 6.61288151e+01 1.97156885e-02 1.07625766e-01 4.81934049e-01
2.22411697e+00 1.19785419e+00 6.61444211e+01 1.96718803e-02 1.06574724e-01 4.94404602e-01
1.90334770e+00 1.18417864e+00 6.72741528e+01 1.97709889e-02 1.09586561e-01 3.25058002e-01
2.58013577e+00 1.03394320e+00 6.28871012e+01 1.53587300e-02 1.02817396e-01 5.20387187e-01
3.54931709e+00 9.54972132e-01 6.81683584e+01 2.06588243e-02 1.16821301e-01 2.56263898e-01
2.02924151e+00 9.85205512e-01 7.09523185e+01 2.52083442e-02 1.29640426e-01 5.32989699e-01
3.60732402e+00 1.12512977e+00 7.20859891e+01 2.68077483e-02 1.34443733e-01 1.74119868e-01
3.04553353e+00 1.18699385e+00 7.44476872e+01 2.94975748e-02 1.31286291e-01 4.52893204e-01
3.13968784e+00 1.18119549e+00 7.44132675e+01 2.96918048e-02 1.41268630e-01 1.81278288e-01
3.16413579e+00 1.01447456e+00 6.38804482e+01 1.62365865e-02 1.06665161e-01 9.28607132e-02
3.06829663e+00 9.32846841e-01 7.59951454e+01 3.07154060e-02 1.48857381e-01 6.96072408e-02
2.03195010e+00 8.11673891e-01 7.16164758e+01 2.62889769e-02 1.33881478e-01 4.67455163e-01
3.59773524e+00 8.70625166e-01 6.12600462e+01 1.35054116e-02 1.00422770e-01 1.75143204e-01
2.71476850e+00 1.16198552e+00 6.94552378e+01 2.36059737e-02 1.19660628e-01 5.85100029e-01
3.44437281e+00 8.08331265e-01 7.27027199e+01 2.74485605e-02 1.35179979e-01 5.91115090e-01
2.53234630e+00 9.62168925e-01 6.92281334e+01 2.26254989e-02 1.16576824e-01 3.46261603e-01
2.70856285e+00 8.42853121e-01 7.51524343e+01 3.12823314e-02 1.31554784e-01 6.97196792e-01
2.79665371e+00 9.63161128e-01 6.88859505e+01 2.28109830e-02 1.21036999e-01 6.12809758e-01
1.67669006e+00 1.04619908e+00 7.28800074e+01 2.80573225e-02 1.30808105e-01 1.02161027e-01
2.10611458e+00 9.49678109e-01 7.45362965e+01 3.03523840e-02 1.37729150e-01 7.62797446e-01
3.72495900e+00 1.12910864e+00 6.90835162e+01 2.32094748e-02 1.22927940e-01 5.90210941e-01
2.92123337e+00 8.36717675e-01 7.52492270e+01 3.11085962e-02 1.36081345e-01 6.72732636e-01
2.89702493e+00 9.00920409e-01 7.21253888e+01 2.63175667e-02 1.27298583e-01 1.15563153e-01
2.17376001e+00 1.02164352e+00 7.17439517e+01 2.52024773e-02 1.37089035e-01 8.74250670e-02
2.91209823e+00 8.07884662e-01 6.90898737e+01 2.34862472e-02 1.18178161e-01 6.16081136e-01
2.91417536e+00 9.51017829e-01 6.55842810e+01 1.80597692e-02 1.18443966e-01 9.03745270e-02
1.81921270e+00 1.07952357e+00 6.13973683e+01 1.39270773e-02 9.81918051e-02 4.11442895e-01
3.64177649e+00 1.12331431e+00 7.53273453e+01 3.05886849e-02 1.38717967e-01 4.43782258e-01
3.40791322e+00 8.74675739e-01 6.35325393e+01 1.59342787e-02 1.03297656e-01 2.60151025e-02
2.63472436e+00 9.93593919e-01 7.57690005e+01 3.17952677e-02 1.32893258e-01 6.41207869e-01
2.14948576e+00 1.12989893e+00 7.00982717e+01 2.39463709e-02 1.19760888e-01 6.78280062e-01
2.25743736e+00 9.19825201e-01 7.26356086e+01 2.79867876e-02 1.29259095e-01 3.70084842e-01
2.49742795e+00 9.71148454e-01 6.49748435e+01 1.77541109e-02 9.69185043e-02 3.37951048e-01
3.40059242e+00 1.19170623e+00 7.13872754e+01 2.54903771e-02 1.19798073e-01 6.39915560e-01
3.85850533e+00 1.19213185e+00 6.61076993e+01 1.97467630e-02 1.07778098e-01 9.07994506e-02
2.89019712e+00 8.88736977e-01 7.25187677e+01 2.75994876e-02 1.22607362e-01 5.87603926e-02
3.55256881e+00 1.15682351e+00 6.81351540e+01 2.18153287e-02 1.14829118e-01 1.16087738e-01
2.31736076e+00 8.90895993e-01 7.54636984e+01 3.21724362e-02 1.33093582e-01 2.13853854e-02
2.52736182e+00 1.08850459e+00 6.45572454e+01 1.74489247e-02 1.07417665e-01 9.10191875e-02
1.72995109e+00 9.93424411e-01 7.14426683e+01 2.64093525e-02 1.27883211e-01 5.94787472e-02
2.08030245e+00 9.58991498e-01 6.70160087e+01 1.96701697e-02 1.11367368e-01 2.20067892e-01
2.85251371e+00 9.82161942e-01 7.17190513e+01 2.71350139e-02 1.32397617e-01 6.36521956e-01
2.51897489e+00 9.51386642e-01 7.25825097e+01 2.73455275e-02 1.25863850e-01 3.67724719e-02
2.74796184e+00 8.38077606e-01 6.57785093e+01 1.80873808e-02 1.13304978e-01 9.76584191e-02
3.56011320e+00 1.17389765e+00 6.90721849e+01 2.26471483e-02 1.19847714e-01 6.09577304e-01
2.27344677e+00 8.00801310e-01 7.07572198e+01 2.55334852e-02 1.18020998e-01 7.83214728e-01
3.72275856e+00 1.07586262e+00 6.83541732e+01 2.22269953e-02 1.15409044e-01 6.51556563e-01
2.63641286e+00 9.92607133e-01 7.45324739e+01 3.00206260e-02 1.34561254e-01 6.98476764e-01
3.76401669e+00 8.08064344e-01 7.49903881e+01 3.07489713e-02 1.35074771e-01 5.48096893e-01
3.89154564e+00 1.18234328e+00 7.33496015e+01 2.91273228e-02 1.23078293e-01 5.63599846e-01
3.17205365e+00 9.60845955e-01 7.21226446e+01 2.68271175e-02 1.17654783e-01 1.89020528e-01
2.95886248e+00 1.19073042e+00 7.30723219e+01 2.85631714e-02 1.28731636e-01 1.99654873e-01
2.69145707e+00 9.03636173e-01 6.42549376e+01 1.66985517e-02 1.06137021e-01 5.25472758e-01
2.04156570e+00 9.88053170e-01 7.63324893e+01 3.13761573e-02 1.41339069e-01 5.13844266e-01
2.17457624e+00 8.96311178e-01 7.61764717e+01 3.14638866e-02 1.34126926e-01 1.98385032e-01
2.95960003e+00 1.01877757e+00 5.82326486e+01 1.06093086e-02 9.29806283e-02 2.95612353e-01
3.33060059e+00 1.01428016e+00 6.08596285e+01 1.30240150e-02 9.50767857e-02 2.38031835e-01
1.75512240e+00 8.38789250e-01 7.28317255e+01 2.72019639e-02 1.38934979e-01 1.31905449e-01
2.72603242e+00 9.17101733e-01 6.83334378e+01 2.17821534e-02 1.21101028e-01 1.75238161e-01
3.30917050e+00 1.12309276e+00 7.61659824e+01 3.17401742e-02 1.43574758e-01 7.31906627e-01
1.70762458e+00 8.79383710e-01 6.94814959e+01 2.31537443e-02 1.17623706e-01 8.05876331e-02
3.45284717e+00 9.83813637e-01 7.13595283e+01 2.60400307e-02 1.21746092e-01 5.08234440e-02
3.62124849e+00 1.07877110e+00 7.55151922e+01 3.05076018e-02 1.38670554e-01 6.45038329e-01
1.95251195e+00 9.94070755e-01 7.64024052e+01 3.18985803e-02 1.35368602e-01 5.89322138e-01
1.66437821e+00 8.18724360e-01 6.98257916e+01 2.46691127e-02 1.22244902e-01 5.69581886e-01
2.69519041e+00 1.11857139e+00 7.04271378e+01 2.54371839e-02 1.11489440e-01 7.49576209e-01
2.76482755e+00 8.35180003e-01 6.35345342e+01 1.62777770e-02 1.04167896e-01 5.41555205e-01
