# logA n_s H0 omega_b omega_cdm tau_reio weight loglikelihood
2.87767368e+00 1.13472636e+00 7.03956930e+01 2.56356796e-02 1.31840354e-01 4.28598751e-01 1.41520214e-05 -1.19732520e+01
3.41834522e+00 1.04121012e+00 7.62476997e+01 3.21668618e-02 1.57038673e-01 3.91416055e-02 1.43141211e-05 -1.19701874e+01
2.04172568e+00 1.15354194e+00 7.02038113e+01 2.25329918e-02 1.32922319e-01 3.68564635e-01 1.43866687e-05 -1.19591730e+01
2.08133381e+00 1.02544502e+00 6.80400826e+01 2.33054148e-02 1.16365140e-01 3.62356575e-01 1.44700151e-05 -1.19546131e+01
2.43757698e+00 9.51048334e-01 6.57338455e+01 2.06025980e-02 1.03345675e-01 6.15578374e-01 1.46614879e-05 -1.19290441e+01
1.67779608e+00 9.85622490e-01 6.70692437e+01 2.22739223e-02 1.06008591e-01 5.90185585e-01 1.48833203e-05 -1.19204382e+01
3.17302893e+00 9.52353237e-01 6.74568226e+01 1.91340044e-02 1.17015060e-01 9.16924015e-02 1.50300565e-05 -1.19054640e+01
3.56236552e+00 9.49644727e-01 6.90340781e+01 2.22159613e-02 1.34759727e-01 3.41332803e-01 1.51593076e-05 -1.18992703e+01
3.09374795e+00 1.11347034e+00 7.13259869e+01 2.73606232e-02 1.10290815e-01 7.72588760e-01 1.52692095e-05 -1.18870484e+01
2.86085119e+00 8.87776341e-01 6.89789290e+01 2.29868331e-02 1.03905315e-01 7.36911376e-01 1.53840187e-05 -1.18802667e+01
3.46302250e+00 1.13054875e+00 7.33219087e+01 2.71696693e-02 1.21131412e-01 2.47102751e-01 1.54377558e-05 -1.18760714e+01
2.22818419e+00 9.51064953e-01 6.31931150e+01 1.49753654e-02 1.15051482e-01 3.95511465e-01 1.54671928e-05 -1.18724595e+01
3.45576931e+00 9.79962358e-01 6.95279961e+01 2.37727252e-02 1.33733840e-01 2.13594202e-01 1.56066223e-05 -1.18542071e+01
2.83377115e+00 1.18622921e+00 7.79151700e+01 3.26407241e-02 1.67138332e-01 1.14847275e-01 1.58440206e-05 -1.18382502e+01
3.02171334e+00 8.45066292e-01 6.99746852e+01 2.30539921e-02 1.11376728e-01 1.88736443e-01 1.61098384e-05 -1.18169846e+01
2.23666936e+00 1.15891954e+00 6.92618431e+01 2.26615458e-02 1.06538229e-01 1.28887869e-01 1.62653124e-05 -1.18149330e+01
2.70460373e+00 1.04766579e+00 5.72868409e+01 1.00160678e-02 9.23110545e-02 2.36863265e-02 1.63323590e-05 -1.18047861e+01
2.69532823e+00 8.62004777e-01 7.75837538e+01 3.18610082e-02 1.63513195e-01 7.95504542e-01 1.65466581e-05 -1.17849381e+01
2.90084523e+00 1.11695679e+00 5.86171773e+01 1.16961106e-02 9.56824257e-02 4.24766436e-01 1.68118614e-05 -1.17689544e+01
2.93170643e+00 1.10249492e+00 7.40029468e+01 2.98268800e-02 1.46220303e-01 4.37388615e-01 1.69595385e-05 -1.17633945e+01
2.80095621e+00 1.11383850e+00 7.83554218e+01 3.27949643e-02 1.66852902e-01 6.91241771e-01 1.70441556e-05 -1.17550144e+01
1.85980807e+00 1.00915781e+00 7.68053607e+01 3.06736886e-02 1.59675045e-01 3.63725424e-01 1.71811204e-05 -1.17434071e+01
1.92210062e+00 9.27392962e-01 6.50725701e+01 1.68797223e-02 1.19310154e-01 4.18763801e-01 1.73549767e-05 -1.17308875e+01
2.86750213e+00 8.37155981e-01 6.84778959e+01 2.05015182e-02 1.15720997e-01 1.03646406e-01 1.74956992e-05 -1.17232349e+01
3.44105145e+00 1.04261861e+00 5.98793421e+01 1.31401612e-02 9.45586900e-02 6.30981792e-02 1.75626279e-05 -1.17192445e+01
2.10870328e+00 1.03828831e+00 6.70808477e+01 2.23043736e-02 1.05490347e-01 7.05018821e-01 1.76988247e-05 -1.17038442e+01
3.19641092e+00 1.19598071e+00 6.91813958e+01 2.48569441e-02 1.12255537e-01 2.17333159e-01 1.78056873e-05 -1.17031500e+01
3.22274150e+00 1.00949809e+00 6.93503356e+01 2.19045550e-02 1.33103557e-01 5.45159542e-01 1.78400336e-05 -1.16960067e+01
3.15374959e+00 1.04508398e+00 7.72160796e+01 3.09995084e-02 1.52876895e-01 7.40158308e-01 1.78912491e-05 -1.16934095e+01
3.69283097e+00 8.71690010e-01 7.82287857e+01 3.21346493e-02 1.61309141e-01 2.54556492e-01 1.80231577e-05 -1.16773817e+01
3.86884517e+00 9.84635331e-01 7.43382571e+01 2.77594099e-02 1.33021952e-01 5.69232014e-01 1.81731421e-05 -1.16727799e+01
2.22992179e+00 9.38071304e-01 7.22791401e+01 2.53548206e-02 1.44066361e-01 1.47174896e-01 1.82544296e-05 -1.16644717e+01
2.47876716e+00 9.03062834e-01 7.13816753e+01 2.76430720e-02 1.22900944e-01 1.95297475e-02 1.83896893e-05 -1.16540292e+01
2.17211748e+00 1.11842415e+00 6.56579486e+01 1.81914583e-02 1.23452762e-01 1.11819213e-01 1.84720849e-05 -1.16515090e+01
2.34516251e+00 1.05334485e+00 6.65000604e+01 2.13661667e-02 1.11737491e-01 4.58024648e-01 1.84658292e-05 -1.16507092e+01
3.13567398e+00 8.38906686e-01 7.70670998e+01 3.07568898e-02 1.53710093e-01 5.37856680e-01 1.85001880e-05 -1.16438068e+01
2.76033897e+00 9.04280632e-01 7.51029717e+01 2.85509462e-02 1.37733208e-01 4.73950311e-01 1.86340112e-05 -1.16323191e+01
2.89532438e+00 9.84369426e-01 6.62101401e+01 1.80641637e-02 1.22039546e-01 3.40036124e-01 1.87238473e-05 -1.16301600e+01
3.67024287e+00 8.83291269e-01 5.86458640e+01 1.13898506e-02 9.78465173e-02 2.02162713e-01 1.90354401e-05 -1.15956113e+01
2.46969794e+00 9.75626967e-01 6.76310192e+01 2.25209153e-02 1.03044874e-01 2.08439157e-01 1.97018987e-05 -1.15574055e+01
3.58740602e+00 8.93776240e-01 7.06927565e+01 2.52935722e-02 1.08067439e-01 3.52538283e-01 2.01286118e-05 -1.15484160e+01
2.12790532e+00 8.21490713e-01 6.57599039e+01 1.90877352e-02 1.21962418e-01 3.33324788e-01 2.04739256e-05 -1.15195774e+01
2.27538928e+00 1.13923427e+00 7.62493196e+01 2.97856573e-02 1.47050627e-01 4.55152306e-01 2.08176952e-05 -1.15109284e+01
2.72573648e+00 8.92598929e-01 6.86896177e+01 2.11095949e-02 1.13283503e-01 5.40051034e-01 2.13591183e-05 -1.14647452e+01
3.16150215e+00 1.12400786e+00 7.15945055e+01 2.46520035e-02 1.41952257e-01 5.64195179e-02 2.18461629e-05 -1.14613091e+01
2.01165007e+00 9.80234681e-01 6.90550439e+01 2.36076177e-02 1.03951787e-01 1.96797684e-01 2.18478197e-05 -1.14605947e+01
1.77401736e+00 9.02290441e-01 7.30704764e+01 2.64757528e-02 1.47313703e-01 1.50478866e-01 2.20938324e-05 -1.14350809e+01
3.48506571e+00 1.15882369e+00 7.64360541e+01 3.09996341e-02 1.32958533e-01 7.79158961e-01 2.23573871e-05 -1.14327207e+01
3.60250578e+00 1.15013318e+00 6.95273495e+01 2.43188494e-02 1.05140375e-01 3.60304489e-01 2.24115938e-05 -1.14262508e+01
2.36918435e+00 1.14799976e+00 6.80247461e+01 2.22872693e-02 1.26569839e-01 3.95450906e-01 2.24510890e-05 -1.14251931e+01
1.88526133e+00 1.06413931e+00 6.66489233e+01 2.15068142e-02 1.12583044e-01 4.63026812e-01 2.25192905e-05 -1.14162083e+01
2.12719153e+00 8.75677751e-01 7.19349163e+01 2.84098240e-02 1.17909885e-01 2.99947134e-01 2.30360893e-05 -1.13761975e+01
2.72396384e+00 1.12445698e+00 6.12818788e+01 1.44417416e-02 1.03624628e-01 3.44044850e-02 2.36381914e-05 -1.13602723e+01
1.86974135e+00 8.68364941e-01 6.27221071e+01 1.64432710e-02 1.03878062e-01 1.81880915e-01 2.40734616e-05 -1.13357952e+01
3.86721920e+00 8.74056800e-01 7.51009094e+01 3.22931763e-02 1.38796252e-01 4.51393234e-01 2.46593326e-05 -1.13082258e+01
1.91991904e+00 8.67196624e-01 6.26937980e+01 1.58352577e-02 8.99955930e-02 2.25130679e-01 2.54179645e-05 -1.12713476e+01
3.51216459e+00 1.08609493e+00 6.58118613e+01 1.99595927e-02 1.16036772e-01 2.39880423e-01 2.59653059e-05 -1.12613049e+01
2.36274947e+00 1.02349172e+00 7.07237133e+01 2.35585553e-02 1.18497265e-01 2.98329819e-01 2.62960009e-05 -1.12421073e+01
2.32510944e+00 9.73129378e-01 7.46218071e+01 3.16557909e-02 1.20118870e-01 6.35051683e-01 2.65137057e-05 -1.12407274e+01
2.63090886e+00 8.54672387e-01 6.94265269e+01 2.21566725e-02 1.33460414e-01 5.71394761e-01 2.67762380e-05 -1.12185279e+01
3.66184889e+00 1.04781515e+00 7.66659912e+01 3.12855768e-02 1.61134460e-01 4.88030242e-01 2.71691966e-05 -1.12075006e+01
3.35615431e+00 9.88693755e-01 7.42068675e+01 3.12846252e-02 1.32266979e-01 3.36235708e-01 2.76695501e-05 -1.11782185e+01
2.28288896e+00 8.63953668e-01 6.56700757e+01 1.88637195e-02 9.64439425e-02 7.58028962e-02 2.80518503e-05 -1.11758475e+01
3.53742825e+00 1.09132145e+00 6.65442980e+01 1.83379370e-02 1.21559948e-01 1.62695249e-01 2.80604817e-05 -1.11736070e+01
1.96120156e+00 1.01703435e+00 6.94285670e+01 2.44725315e-02 1.27287547e-01 4.69574200e-01 2.81520481e-05 -1.11653515e+01
1.71837287e+00 8.92242776e-01 6.93227581e+01 2.19625207e-02 1.13127640e-01 2.23791089e-01 2.82995439e-05 -1.11591524e+01
2.67157139e+00 9.13144740e-01 7.10444451e+01 2.73208893e-02 1.20901446e-01 6.65092852e-01 2.84430843e-05 -1.11512428e+01
2.72726452e+00 1.12197690e+00 6.92225369e+01 2.15785204e-02 1.15856763e-01 6.50496108e-02 2.85931436e-05 -1.11446279e+01
1.97228989e+00 8.63387165e-01 6.30092110e+01 1.46568872e-02 1.12592189e-01 4.49092425e-01 2.88781375e-05 -1.11274737e+01
3.44385400e+00 1.10456039e+00 7.32319030e+01 2.62371870e-02 1.32267265e-01 9.40823575e-02 2.95128582e-05 -1.10973035e+01
1.81490604e+00 1.00210820e+00 6.19148903e+01 1.49218288e-02 1.08507445e-01 4.36998813e-01 3.00285230e-05 -1.10886257e+01
2.97130056e+00 1.09172723e+00 6.99874053e+01 2.47293474e-02 1.06629422e-01 1.47868054e-01 3.02281474e-05 -1.10800553e+01
2.40713548e+00 8.53168053e-01 7.41181841e+01 2.81006737e-02 1.24989164e-01 1.50032392e-01 3.04890948e-05 -1.10674599e+01
2.14487415e+00 9.21125135e-01 6.80142616e+01 2.11515375e-02 1.03942175e-01 8.32838791e-02 3.06652553e-05 -1.10644995e+01
2.23017415e+00 9.08954087e-01 7.18712673e+01 2.67660141e-02 1.40794294e-01 7.38877885e-01 3.07370662e-05 -1.10587918e+01
3.14651706e+00 1.07640949e+00 6.48915186e+01 1.72878976e-02 9.70165635e-02 4.30043444e-01 3.08023152e-05 -1.10562558e+01
3.33778930e+00 1.10796332e+00 6.42804063e+01 1.74004261e-02 1.16376391e-01 1.74186016e-01 3.09416216e-05 -1.10457967e+01
3.69995234e+00 1.02040588e+00 6.01295748e+01 1.33174195e-02 8.80362397e-02 2.73798311e-01 3.12920609e-05 -1.10297723e+01
2.73538258e+00 9.73380666e-01 7.29533831e+01 2.60381171e-02 1.41213621e-01 6.39535730e-01 3.16549835e-05 -1.10187048e+01
1.65255416e+00 9.28765939e-01 7.75729903e+01 3.16572734e-02 1.44959125e-01 1.64742160e-01 3.17927477e-05 -1.10170612e+01
3.65612874e+00 9.55742777e-01 6.84269979e+01 2.12670464e-02 1.30853040e-01 6.32971304e-01 3.18705855e-05 -1.10098306e+01
3.58270272e+00 9.47608639e-01 7.62673794e+01 3.05174023e-02 1.58931661e-01 1.54808449e-01 3.19443076e-05 -1.10084316e+01
2.54954892e+00 1.19479156e+00 5.95147907e+01 1.06891578e-02 1.02264719e-01 2.02744182e-01 3.23074577e-05 -1.09833828e+01
1.77909653e+00 9.87540021e-01 7.43185413e+01 3.09161285e-02 1.18558280e-01 4.65878329e-01 3.28019901e-05 -1.09739189e+01
3.27517649e+00 8.73975237e-01 7.24645044e+01 2.67939034e-02 1.44938192e-01 7.00826147e-01 3.29580418e-05 -1.09698762e+01
2.03275977e+00 9.53655259e-01 7.45614508e+01 2.93747311e-02 1.52288707e-01 3.20155912e-01 3.30581317e-05 -1.09638633e+01
1.68935735e+00 1.09015899e+00 7.60007057e+01 3.01353825e-02 1.56511964e-01 7.92406975e-01 3.32731311e-05 -1.09529358e+01
3.60723470e+00 1.08827513e+00 7.02511569e+01 2.28799131e-02 1.18860208e-01 2.29558154e-01 3.33963369e-05 -1.09524454e+01
2.10494024e+00 8.07623743e-01 7.67725898e+01 3.06213868e-02 1.57355343e-01 1.72314540e-01 3.34031294e-05 -1.09485368e+01
2.07349965e+00 9.09163798e-01 7.36066786e+01 3.05287910e-02 1.31124708e-01 6.73116643e-01 3.35074653e-05 -1.09422183e+01
2.04288022e+00 9.61824780e-01 7.47671120e+01 2.81041698e-02 1.43613762e-01 5.21279471e-01 3.39989256e-05 -1.09155868e+01
1.98481785e+00 1.12856541e+00 6.80939961e+01 2.16377768e-02 1.03319078e-01 6.17405722e-01 3.44801429e-05 -1.09099436e+01
3.65422586e+00 9.79572979e-01 7.67723721e+01 3.05244998e-02 1.48814369e-01 4.67432776e-01 3.45084587e-05 -1.09099411e+01
3.79327636e+00 1.13039822e+00 7.33679028e+01 2.96252279e-02 1.15932553e-01 5.48628327e-01 3.45815423e-05 -1.09017332e+01
2.62686970e+00 8.38835872e-01 7.60161438e+01 3.23615302e-02 1.22778663e-01 5.22588783e-01 3.49702491e-05 -1.08836547e+01
2.89542528e+00 1.00419722e+00 7.31355780e+01 2.79483473e-02 1.46262178e-01 6.00403055e-01 3.52951312e-05 -1.08791658e+01
1.63065744e+00 8.64268525e-01 6.14869973e+01 1.25905027e-02 1.01392748e-01 3.81861336e-01 3.54868895e-05 -1.08688438e+01
1.63414547e+00 8.53604775e-01 6.69928331e+01 1.93059189e-02 1.25820509e-01 2.03556134e-01 3.56498415e-05 -1.08659825e+01
3.76320047e+00 9.05005364e-01 7.40219886e+01 2.71819063e-02 1.42522376e-01 3.82007991e-01 3.57419755e-05 -1.08596934e+01
2.34637742e+00 9.14342574e-01 7.47592044e+01 3.18368510e-02 1.37369910e-01 5.89192612e-01 3.58621416e-05 -1.08552687e+01
1.82568709e+00 1.09429254e+00 7.50453645e+01 3.11137169e-02 1.20103939e-01 3.74346011e-01 3.59335614e-05 -1.08517166e+01
2.03983658e+00 1.02140679e+00 6.63808751e+01 2.02072051e-02 1.21604559e-01 5.44725777e-01 3.59315264e-05 -1.08513828e+01
2.33666117e+00 1.15230719e+00 7.02042302e+01 2.32633023e-02 1.36850540e-01 2.81055850e-01 3.58939848e-05 -1.08498119e+01
2.71755360e+00 9.14767267e-01 7.40875231e+01 3.06947133e-02 1.38492951e-01 5.04338236e-01 3.59332947e-05 -1.08452023e+01
3.76375946e+00 1.19863434e+00 7.50189519e+01 3.08098333e-02 1.50718075e-01 7.14813319e-01 3.61798958e-05 -1.08321744e+01
2.38717854e+00 1.09638268e+00 6.78937730e+01 2.24627340e-02 1.02328081e-01 4.30725866e-01 3.66876639e-05 -1.08133783e+01
3.55736392e+00 8.26874111e-01 7.46176405e+01 2.98228070e-02 1.51196923e-01 5.65395340e-01 3.77966230e-05 -1.07690235e+01
1.63835304e+00 1.18050850e+00 6.59252770e+01 1.82670260e-02 1.22976609e-01 1.22001708e-01 3.87494400e-05 -1.07591219e+01
2.15630618e+00 9.79493826e-01 6.54214556e+01 1.80967807e-02 9.73919380e-02 4.55437592e-02 3.92466839e-05 -1.07395970e+01
2.06668214e+00 1.16745206e+00 7.22039835e+01 2.52183063e-02 1.26551394e-01 3.81580151e-01 3.96323311e-05 -1.07354783e+01
2.58923765e+00 8.95820517e-01 6.86338848e+01 2.34151108e-02 1.23802328e-01 6.15432305e-02 3.98410689e-05 -1.07251175e+01
1.66294176e+00 1.10632744e+00 6.88054184e+01 2.40973678e-02 1.17665998e-01 9.83329998e-02 4.00226873e-05 -1.07223609e+01
3.87137278e+00 1.12754377e+00 6.93044067e+01 2.37490089e-02 1.05262114e-01 6.28707545e-01 4.01871555e-05 -1.07129399e+01
3.41631698e+00 9.53252329e-01 7.51012746e+01 3.05407170e-02 1.52005042e-01 9.64230799e-02 4.05499694e-05 -1.07004068e+01
3.41890708e+00 8.81416217e-01 6.27921473e+01 1.41640208e-02 9.69370648e-02 1.12603846e-01 4.07983791e-05 -1.06966934e+01
2.40604265e+00 1.05798571e+00 7.58851969e+01 3.15476952e-02 1.24162184e-01 4.67019043e-01 4.10107912e-05 -1.06860499e+01
3.60536937e+00 9.85874583e-01 7.56172127e+01 2.92280359e-02 1.47437017e-01 6.45421199e-01 4.20262974e-05 -1.06441865e+01
3.09667168e+00 1.00938461e+00 6.97793923e+01 2.22996249e-02 1.29061609e-01 6.54733804e-01 4.28721983e-05 -1.06417613e+01
2.10334700e+00 1.13250510e+00 6.08403035e+01 1.41086995e-02 8.82355880e-02 4.87743376e-01 4.32817518e-05 -1.06212788e+01
2.56261214e+00 8.21373981e-01 6.23709077e+01 1.58028448e-02 1.05151908e-01 2.26253254e-01 4.37247948e-05 -1.06172959e+01
3.77043407e+00 8.79994210e-01 7.39696430e+01 2.71958347e-02 1.36821878e-01 3.75617384e-01 4.37900188e-05 -1.06143000e+01
2.14963368e+00 8.90394219e-01 6.38167920e+01 1.69908162e-02 1.14262915e-01 4.37564721e-01 4.38641131e-05 -1.06099213e+01
2.29276038e+00 1.03119962e+00 5.85688391e+01 1.13416318e-02 8.46199229e-02 5.44831569e-02 4.40793118e-05 -1.06005331e+01
3.80706884e+00 1.09626253e+00 7.59635956e+01 3.12222385e-02 1.56626750e-01 4.94683455e-01 4.47420227e-05 -1.05762059e+01
3.48509164e+00 1.01477281e+00 7.74779910e+01 3.15806595e-02 1.59820581e-01 2.41093772e-01 4.54755968e-05 -1.05639016e+01
3.87425099e+00 1.16343661e+00 7.48832080e+01 2.87774335e-02 1.51737279e-01 6.51499484e-01 4.56818852e-05 -1.05631203e+01
3.76255983e+00 9.26966602e-01 6.01561649e+01 1.19297224e-02 1.05621826e-01 1.87443313e-01 4.62116318e-05 -1.05370164e+01
3.25441825e+00 9.71339320e-01 6.68912197e+01 2.15579923e-02 1.15092762e-01 3.69573879e-01 4.67230487e-05 -1.05369418e+01
2.74289737e+00 8.80537813e-01 7.40352055e+01 3.10535661e-02 1.21474443e-01 7.31713405e-01 4.67632092e-05 -1.05313100e+01
3.15312327e+00 1.16070657e+00 6.50848468e+01 1.77420918e-02 9.66193333e-02 3.39502056e-02 4.69616245e-05 -1.05244815e+01
3.18313685e+00 1.19865898e+00 7.78454333e+01 3.19565298e-02 1.60092792e-01 2.32070020e-01 4.71474698e-05 -1.05194096e+01
2.16033017e+00 1.08676679e+00 6.26305282e+01 1.62243219e-02 9.28407848e-02 3.54422804e-01 4.72374899e-05 -1.05166660e+01
1.65758075e+00 1.08954113e+00 6.63430526e+01 1.80566850e-02 1.18456409e-01 4.61703338e-02 4.72322614e-05 -1.05156334e+01
2.26116432e+00 9.53815934e-01 6.97080701e+01 2.21213976e-02 1.25142050e-01 5.22999632e-01 4.77884369e-05 -1.04894283e+01
2.15804045e+00 1.11362292e+00 7.81861608e+01 3.23400364e-02 1.56637661e-01 5.94098023e-01 4.83688294e-05 -1.04873231e+01
3.75792993e+00 8.66874271e-01 5.95338410e+01 1.17716617e-02 1.03044118e-01 2.56367343e-01 4.85081141e-05 -1.04796947e+01
1.65759615e+00 1.00897767e+00 6.80230318e+01 2.27680026e-02 1.04084315e-01 1.93701746e-01 4.90314641e-05 -1.04619291e+01
2.41281710e+00 9.72869716e-01 7.69452723e+01 3.10740805e-02 1.58065777e-01 5.23705164e-01 4.94581068e-05 -1.04582956e+01
3.36821186e+00 1.05246846e+00 6.14124669e+01 1.41439395e-02 8.77045962e-02 2.47864482e-01 4.95766252e-05 -1.04531495e+01
3.43876384e+00 1.01789115e+00 7.39892009e+01 3.09509023e-02 1.21790335e-01 5.99681780e-01 4.99926290e-05 -1.04376408e+01
1.84418533e+00 9.54835666e-01 7.75880441e+01 3.19551709e-02 1.60775254e-01 7.01839255e-01 5.03892730e-05 -1.04332926e+01
3.09638648e+00 1.10742512e+00 5.74774964e+01 8.77802864e-03 8.19847499e-02 3.25302799e-01 5.15791340e-05 -1.03874868e+01
1.97266363e+00 1.17231068e+00 7.79204279e+01 3.20485230e-02 1.53962789e-01 6.15383397e-01 5.27910888e-05 -1.03823284e+01
3.56541218e+00 8.30458836e-01 6.83608573e+01 2.07797834e-02 1.12743645e-01 3.97245920e-01 5.34494291e-05 -1.03588350e+01
3.47380586e+00 1.19141456e+00 6.77712783e+01 2.26651541e-02 1.05581277e-01 1.71879819e-01 5.42585101e-05 -1.03481750e+01
3.14183145e+00 8.23423662e-01 5.72596045e+01 1.00763646e-02 8.44356073e-02 2.30068786e-01 5.49670611e-05 -1.03289544e+01
3.68404190e+00 1.15222685e+00 7.75038145e+01 3.15090565e-02 1.54294906e-01 4.69057006e-01 5.55166457e-05 -1.03241948e+01
2.40983160e+00 1.09818129e+00 6.76544281e+01 2.13821075e-02 1.01950060e-01 2.24573906e-01 5.55935572e-05 -1.03221849e+01
3.16297490e+00 8.52480953e-01 7.53140899e+01 2.95846373e-02 1.30475118e-01 4.51030541e-01 5.56827627e-05 -1.03169978e+01
2.42911829e+00 1.16823950e+00 7.52005781e+01 3.15530601e-02 1.21261139e-01 3.75765857e-02 5.59043055e-05 -1.03102520e+01
3.71766928e+00 1.03453212e+00 7.45072597e+01 3.05366586e-02 1.19224903e-01 7.37871397e-01 5.60336750e-05 -1.03083684e+01
1.98802676e+00 8.38996934e-01 7.21620312e+01 2.57036494e-02 1.20212450e-01 2.60923118e-01 5.62730011e-05 -1.02977593e+01
3.48414114e+00 9.53208569e-01 7.05946208e+01 2.49131718e-02 1.09648182e-01 8.69940224e-02 5.67219176e-05 -1.02884742e+01
3.65996601e+00 8.23625466e-01 7.83893384e+01 3.26673902e-02 1.61787969e-01 2.55597451e-01 5.75770858e-05 -1.02639639e+01
2.47826835e+00 1.07978057e+00 6.04400625e+01 1.38363663e-02 9.47860020e-02 4.30316758e-01 5.91270512e-05 -1.02314643e+01
3.71622299e+00 1.04992327e+00 6.54496564e+01 1.92279465e-02 9.71537306e-02 2.88352568e-01 6.00337058e-05 -1.02292698e+01
3.06724308e+00 9.01344076e-01 5.99882635e+01 1.27429365e-02 8.55928840e-02 2.96344855e-01 6.05195993e-05 -1.02114245e+01
2.56792453e+00 8.30927519e-01 7.56275144e+01 3.21556416e-02 1.22496475e-01 5.22961007e-01 6.13403335e-05 -1.01982966e+01
2.03992404e+00 9.46145270e-01 7.45123809e+01 3.11973831e-02 1.38180241e-01 1.83407958e-01 6.19666286e-05 -1.01871000e+01
3.20727197e+00 1.13516910e+00 6.51631979e+01 1.86240054e-02 9.61109950e-02 3.27783872e-01 6.23071622e-05 -1.01833121e+01
3.43311471e+00 9.33496949e-01 6.05885167e+01 1.33141706e-02 8.63017944e-02 3.69103657e-01 6.27020096e-05 -1.01705072e+01
2.41031434e+00 9.59043604e-01 7.64549403e+01 3.11537296e-02 1.58318773e-01 7.14248446e-01 6.31241199e-05 -1.01658616e+01
2.98008958e+00 9.71797098e-01 7.11326310e+01 2.49926158e-02 1.13659451e-01 3.45614156e-01 6.39549883e-05 -1.01405132e+01
2.60501631e+00 1.04315682e+00 7.02296321e+01 2.60204251e-02 1.13977885e-01 4.74988392e-01 6.47498470e-05 -1.01370044e+01
3.78970228e+00 9.52751235e-01 7.18735669e+01 2.70290692e-02 1.12566807e-01 4.14509030e-01 6.60142063e-05 -1.00982131e+01
2.95886808e+00 1.02963340e+00 5.67753812e+01 9.52707782e-03 8.43572082e-02 1.97610259e-01 6.78464565e-05 -1.00779802e+01
2.73524118e+00 9.24535493e-01 7.49048170e+01 2.99014234e-02 1.51799791e-01 9.64888109e-02 6.89997344e-05 -1.00604803e+01
2.16034079e+00 8.54258142e-01 6.64152454e+01 2.08958335e-02 1.13969645e-01 4.13862081e-01 6.98720289e-05 -1.00488161e+01
3.72460436e+00 8.53523379e-01 6.37411492e+01 1.51692382e-02 1.05367031e-01 3.46936313e-01 7.07912804e-05 -1.00303942e+01
1.88219637e+00 9.24792700e-01 5.57222212e+01 8.44368308e-03 8.70895463e-02 3.18583776e-01 7.19565400e-05 -1.00121654e+01
3.82575757e+00 1.14677953e+00 7.15677397e+01 2.60639033e-02 1.12765469e-01 1.15930242e-01 7.27520541e-05 -1.00043408e+01
2.20945292e+00 1.02636592e+00 7.61018851e+01 3.05510486e-02 1.34247047e-01 6.37799688e-01 7.29764691e-05 -1.00019956e+01
1.97215288e+00 1.17672265e+00 7.06799569e+01 2.49772385e-02 1.10681821e-01 7.00049500e-01 7.29652710e-05 -1.00006508e+01
3.41192298e+00 8.82855009e-01 7.15841636e+01 2.64612515e-02 1.38149988e-01 7.72953426e-01 7.29545430e-05 -9.99829463e+00
2.90917270e+00 8.37207652e-01 7.14287786e+01 2.75298405e-02 1.17425815e-01 3.57407436e-01 7.30182911e-05 -9.99490946e+00
1.64047543e+00 9.89695645e-01 6.87662181e+01 2.19431997e-02 1.31225012e-01 1.84765554e-01 7.37334021e-05 -9.97490393e+00
1.86356832e+00 8.40436495e-01 7.48229260e+01 3.14507893e-02 1.21530033e-01 1.82762544e-01 7.48660107e-05 -9.96037800e+00
3.44895780e+00 1.04956661e+00 7.47587998e+01 2.98009140e-02 1.23221712e-01 5.53110389e-01 7.58941917e-05 -9.94364485e+00
2.07879845e+00 8.50766731e-01 6.85944970e+01 2.30569925e-02 1.26254195e-01 5.71228321e-01 7.70927490e-05 -9.92506019e+00
2.47110024e+00 1.00616727e+00 6.73010423e+01 2.18810065e-02 1.17641618e-01 3.66331658e-01 7.77559158e-05 -9.92243341e+00
2.26817584e+00 1.08503199e+00 6.79553626e+01 2.11292182e-02 1.28385274e-01 4.51789688e-01 7.79368278e-05 -9.91642356e+00
3.68989411e+00 1.05890461e+00 6.24834448e+01 1.43882722e-02 1.10797354e-01 4.79560309e-01 7.85523068e-05 -9.90274290e+00
3.73235291e+00 9.90425965e-01 6.76342054e+01 2.20436080e-02 1.02384285e-01 6.27582239e-01 7.92684543e-05 -9.89424778e+00
2.44924602e+00 8.81056724e-01 7.51959768e+01 3.22953931e-02 1.24831264e-01 3.07968952e-01 7.97784078e-05 -9.88592090e+00
2.69990703e+00 9.23130925e-01 7.68237255e+01 3.10667589e-02 1.41352644e-01 5.20366531e-01 8.00558934e-05 -9.88329183e+00
2.08646849e+00 1.19550784e+00 6.20650816e+01 1.55883640e-02 1.00183684e-01 2.55650804e-01 8.03110193e-05 -9.87557450e+00
2.90372905e+00 1.17724783e+00 7.27430175e+01 2.79330948e-02 1.40764900e-01 1.95077858e-01 8.13468444e-05 -9.85376939e+00
3.46463216e+00 8.98329821e-01 6.92730526e+01 2.31069412e-02 1.32030635e-01 6.46481610e-01 8.28400240e-05 -9.83516757e+00
1.70161800e+00 1.19979039e+00 6.53358294e+01 1.72550089e-02 1.17936911e-01 2.45795431e-01 8.37630134e-05 -9.82754099e+00
2.39698569e+00 9.69540530e-01 6.02087091e+01 1.13597986e-02 9.71937922e-02 4.11000621e-01 8.43388500e-05 -9.81748018e+00
3.79590223e+00 8.58337401e-01 7.73853776e+01 3.19056104e-02 1.40161598e-01 1.91050532e-02 8.47476178e-05 -9.81385292e+00
