# logA n_s H0 omega_b omega_cdm tau_reio weight loglikelihood
1.88808946e+00 1.17613273e+00 7.19182238e+01 1.64335115e-02 1.28811059e-01 4.05821637e-01 1.29975767e-100 -2.34341408e+02
2.62236866e+00 8.56334675e-01 9.13926480e+01 3.24876906e-02 3.84634388e-01 5.68192755e-01 1.42856006e-100 -2.34263547e+02
1.79262023e+00 9.47196227e-01 6.48529146e+01 1.40893630e-02 5.87507494e-02 2.96363915e-01 1.87143562e-100 -2.33840277e+02
3.07403968e+00 1.19237465e+00 7.41886473e+01 2.03502811e-02 2.84420896e-01 1.46860856e-01 2.26870256e-100 -2.33830113e+02
3.30181007e+00 8.83061097e-01 6.86817795e+01 1.64202641e-02 2.48627182e-01 6.41040290e-02 4.06432421e-100 -2.32885444e+02
1.70095167e+00 8.57955834e-01 6.86759023e+01 1.37391240e-02 1.07126171e-01 2.71006463e-01 6.21019780e-100 -2.32766495e+02
2.64821638e+00 8.85297644e-01 8.87650658e+01 2.98910098e-02 3.02190484e-01 1.12074478e-01 7.26041951e-100 -2.32574613e+02
1.66743812e+00 1.05009697e+00 8.19999266e+01 2.73939996e-02 3.46153135e-01 2.88198602e-01 9.67909581e-100 -2.32211102e+02
2.99169985e+00 8.59400757e-01 8.02501935e+01 2.28107761e-02 2.20213989e-01 3.03961359e-01 1.38418866e-99 -2.31854011e+02
3.21357629e+00 9.27938537e-01 7.89314564e+01 2.39480640e-02 3.14316746e-01 4.02779771e-01 2.09470101e-99 -2.31398281e+02
3.04191895e+00 9.30806020e-01 7.52768509e+01 2.17940941e-02 2.92966930e-01 4.13535416e-01 2.74731169e-99 -2.31260831e+02
2.86947290e+00 8.61366105e-01 7.44260316e+01 1.84978709e-02 2.56744624e-01 3.81905709e-01 4.57451397e-99 -2.30508202e+02
3.42558248e+00 1.15112007e+00 8.76461574e+01 2.93187902e-02 3.38304098e-01 5.21133503e-01 9.01932315e-99 -2.29863016e+02
2.20705197e+00 1.14241491e+00 6.71097976e+01 2.93743339e-02 1.36071062e-01 2.26511058e-01 1.73275871e-98 -2.29203015e+02
1.94437795e+00 1.01397048e+00 7.77081140e+01 2.06863669e-02 2.60245502e-01 1.57435822e-01 2.29915672e-98 -2.29186454e+02
3.08542009e+00 9.41201294e-01 7.87472283e+01 2.65710541e-02 3.23237852e-01 4.44178988e-01 2.37213956e-98 -2.29137060e+02
3.43795967e+00 8.51221147e-01 6.12049718e+01 1.17153180e-02 1.99429378e-01 2.32513858e-01 3.88591175e-98 -2.28346905e+02
3.25891773e+00 8.85953111e-01 8.74068089e+01 2.95765826e-02 3.55686891e-01 2.58837547e-01 5.53129904e-98 -2.28276003e+02
3.39314117e+00 1.06729314e+00 5.90087590e+01 1.68003984e-02 5.54572707e-02 2.53356974e-01 9.12285673e-98 -2.27491137e+02
3.69555777e+00 9.65939739e-01 7.14646403e+01 2.35410762e-02 2.59080422e-01 3.10062953e-01 1.35742950e-97 -2.27333238e+02
3.26249828e+00 8.38050903e-01 6.35904925e+01 2.21967605e-02 1.55620893e-01 3.68097632e-01 1.69314438e-97 -2.27057829e+02
3.43534715e+00 1.14008823e+00 6.95047462e+01 1.38622599e-02 2.10332515e-01 3.33139400e-01 2.04410913e-97 -2.26937224e+02
2.43331090e+00 9.40630116e-01 7.44551288e+01 2.44860746e-02 2.87200715e-01 3.14363082e-01 2.20842127e-97 -2.26895992e+02
3.71827695e+00 1.04459750e+00 8.60545012e+01 2.78538180e-02 2.74236602e-01 1.56348945e-01 2.78665112e-97 -2.26505549e+02
2.10336751e+00 1.17191027e+00 7.82072884e+01 2.10980183e-02 2.45777128e-01 4.62784616e-01 3.40904857e-97 -2.26451665e+02
3.45954161e+00 9.31187374e-01 6.34409487e+01 8.06994623e-03 1.19782002e-01 3.04765180e-02 4.02800510e-97 -2.26184891e+02
3.86068819e+00 1.00116745e+00 6.68546865e+01 2.68807978e-02 1.63525949e-01 5.13972364e-01 5.51217100e-97 -2.25833300e+02
2.85969462e+00 9.54186643e-01 7.43389554e+01 2.17781127e-02 2.85929244e-01 3.79118828e-01 6.63976017e-97 -2.25778661e+02
3.74370701e+00 1.06038134e+00 7.93444004e+01 2.34973503e-02 1.66014545e-01 1.04225835e-01 9.65906816e-97 -2.25170106e+02
1.71311332e+00 9.03157873e-01 7.33094892e+01 1.97274835e-02 2.73569840e-01 7.51106164e-02 1.65069899e-96 -2.24672882e+02
1.79865010e+00 8.04755322e-01 7.22100581e+01 2.14825610e-02 7.80841452e-02 3.62141454e-01 2.16385238e-96 -2.24566380e+02
2.65495642e+00 1.13988205e+00 6.83188827e+01 3.08617429e-02 6.32157856e-02 5.75131601e-01 3.64380831e-96 -2.23776033e+02
3.22232293e+00 8.56853734e-01 8.06811259e+01 2.36564032e-02 2.07772967e-01 1.29356585e-01 5.25242847e-96 -2.23681057e+02
3.60173484e+00 9.79604890e-01 7.85883041e+01 2.17106694e-02 2.07563666e-01 5.39970932e-01 8.40635984e-96 -2.22957360e+02
2.85152047e+00 8.13707444e-01 7.77862601e+01 2.42532027e-02 1.23670296e-01 4.35379321e-01 1.49374241e-95 -2.22460273e+02
3.62504445e+00 1.13739662e+00 8.74296961e+01 2.97131971e-02 2.60289345e-01 6.03252308e-01 2.71024431e-95 -2.21805901e+02
1.79770868e+00 8.06681375e-01 7.25896740e+01 1.61769212e-02 1.83057175e-01 3.73075630e-01 3.86181689e-95 -2.21649031e+02
2.10181754e+00 9.64410490e-01 7.12638564e+01 2.17434906e-02 2.61070471e-01 1.88304457e-01 4.30810978e-95 -2.21578287e+02
3.83604249e+00 1.18657675e+00 8.08515117e+01 2.53756364e-02 1.66818210e-01 1.80076595e-01 5.65109344e-95 -2.21147190e+02
1.85244466e+00 8.60809875e-01 6.96215447e+01 1.47535986e-02 1.12057594e-01 1.58156367e-01 9.30232846e-95 -2.20604181e+02
3.29368884e+00 1.09064234e+00 8.50082030e+01 2.91090086e-02 1.98294405e-01 7.18657389e-01 2.37981278e-94 -2.19488138e+02
2.20775079e+00 1.00755847e+00 7.92907788e+01 2.72871111e-02 3.22148319e-01 2.08880913e-01 4.05615716e-94 -2.19251293e+02
3.08985361e+00 9.90890322e-01 8.40741625e+01 2.66014879e-02 2.44972188e-01 3.13419895e-01 5.93531940e-94 -2.18766880e+02
2.15772364e+00 9.76618291e-01 6.69656378e+01 2.85396763e-02 1.41431734e-01 3.74741175e-01 9.32108414e-94 -2.18333148e+02
2.26533859e+00 9.62194216e-01 8.49971107e+01 2.71965094e-02 2.93142292e-01 2.26186148e-01 1.42830874e-93 -2.17907566e+02
3.73190044e+00 9.46579945e-01 6.95801661e+01 1.51501083e-02 1.08711941e-01 5.10662153e-01 4.70754455e-93 -2.16412354e+02
2.25437099e+00 9.66421640e-01 7.45576524e+01 1.80921933e-02 1.97090598e-01 4.37932227e-01 7.80688477e-93 -2.16378679e+02
3.40139735e+00 8.24139891e-01 8.52991711e+01 2.74763605e-02 2.75582914e-01 4.18295419e-02 7.97392098e-93 -2.16365775e+02
1.82515296e+00 1.01643304e+00 8.37160908e+01 2.68090602e-02 2.20858149e-01 3.15568587e-01 8.47952110e-93 -2.16254766e+02
3.22374953e+00 1.06932296e+00 6.75052303e+01 3.11682826e-02 8.29035956e-02 2.86126939e-01 1.11263641e-92 -2.15855053e+02
1.69519552e+00 9.63459235e-01 6.35071499e+01 1.62636943e-02 2.00891160e-01 3.63413769e-01 1.73065375e-92 -2.15382801e+02
3.70011208e+00 8.17098466e-01 9.05837944e+01 3.22652721e-02 3.48276007e-01 4.81944170e-01 2.94772777e-92 -2.14811305e+02
3.23078790e+00 1.19397401e+00 7.98758293e+01 2.89079994e-02 1.09764502e-01 7.41088976e-01 4.31211109e-92 -2.14553965e+02
1.85666238e+00 1.09546673e+00 7.38943821e+01 1.81547384e-02 2.43412303e-01 4.93646492e-02 5.50484571e-92 -2.14316465e+02
3.59934286e+00 1.04876084e+00 8.05289817e+01 3.05431988e-02 1.04575117e-01 5.95424472e-01 6.16453048e-92 -2.14309546e+02
2.53687303e+00 8.02986618e-01 6.65568294e+01 2.47788721e-02 1.77412572e-01 5.76531775e-01 8.25659953e-92 -2.13793824e+02
3.67184706e+00 9.45917521e-01 7.05770393e+01 3.10121743e-02 5.67233553e-02 6.67296584e-01 1.07699853e-91 -2.13710036e+02
3.13006692e+00 8.28211132e-01 8.37723899e+01 2.68949046e-02 2.25357013e-01 4.60067198e-01 1.44007231e-91 -2.13257753e+02
1.99086945e+00 8.47309763e-01 5.92008156e+01 1.89577059e-02 7.77949676e-02 6.82430129e-01 1.76762938e-91 -2.13245476e+02
2.91650256e+00 1.08522824e+00 8.39074326e+01 3.28628143e-02 1.26809822e-01 3.45010781e-01 1.99214023e-91 -2.13026538e+02
3.58959023e+00 8.26789770e-01 7.44633440e+01 1.80432128e-02 2.02901316e-01 2.95846126e-01 4.85700011e-91 -2.11801128e+02
2.83088780e+00 9.93704559e-01 7.15850652e+01 2.27837441e-02 2.57215620e-01 3.88460297e-01 7.80707729e-91 -2.11720900e+02
2.60427576e+00 1.00169929e+00 8.59397181e+01 2.95383372e-02 2.16268507e-01 2.28166143e-01 9.51499479e-91 -2.11422087e+02
2.24846554e+00 1.11038395e+00 7.53506140e+01 1.91987577e-02 2.37510059e-01 2.87252929e-01 2.10429643e-90 -2.10371416e+02
1.61954196e+00 1.01514240e+00 6.17960666e+01 2.11254976e-02 6.24688503e-02 1.54648250e-01 3.73799260e-90 -2.10033262e+02
3.01830318e+00 1.01052875e+00 6.57880103e+01 1.81437563e-02 2.14140837e-01 1.29846893e-01 6.28816645e-90 -2.09397972e+02
2.89634839e+00 1.11274633e+00 8.48976151e+01 2.76823324e-02 3.09683316e-01 1.86658071e-01 8.25665851e-90 -2.09385359e+02
2.47937193e+00 8.16425889e-01 5.91196634e+01 1.55347797e-02 5.18075483e-02 3.92135399e-01 9.06778700e-90 -2.09213863e+02
1.84709781e+00 9.85592581e-01 6.94123663e+01 1.71801316e-02 2.42486936e-01 1.97495576e-01 1.03656474e-89 -2.09109218e+02
2.97438546e+00 1.03230030e+00 6.70430474e+01 1.47189667e-02 2.25481270e-01 2.46212420e-01 1.18053761e-89 -2.08953102e+02
3.12993066e+00 1.03140731e+00 6.63200563e+01 2.48117426e-02 1.70759668e-01 4.43956713e-01 1.69633684e-89 -2.08439394e+02
3.74442238e+00 8.12383455e-01 7.75936135e+01 2.47434230e-02 3.00064315e-01 3.80826285e-01 2.79341662e-89 -2.07946409e+02
3.29683305e+00 9.81961771e-01 7.90605827e+01 2.97439230e-02 3.10395064e-01 1.43410995e-01 3.63824747e-89 -2.07849136e+02
2.79319795e+00 8.57183526e-01 8.51535251e+01 2.78164575e-02 2.88960439e-01 5.38045144e-01 3.98698203e-89 -2.07759013e+02
1.61150927e+00 8.33319957e-01 8.28826695e+01 2.63207927e-02 2.19826173e-01 6.19804508e-01 4.23861148e-89 -2.07721068e+02
2.30644531e+00 1.09015328e+00 6.64238607e+01 1.11441981e-02 1.74555008e-01 1.15163379e-01 4.50846224e-89 -2.07633149e+02
1.87763145e+00 8.28622362e-01 7.80286619e+01 2.67748318e-02 3.05652699e-01 2.54698448e-01 5.71565132e-89 -2.07272905e+02
2.46722100e+00 9.52580376e-01 7.42149376e+01 3.01232853e-02 6.28195608e-02 6.69356047e-01 8.53593241e-89 -2.06841006e+02
3.71804728e+00 8.09581944e-01 8.03402864e+01 2.34109608e-02 2.44880436e-01 2.61210299e-02 1.14862718e-88 -2.06639074e+02
2.61013869e+00 8.53497264e-01 7.53501116e+01 2.13971164e-02 2.75375604e-01 1.09977141e-01 1.73960517e-88 -2.06075129e+02
2.70608820e+00 8.14246098e-01 8.60995701e+01 2.95476484e-02 2.27667089e-01 3.87041350e-01 2.57616248e-88 -2.05791377e+02
2.11507238e+00 1.19325480e+00 6.47433326e+01 2.30690545e-02 1.61227474e-01 5.78284332e-01 3.22541917e-88 -2.05609780e+02
1.82557742e+00 9.92375443e-01 6.75978005e+01 1.37359643e-02 9.60580887e-02 3.73988064e-01 9.52009784e-88 -2.04122771e+02
2.99552071e+00 8.70847288e-01 6.50476867e+01 2.58000693e-02 1.29978096e-01 6.74836550e-02 1.61783152e-87 -2.04038710e+02
3.75641221e+00 8.62911046e-01 7.24049737e+01 1.83238212e-02 2.48858630e-01 2.50333184e-01 1.76394087e-87 -2.03946219e+02
3.10546121e+00 1.19467827e+00 6.97557722e+01 2.24678366e-02 2.35761468e-01 5.11842692e-01 3.27951999e-87 -2.03005719e+02
3.37606985e+00 9.73952630e-01 7.08401216e+01 3.16043730e-02 1.77239412e-01 1.74200746e-01 5.84515490e-87 -2.02611549e+02
3.58944567e+00 9.99577523e-01 6.55797804e+01 2.50860602e-02 5.78184598e-02 7.67934803e-01 8.18387957e-87 -2.02312324e+02
3.70538337e+00 1.02005568e+00 5.65512718e+01 1.20294855e-02 5.05696245e-02 2.44156319e-01 9.39054826e-87 -2.02310178e+02
3.18923714e+00 8.24229674e-01 8.37401083e+01 3.00019986e-02 1.60275341e-01 4.21599775e-01 1.27595875e-86 -2.01767822e+02
3.70799121e+00 1.16281653e+00 9.03069030e+01 3.27307117e-02 2.84955287e-01 2.25393094e-01 1.73220993e-86 -2.01627077e+02
3.41087724e+00 8.57982839e-01 8.47236480e+01 2.76769931e-02 2.93257992e-01 3.28613858e-01 1.96715328e-86 -2.01508039e+02
2.22356282e+00 9.01250692e-01 7.26830823e+01 2.78036041e-02 6.20877753e-02 6.54530641e-01 2.72629485e-86 -2.01024678e+02
2.03706609e+00 8.12008785e-01 7.42831957e+01 3.23377924e-02 2.28816120e-01 5.50240226e-01 4.33921544e-86 -2.00568314e+02
2.52256161e+00 1.17496868e+00 8.48313040e+01 3.18955961e-02 1.54552562e-01 2.34038765e-01 5.59074968e-86 -2.00464894e+02
3.71143250e+00 8.48975379e-01 7.38537117e+01 2.09220024e-02 1.06665845e-01 3.25297864e-01 5.89610947e-86 -2.00455310e+02
2.35402246e+00 8.18606559e-01 8.87428669e+01 3.22149772e-02 3.60427985e-01 3.21738465e-01 6.59116509e-86 -2.00248657e+02
3.19564586e+00 1.04759437e+00 5.29339537e+01 8.64701878e-03 5.30238976e-02 1.07454639e-01 7.77162799e-86 -2.00115581e+02
3.79116742e+00 9.27034297e-01 7.26215430e+01 2.90782706e-02 2.29304372e-01 3.17625040e-01 9.10084270e-86 -1.99932803e+02
1.96413898e+00 9.94614712e-01 6.98396211e+01 3.28387251e-02 1.40326843e-01 5.58786891e-01 1.59468766e-85 -1.99136107e+02
3.46953364e+00 1.18839099e+00 7.48948948e+01 2.23159651e-02 1.07595211e-01 3.99667517e-01 2.51876051e-85 -1.98876745e+02
2.73839486e+00 8.02872475e-01 7.70462686e+01 2.44103010e-02 2.90306664e-01 5.08584335e-01 3.82761061e-85 -1.98347592e+02
2.76205935e+00 1.10902518e+00 7.57159428e+01 2.40341719e-02 2.82930405e-01 4.84463503e-01 4.88273384e-85 -1.98316857e+02
3.16026650e+00 8.71674360e-01 6.88567306e+01 1.97809206e-02 2.34536090e-01 3.31547584e-01 5.49574296e-85 -1.98116811e+02
1.91580453e+00 1.06803047e+00 6.77665331e+01 2.42656304e-02 1.95515999e-01 4.09049449e-01 9.80987814e-85 -1.97304614e+02
3.11693514e+00 9.28641573e-01 6.54401489e+01 2.30777040e-02 1.68855747e-01 8.37916736e-02 1.52836626e-84 -1.97078237e+02
3.51964050e+00 1.07078260e+00 7.31191580e+01 2.58418426e-02 6.94422727e-02 3.26930796e-01 1.77714388e-84 -1.96988242e+02
3.16556473e+00 1.14429833e+00 8.59967741e+01 3.06400637e-02 3.45838895e-01 4.23597720e-01 1.86765621e-84 -1.96972922e+02
3.65414049e+00 8.06040061e-01 8.37109809e+01 3.26829318e-02 3.43875838e-01 4.33307103e-01 1.97325621e-84 -1.96876508e+02
2.87663932e+00 8.84649564e-01 6.83584054e+01 3.11440242e-02 7.18474212e-02 4.06310818e-01 2.62049168e-84 -1.96445365e+02
2.63000976e+00 8.02296194e-01 8.07735554e+01 2.65962600e-02 1.54986415e-01 1.73339551e-01 4.64514102e-84 -1.95787710e+02
2.13862577e+00 1.08601393e+00 6.90494462e+01 2.05428521e-02 2.32947415e-01 1.07363939e-01 6.50384320e-84 -1.95665711e+02
2.87933726e+00 1.15601508e+00 8.37585435e+01 2.98403244e-02 3.36852944e-01 4.72533371e-01 7.39850874e-84 -1.95527030e+02
2.55278114e+00 9.77041737e-01 6.18010290e+01 2.03064649e-02 1.33469749e-01 3.18473090e-01 1.00554682e-83 -1.95090501e+02
1.80797333e+00 1.17695501e+00 7.59625310e+01 2.18340578e-02 1.34054225e-01 3.82115450e-01 1.28403690e-83 -1.94989369e+02
2.63839023e+00 9.72653918e-01 8.68261309e+01 3.20789726e-02 1.94883957e-01 3.60325501e-01 1.42698837e-83 -1.94876043e+02
2.00387248e+00 9.96244296e-01 7.74192966e+01 2.33240058e-02 1.39444168e-01 3.09576600e-01 1.55769328e-83 -1.94808040e+02
3.44158038e+00 8.71782457e-01 6.78301873e+01 1.31047830e-02 1.91353851e-01 3.13828669e-01 2.45717349e-83 -1.94086653e+02
2.36000955e+00 1.17100017e+00 7.30223227e+01 1.72673692e-02 2.01873277e-01 1.98766090e-01 4.56724412e-83 -1.93516943e+02
3.15855923e+00 1.08805839e+00 5.77041990e+01 1.62441628e-02 7.43049515e-02 3.86623423e-01 9.74878724e-83 -1.92663102e+02
3.13826880e+00 1.18518797e+00 8.97500841e+01 3.22984975e-02 3.10203407e-01 4.55370246e-02 1.45282258e-82 -1.92541746e+02
3.27225023e+00 1.06718541e+00 8.05135457e+01 2.66878000e-02 1.50898571e-01 3.68514615e-01 3.93068217e-82 -1.91127811e+02
3.21653851e+00 9.18249961e-01 6.67077033e+01 1.18962006e-02 1.74303104e-01 2.98617001e-01 6.97370711e-82 -1.90937162e+02
1.95991314e+00 8.34013452e-01 6.74562320e+01 3.02678045e-02 8.09815717e-02 2.09645211e-01 1.22091226e-81 -1.90146897e+02
3.18372211e+00 8.73631128e-01 8.21397247e+01 2.84457991e-02 1.56163879e-01 8.85872182e-02 1.96244110e-81 -1.89853238e+02
2.34578282e+00 8.13884471e-01 7.34496980e+01 2.75282881e-02 6.74849778e-02 6.87576708e-01 2.27866195e-81 -1.89822851e+02
2.74493422e+00 1.02882791e+00 7.31043484e+01 2.71201978e-02 2.45204971e-01 1.46477511e-01 2.42041839e-81 -1.89730441e+02
2.94255280e+00 1.04195285e+00 7.67688934e+01 2.11029378e-02 1.84674906e-01 4.72618616e-01 2.61835979e-81 -1.89660721e+02
3.04146240e+00 9.38851964e-01 8.94099246e+01 3.24880404e-02 2.79659010e-01 5.78966526e-01 3.28959424e-81 -1.89300978e+02
2.50883926e+00 9.19875525e-01 6.83735418e+01 3.19552351e-02 1.02282368e-01 6.12832376e-01 4.46205703e-81 -1.89032782e+02
3.27013755e+00 8.37713752e-01 8.34550089e+01 3.26622690e-02 1.29920029e-01 6.57880018e-01 5.16417170e-81 -1.88987301e+02
3.06288680e+00 1.01328547e+00 8.24459825e+01 2.93299912e-02 3.24328883e-01 5.84222170e-01 6.86466343e-81 -1.88514383e+02
2.02325541e+00 1.15235226e+00 8.29439279e+01 3.12146766e-02 3.32416575e-01 1.42200427e-01 9.08036060e-81 -1.88373416e+02
1.83550925e+00 1.12613341e+00 7.42395618e+01 3.03671599e-02 2.38455393e-01 2.33317644e-01 1.16201473e-80 -1.88039858e+02
2.38998529e+00 8.53416826e-01 7.66760910e+01 2.08155873e-02 2.23231086e-01 2.94168648e-01 1.66097848e-80 -1.87662601e+02
3.66392115e+00 1.06450296e+00 7.56011520e+01 2.06007366e-02 1.57542954e-01 5.09966681e-01 2.23247558e-80 -1.87423357e+02
3.72473049e+00 8.98958098e-01 6.17327164e+01 1.92267902e-02 1.42590156e-01 2.02570416e-01 3.14628366e-80 -1.87002140e+02
2.11995647e+00 9.15081756e-01 8.94411905e+01 3.26843036e-02 2.76048977e-01 6.26794570e-01 3.95053036e-80 -1.86921691e+02
1.83291575e+00 1.00295755e+00 7.07004991e+01 1.72954373e-02 1.03976335e-01 1.85029246e-01 4.62447581e-80 -1.86694389e+02
3.13426481e+00 9.35601927e-01 6.89522943e+01 1.76360054e-02 2.31100638e-01 3.03924518e-01 5.46334529e-80 -1.86574972e+02
2.62802452e+00 1.16162754e+00 7.74890744e+01 2.24520069e-02 1.67433306e-01 5.73782796e-01 5.79334526e-80 -1.86569540e+02
1.63563282e+00 1.00558132e+00 7.36842914e+01 2.43385866e-02 8.11677806e-02 9.06338861e-02 6.51767439e-80 -1.86347638e+02
1.62311053e+00 1.19079410e+00 7.32885098e+01 2.54656224e-02 2.54247301e-01 4.12705621e-01 1.03090316e-79 -1.85730111e+02
2.54527997e+00 1.18205505e+00 7.29658498e+01 1.82513930e-02 1.36569692e-01 1.18969374e-01 1.36784539e-79 -1.85684697e+02
3.25176681e+00 9.17399294e-01 8.27372103e+01 2.65667314e-02 2.76949316e-01 1.74319558e-01 2.18295334e-79 -1.84929891e+02
3.01080359e+00 1.18013493e+00 7.27806530e+01 2.45346150e-02 2.51903856e-01 2.24638610e-01 3.08878551e-79 -1.84848964e+02
3.70866883e+00 8.41650707e-01 7.79868942e+01 2.45356774e-02 2.85070368e-01 6.09319493e-02 3.20838755e-79 -1.84848277e+02
3.64185202e+00 1.09021615e+00 7.01480626e+01 2.10523568e-02 7.09517833e-02 7.05454265e-01 5.52798213e-79 -1.83951511e+02
1.73797992e+00 9.15202098e-01 8.69384753e+01 3.26916969e-02 1.94806367e-01 7.34181318e-01 8.87262346e-79 -1.83717047e+02
3.19905830e+00 8.60947257e-01 8.92503329e+01 3.23804601e-02 3.03078941e-01 5.20562058e-01 1.21719641e-78 -1.83337309e+02
1.86978051e+00 9.88939745e-01 7.89643834e+01 2.99607619e-02 2.96254684e-01 2.85177201e-01 1.68488043e-78 -1.83047806e+02
1.84128019e+00 1.12064757e+00 7.36211378e+01 2.98432665e-02 2.31369992e-01 7.83030273e-02 2.10217251e-78 -1.82877151e+02
3.18814376e+00 1.14120174e+00 6.47151996e+01 1.66670047e-02 2.00377244e-01 5.08062956e-02 2.29198265e-78 -1.82863692e+02
2.55525769e+00 9.65342370e-01 5.62751062e+01 1.34753516e-02 1.10637877e-01 4.41183217e-01 2.39008529e-78 -1.82790621e+02
2.62776398e+00 9.94420325e-01 6.60474175e+01 1.70816162e-02 2.10975069e-01 7.55598814e-02 2.58648999e-78 -1.82702363e+02
2.37599144e+00 8.24299562e-01 6.87561174e+01 2.66665208e-02 1.85446889e-01 6.16651549e-01 2.88833990e-78 -1.82568401e+02
3.44771193e+00 1.15075285e+00 7.91929243e+01 2.55893698e-02 2.89997266e-01 4.65421627e-01 4.58656814e-78 -1.81883901e+02
3.39028069e+00 9.78150418e-01 6.25675966e+01 2.28100941e-02 1.06200687e-01 6.22910301e-01 6.47246909e-78 -1.81764215e+02
2.47079991e+00 1.03467659e+00 8.80252236e+01 3.13955140e-02 2.90759928e-01 5.91653192e-01 6.99317992e-78 -1.81722015e+02
2.77626071e+00 1.14100325e+00 7.62843864e+01 3.06973872e-02 2.61920937e-01 5.58479447e-01 7.60280046e-78 -1.81596545e+02
2.90785102e+00 8.86344814e-01 8.20140493e+01 2.72926185e-02 1.82920537e-01 6.41141540e-01 1.08430306e-77 -1.81072069e+02
2.79459978e+00 1.06178956e+00 7.25348698e+01 2.31131776e-02 7.89720991e-02 6.62997120e-02 1.62212864e-77 -1.80745495e+02
2.75484505e+00 9.91030925e-01 7.86357359e+01 2.79908655e-02 2.94848818e-01 2.97757661e-01 2.73664553e-77 -1.80098436e+02
3.28122084e+00 1.07213325e+00 8.76398101e+01 3.11058525e-02 3.07970443e-01 1.10791415e-01 3.90544964e-77 -1.79934071e+02
2.42059117e+00 1.07926060e+00 8.45428763e+01 2.87270317e-02 2.96495875e-01 5.89627200e-01 4.40768255e-77 -1.79847609e+02
2.60732822e+00 1.17262981e+00 7.53818101e+01 2.62202459e-02 8.78997921e-02 7.91960221e-01 4.67080634e-77 -1.79812548e+02
2.94433163e+00 1.02829992e+00 6.53965341e+01 2.19044180e-02 1.74208346e-01 3.18674779e-01 4.85614842e-77 -1.79766019e+02
1.93503984e+00 8.40598802e-01 7.85401960e+01 2.52744770e-02 2.85890250e-01 4.55260658e-01 5.06735917e-77 -1.79723319e+02
2.62619050e+00 8.09857873e-01 6.77949932e+01 1.44175089e-02 9.56722322e-02 1.72228208e-01 5.75829676e-77 -1.79516589e+02
2.97615505e+00 9.31302513e-01 6.76852675e+01 2.00137689e-02 6.10651148e-02 3.16982007e-01 9.45795874e-77 -1.78831379e+02
2.75606612e+00 9.14391704e-01 8.36203812e+01 2.79721494e-02 2.95624995e-01 1.15964992e-01 1.29834245e-76 -1.78764912e+02
3.61990561e+00 1.11417623e+00 6.51719589e+01 1.90074349e-02 1.92389039e-01 2.57460841e-01 1.45706911e-76 -1.78602212e+02
2.10201674e+00 9.01849040e-01 6.73419636e+01 2.61682807e-02 5.89964230e-02 7.47062624e-01 2.22304612e-76 -1.77999017e+02
3.81683755e+00 9.33342346e-01 8.27692074e+01 3.14196299e-02 3.24168231e-01 4.73412668e-01 3.31687768e-76 -1.77726782e+02
3.88521075e+00 1.06314969e+00 8.26046375e+01 3.07874692e-02 1.39408653e-01 4.22605596e-01 3.87456100e-76 -1.77666637e+02
1.89920607e+00 8.74060620e-01 6.92895679e+01 1.64043095e-02 2.21475727e-01 1.76329988e-01 4.00979103e-76 -1.77653312e+02
2.43196284e+00 1.02269987e+00 7.63015268e+01 2.39842043e-02 2.73717171e-01 1.42121163e-01 4.12782197e-76 -1.77605155e+02
3.49139293e+00 8.47349978e-01 7.09392301e+01 3.12700698e-02 1.75165560e-01 6.62595839e-01 4.26241664e-76 -1.77584669e+02
3.08010356e+00 8.58852379e-01 5.34788833e+01 9.57852955e-03 1.07399093e-01 6.72731912e-02 4.64740356e-76 -1.77433795e+02
3.37182645e+00 8.86238042e-01 6.82756438e+01 2.43049965e-02 1.96219668e-01 5.33788827e-01 5.89879447e-76 -1.77122273e+02
