logA n_s H0 omega_b omega_cdm m_ncdm w0_fld wa_fld tau_reio
3.095433955169517581e+00 9.258800383139280665e-01 7.576565259072337710e+01 2.219907216418525245e-02 1.240005133516526165e-01 2.442117880332762836e-02 -1.156709286475811282e+00 8.747366924777324471e-01 4.157327991969312492e-02
3.039939974146039781e+00 9.697221429251891012e-01 7.892428126986905568e+01 2.228346753743404643e-02 1.131065443001118415e-01 6.812356151883952604e-02 -1.186156387337466533e+00 1.214539266898653658e+00 7.225871099153058363e-02
3.048644761337942377e+00 9.028640354986136041e-01 7.268543771354060823e+01 2.214270386726818751e-02 1.280421112610692358e-01 4.814584008128605652e-02 -8.749698086749639891e-01 4.085555801231111062e-02 4.556236298656021061e-02
2.902029086139370495e+00 9.947168219878275153e-01 7.400694399990169359e+01 2.225050538856709198e-02 1.195689926917051366e-01 4.948203225709962849e-02 -9.961052479492229494e-01 4.196937983377835302e-01 4.190130344443464966e-02
3.093959742962670401e+00 9.534761246194924933e-01 7.031312702129734760e+01 2.200314940500032457e-02 1.170739295509314881e-01 7.747960857697719361e-02 -8.300199213538685949e-01 2.067883235090572924e-01 3.535314388383817980e-02
3.132425108406874603e+00 9.843926727498373275e-01 7.153843113793232078e+01 2.244254579778246633e-02 1.174747847298493880e-01 4.266797052345805419e-02 -9.168417957402112961e-01 4.019258621419670163e-01 3.695045600781107775e-02
2.902155443177678595e+00 9.980059729172829908e-01 7.035624512823788734e+01 2.209379580964159970e-02 1.216257503446338400e-01 4.554791289786629810e-02 -7.364185178884130600e-01 -1.702606886202402414e-01 6.586375769437365080e-02
2.983049704492592547e+00 9.476409973378704388e-01 7.246391959015275575e+01 2.225892736696688870e-02 1.149560644698649908e-01 5.873426239639998464e-02 -9.464721032196226069e-01 3.606468872811272597e-01 5.455247025810923411e-02
2.846850868846795279e+00 9.747740320365838596e-01 7.431997705049030856e+01 2.228427336534120548e-02 1.118115428164571518e-01 9.555648364858992938e-02 -1.145861473624262938e+00 9.282849293524035872e-01 5.801625528280097976e-02
3.159855102508471347e+00 9.148106891577437727e-01 7.372940789948960116e+01 2.246683344679370475e-02 1.113887359285271467e-01 9.469403329428231764e-02 -1.132981861599126283e+00 9.280828130557030597e-01 3.083115281636461535e-02
3.162337789645464525e+00 9.615545939509134721e-01 7.085280216555969446e+01 2.201264485554168052e-02 1.117179421092727720e-01 6.489688605027695012e-02 -9.684129813779880358e-01 6.912099521441312788e-01 5.368405814117787472e-02
3.175992164252596783e+00 9.231411412925745186e-01 7.649382554241880428e+01 2.243239874594796929e-02 1.201571057608180754e-01 7.227589349775824512e-02 -1.219375580361273803e+00 1.170404136514008986e+00 3.032891474728237335e-02
2.904459184648569003e+00 9.262597353894830299e-01 6.981413055682902780e+01 2.228806059019412117e-02 1.222828218776594589e-01 6.351314946875495637e-02 -6.604843605903869541e-01 -3.980878857801117832e-01 6.784905044767665372e-02
3.044127155327572165e+00 9.439392525671562728e-01 7.296587026693481448e+01 2.202740707443644544e-02 1.284717761716376583e-01 5.906404546126359234e-02 -9.003046897582960284e-01 1.913436875053138309e-01 2.463436224340465053e-02
2.839709595295386801e+00 9.359264098576594026e-01 7.471620147420583180e+01 2.230035348501304901e-02 1.238279968577328111e-01 9.260112267106677952e-02 -1.091926978780499935e+00 7.336455726347872464e-01 5.673513703222819032e-02
3.039406141611466161e+00 9.767857982954704088e-01 7.602907032399610898e+01 2.240964411233996312e-02 1.263412544614653799e-01 5.057497921714755595e-02 -1.149442084818276921e+00 8.776903339025250439e-01 1.422055486580055955e-02
2.886206017975851967e+00 9.177345435747417124e-01 7.333809720537502130e+01 2.219642646958839075e-02 1.244967722154695505e-01 3.047059533577854695e-02 -9.604980489891019602e-01 4.232398056566637479e-01 2.113624128133550356e-02
2.979674070783097317e+00 9.107346818576959047e-01 7.212632308472120712e+01 2.216182993641529694e-02 1.262332657003769343e-01 5.289754264028143083e-02 -8.482330761145799869e-01 5.645892746183056587e-02 5.339669574215070991e-02
2.835974648096417194e+00 9.324461730337156862e-01 7.245662073114129953e+01 2.214533983406906381e-02 1.284694290605404021e-01 9.623922928333641935e-02 -8.811966808385811589e-01 1.192994735991570465e-01 1.807489558942632774e-02
3.099728581039111752e+00 9.927370886049551313e-01 7.215686950438612257e+01 2.219798008759082605e-02 1.273407269887663062e-01 9.638660661620045145e-02 -8.783436290697497206e-01 1.502180211130594856e-01 4.414714315318429838e-02
2.816869410905784132e+00 9.565425646312657459e-01 7.362359305860186964e+01 2.202960522391395407e-02 1.237694791779530706e-01 3.847836075052113447e-02 -9.484935551154929367e-01 1.635994537487972522e-01 4.238133988690600401e-02
3.087763687958868353e+00 9.005586231880807757e-01 7.009703797948873216e+01 2.223443248231465885e-02 1.110533003118890499e-01 8.411037774492807761e-02 -8.580039798631815540e-01 2.625867096153440272e-01 5.866852907429030706e-02
3.031802482040450997e+00 9.093268208765457050e-01 7.077589569393055058e+01 2.200721028907480850e-02 1.254929705386498284e-01 7.077436251787831700e-02 -7.122004151087946155e-01 -3.553123041244119484e-01 4.758945660653606663e-02
3.088143700715212603e+00 9.361723997227696659e-01 7.097498863322380203e+01 2.217903253610331929e-02 1.110451761714701252e-01 8.714276977373575095e-02 -9.095693606484029914e-01 3.799446644889670210e-01 6.292475451247980800e-02
3.174378320687280208e+00 9.339292744750331554e-01 7.597396547089664409e+01 2.225776894603725617e-02 1.239509985222030375e-01 2.108358953370669323e-02 -1.079959352921494364e+00 5.738894846189617205e-01 6.634721690649988957e-02
3.178301818412046842e+00 9.726505643108537269e-01 7.361217659946561298e+01 2.209011337730030361e-02 1.253452370398824844e-01 1.496096962324756745e-02 -9.863392088137108438e-01 4.262409455310081086e-01 2.769235926394317954e-02
3.097025934407608094e+00 9.474718260629996225e-01 6.972683137846740919e+01 2.254953178063234115e-02 1.141453953643557090e-01 4.840164992472495778e-03 -8.531471734089903780e-01 3.912880902688211648e-01 5.794790429962966283e-02
2.880288058743720292e+00 9.819931004036526190e-01 7.208062327135218084e+01 2.227211780499370811e-02 1.290347369392466914e-01 8.154590851643868377e-02 -7.085160317580916356e-01 -6.077868764075913255e-01 4.066626838910217256e-02
3.021678212855420043e+00 9.504970974255808613e-01 7.580269192300679038e+01 2.207145618405578422e-02 1.152104068732941605e-01 7.797085417408966546e-02 -1.197349555189879400e+00 1.184598527558957226e+00 2.833417002518043987e-02
